date,product,product_label,retail_optimal_observed,retail_optimal_baseline,retail_optimal_observed_model,retail_optimal_baseline_model,retail_optimal_discount_share,retail_optimal_n_item_keys
2023-08-31,cheese,CHEESE,,,,,,
2023-09-01,cheese,CHEESE,,,,,,
2023-09-02,cheese,CHEESE,,,,,,
2023-09-03,cheese,CHEESE,,,,,,
2023-09-04,cheese,CHEESE,,,,,,
2023-09-05,cheese,CHEESE,,,,,,
2023-09-06,cheese,CHEESE,,,,,,
2023-09-07,cheese,CHEESE,,,,,,
2023-09-08,cheese,CHEESE,,,,,,
2023-09-09,cheese,CHEESE,,,,,,
2023-09-10,cheese,CHEESE,,,,,,
2023-09-11,cheese,CHEESE,,,,,,
2023-09-12,cheese,CHEESE,,,,,,
2023-09-13,cheese,CHEESE,,,,,,
2023-09-14,cheese,CHEESE,,,,,,
2023-09-15,cheese,CHEESE,,,,,,
2023-09-16,cheese,CHEESE,,,,,,
2023-09-17,cheese,CHEESE,,,,,,
2023-09-18,cheese,CHEESE,,,,,,
2023-09-19,cheese,CHEESE,,,,,,
2023-09-20,cheese,CHEESE,,,,,,
2023-09-21,cheese,CHEESE,,,,,,
2023-09-22,cheese,CHEESE,,,,,,
2023-09-23,cheese,CHEESE,,,,,,
2023-09-24,cheese,CHEESE,,,,,,
2023-09-25,cheese,CHEESE,,,,,,
2023-09-26,cheese,CHEESE,,,,,,
2023-09-27,cheese,CHEESE,,,,,,
2023-09-28,cheese,CHEESE,,,,,,
2023-09-29,cheese,CHEESE,,,,,,
2023-09-30,cheese,CHEESE,,,,,,
2023-10-01,cheese,CHEESE,,,,,,
2023-10-02,cheese,CHEESE,,,,,,
2023-10-03,cheese,CHEESE,,,,,,
2023-10-04,cheese,CHEESE,,,,,,
2023-10-05,cheese,CHEESE,,,,,,
2023-10-06,cheese,CHEESE,,,,,,
2023-10-07,cheese,CHEESE,,,,,,
2023-10-08,cheese,CHEESE,,,,,,
2023-10-09,cheese,CHEESE,,,,,,
2023-10-10,cheese,CHEESE,,,,,,
2023-10-11,cheese,CHEESE,,,,,,
2023-10-12,cheese,CHEESE,,,,,,
2023-10-13,cheese,CHEESE,,,,,,
2023-10-14,cheese,CHEESE,,,,,,
2023-10-15,cheese,CHEESE,,,,,,
2023-10-16,cheese,CHEESE,,,,,,
2023-10-17,cheese,CHEESE,,,,,,
2023-10-18,cheese,CHEESE,,,,,,
2023-10-19,cheese,CHEESE,,,,,,
2023-10-20,cheese,CHEESE,,,,,,
2023-10-21,cheese,CHEESE,,,,,,
2023-10-22,cheese,CHEESE,,,,,,
2023-10-23,cheese,CHEESE,,,,,,
2023-10-24,cheese,CHEESE,,,,,,
2023-10-25,cheese,CHEESE,,,,,,
2023-10-26,cheese,CHEESE,,,,,,
2023-10-27,cheese,CHEESE,,,,,,
2023-10-28,cheese,CHEESE,,,,,,
2023-10-29,cheese,CHEESE,,,,,,
2023-10-30,cheese,CHEESE,,,,,,
2023-10-31,cheese,CHEESE,,,,,,
2023-11-01,cheese,CHEESE,,,,,,
2023-11-02,cheese,CHEESE,,,,,,
2023-11-03,cheese,CHEESE,,,,,,
2023-11-04,cheese,CHEESE,,,,,,
2023-11-05,cheese,CHEESE,,,,,,
2023-11-06,cheese,CHEESE,,,,,,
2023-11-07,cheese,CHEESE,,,,,,
2023-11-08,cheese,CHEESE,,,,,,
2023-11-09,cheese,CHEESE,,,,,,
2023-11-10,cheese,CHEESE,,,,,,
2023-11-11,cheese,CHEESE,,,,,,
2023-11-12,cheese,CHEESE,,,,,,
2023-11-13,cheese,CHEESE,,,,,,
2023-11-14,cheese,CHEESE,,,,,,
2023-11-15,cheese,CHEESE,,,,,,
2023-11-16,cheese,CHEESE,,,,,,
2023-11-17,cheese,CHEESE,,,,,,
2023-11-18,cheese,CHEESE,,,,,,
2023-11-19,cheese,CHEESE,,,,,,
2023-11-20,cheese,CHEESE,,,,,,
2023-11-21,cheese,CHEESE,,,,,,
2023-11-22,cheese,CHEESE,,,,,,
2023-11-23,cheese,CHEESE,,,,,,
2023-11-24,cheese,CHEESE,,,,,,
2023-11-25,cheese,CHEESE,,,,,,
2023-11-26,cheese,CHEESE,,,,,,
2023-11-27,cheese,CHEESE,,,,,,
2023-11-28,cheese,CHEESE,,,,,,
2023-11-29,cheese,CHEESE,,,,,,
2023-11-30,cheese,CHEESE,,,,,,
2023-12-01,cheese,CHEESE,,,,,,
2023-12-02,cheese,CHEESE,,,,,,
2023-12-03,cheese,CHEESE,,,,,,
2023-12-04,cheese,CHEESE,,,,,,
2023-12-05,cheese,CHEESE,,,,,,
2023-12-06,cheese,CHEESE,,,,,,
2023-12-07,cheese,CHEESE,,,,,,
2023-12-08,cheese,CHEESE,,,,,,
2023-12-09,cheese,CHEESE,,,,,,
2023-12-10,cheese,CHEESE,,,,,,
2023-12-11,cheese,CHEESE,,,,,,
2023-12-12,cheese,CHEESE,,,,,,
2023-12-13,cheese,CHEESE,,,,,,
2023-12-14,cheese,CHEESE,,,,,,
2023-12-15,cheese,CHEESE,,,,,,
2023-12-16,cheese,CHEESE,,,,,,
2023-12-17,cheese,CHEESE,,,,,,
2023-12-18,cheese,CHEESE,,,,,,
2023-12-19,cheese,CHEESE,,,,,,
2023-12-20,cheese,CHEESE,,,,,,
2023-12-21,cheese,CHEESE,,,,,,
2023-12-22,cheese,CHEESE,,,,,,
2023-12-23,cheese,CHEESE,,,,,,
2023-12-24,cheese,CHEESE,,,,,,
2023-12-25,cheese,CHEESE,,,,,,
2023-12-26,cheese,CHEESE,,,,,,
2023-12-27,cheese,CHEESE,,,,,,
2023-12-28,cheese,CHEESE,,,,,,
2023-12-29,cheese,CHEESE,,,,,,
2023-12-30,cheese,CHEESE,,,,,,
2023-12-31,cheese,CHEESE,,,,,,
2024-01-01,cheese,CHEESE,,,,,,
2024-01-02,cheese,CHEESE,,,,,,
2024-01-03,cheese,CHEESE,,,,,,
2024-01-04,cheese,CHEESE,,,,,,
2024-01-05,cheese,CHEESE,,,,,,
2024-01-06,cheese,CHEESE,,,,,,
2024-01-07,cheese,CHEESE,,,,,,
2024-01-08,cheese,CHEESE,,,,,,
2024-01-09,cheese,CHEESE,,,,,,
2024-01-10,cheese,CHEESE,,,,,,
2024-01-11,cheese,CHEESE,,,,,,
2024-01-12,cheese,CHEESE,,,,,,
2024-01-13,cheese,CHEESE,,,,,,
2024-01-14,cheese,CHEESE,,,,,,
2024-01-15,cheese,CHEESE,,,,,,
2024-01-16,cheese,CHEESE,,,,,,
2024-01-17,cheese,CHEESE,,,,,,
2024-01-18,cheese,CHEESE,,,,,,
2024-01-19,cheese,CHEESE,,,,,,
2024-01-20,cheese,CHEESE,,,,,,
2024-01-21,cheese,CHEESE,,,,,,
2024-01-22,cheese,CHEESE,,,,,,
2024-01-23,cheese,CHEESE,,,,,,
2024-01-24,cheese,CHEESE,,,,,,
2024-01-25,cheese,CHEESE,,,,,,
2024-01-26,cheese,CHEESE,,,,,,
2024-01-27,cheese,CHEESE,,,,,,
2024-01-28,cheese,CHEESE,,,,,,
2024-01-29,cheese,CHEESE,,,,,,
2024-01-30,cheese,CHEESE,,,,,,
2024-01-31,cheese,CHEESE,,,,,,
2024-02-01,cheese,CHEESE,,,,,,
2024-02-02,cheese,CHEESE,,,,,,
2024-02-03,cheese,CHEESE,,,,,,
2024-02-04,cheese,CHEESE,,,,,,
2024-02-05,cheese,CHEESE,,,,,,
2024-02-06,cheese,CHEESE,,,,,,
2024-02-07,cheese,CHEESE,,,,,,
2024-02-08,cheese,CHEESE,,,,,,
2024-02-09,cheese,CHEESE,,,,,,
2024-02-10,cheese,CHEESE,,,,,,
2024-02-11,cheese,CHEESE,,,,,,
2024-02-12,cheese,CHEESE,,,,,,
2024-02-13,cheese,CHEESE,,,,,,
2024-02-14,cheese,CHEESE,,,,,,
2024-02-15,cheese,CHEESE,,,,,,
2024-02-16,cheese,CHEESE,,,,,,
2024-02-17,cheese,CHEESE,,,,,,
2024-02-18,cheese,CHEESE,,,,,,
2024-02-19,cheese,CHEESE,,,,,,
2024-02-20,cheese,CHEESE,,,,,,
2024-02-21,cheese,CHEESE,,,,,,
2024-02-22,cheese,CHEESE,,,,,,
2024-02-23,cheese,CHEESE,,,,,,
2024-02-24,cheese,CHEESE,,,,,,
2024-02-25,cheese,CHEESE,,,,,,
2024-02-26,cheese,CHEESE,,,,,,
2024-02-27,cheese,CHEESE,,,,,,
2024-02-28,cheese,CHEESE,,,,,,
2024-02-29,cheese,CHEESE,,,,,,
2024-03-01,cheese,CHEESE,,,,,,
2024-03-02,cheese,CHEESE,,,,,,
2024-03-03,cheese,CHEESE,,,,,,
2024-03-04,cheese,CHEESE,,,,,,
2024-03-05,cheese,CHEESE,,,,,,
2024-03-06,cheese,CHEESE,,,,,,
2024-03-07,cheese,CHEESE,,,,,,
2024-03-08,cheese,CHEESE,,,,,,
2024-03-09,cheese,CHEESE,,,,,,
2024-03-10,cheese,CHEESE,,,,,,
2024-03-11,cheese,CHEESE,,,,,,
2024-03-12,cheese,CHEESE,,,,,,
2024-03-13,cheese,CHEESE,,,,,,
2024-03-14,cheese,CHEESE,,,,,,
2024-03-15,cheese,CHEESE,,,,,,
2024-03-16,cheese,CHEESE,,,,,,
2024-03-17,cheese,CHEESE,,,,,,
2024-03-18,cheese,CHEESE,,,,,,
2024-03-19,cheese,CHEESE,,,,,,
2024-03-20,cheese,CHEESE,,,,,,
2024-03-21,cheese,CHEESE,,,,,,
2024-03-22,cheese,CHEESE,,,,,,
2024-03-23,cheese,CHEESE,,,,,,
2024-03-24,cheese,CHEESE,,,,,,
2024-03-25,cheese,CHEESE,,,,,,
2024-03-26,cheese,CHEESE,,,,,,
2024-03-27,cheese,CHEESE,,,,,,
2024-03-28,cheese,CHEESE,,,,,,
2024-03-29,cheese,CHEESE,,,,,,
2024-03-30,cheese,CHEESE,,,,,,
2024-03-31,cheese,CHEESE,,,,,,
2024-04-01,cheese,CHEESE,,,,,,
2024-04-02,cheese,CHEESE,,,,,,
2024-04-03,cheese,CHEESE,,,,,,
2024-04-04,cheese,CHEESE,,,,,,
2024-04-05,cheese,CHEESE,,,,,,
2024-04-06,cheese,CHEESE,,,,,,
2024-04-07,cheese,CHEESE,,,,,,
2024-04-08,cheese,CHEESE,,,,,,
2024-04-09,cheese,CHEESE,,,,,,
2024-04-10,cheese,CHEESE,,,,,,
2024-04-11,cheese,CHEESE,,,,,,
2024-04-12,cheese,CHEESE,,,,,,
2024-04-13,cheese,CHEESE,,,,,,
2024-04-14,cheese,CHEESE,,,,,,
2024-04-15,cheese,CHEESE,,,,,,
2024-04-16,cheese,CHEESE,,,,,,
2024-04-17,cheese,CHEESE,,,,,,
2024-04-18,cheese,CHEESE,,,,,,
2024-04-19,cheese,CHEESE,,,,,,
2024-04-20,cheese,CHEESE,,,,,,
2024-04-21,cheese,CHEESE,,,,,,
2024-04-22,cheese,CHEESE,,,,,,
2024-04-23,cheese,CHEESE,,,,,,
2024-04-24,cheese,CHEESE,,,,,,
2024-04-25,cheese,CHEESE,,,,,,
2024-04-26,cheese,CHEESE,,,,,,
2024-04-27,cheese,CHEESE,,,,,,
2024-04-28,cheese,CHEESE,,,,,,
2024-04-29,cheese,CHEESE,,,,,,
2024-04-30,cheese,CHEESE,,,,,,
2024-05-01,cheese,CHEESE,,,,,,
2024-05-02,cheese,CHEESE,,,,,,
2024-05-03,cheese,CHEESE,,,,,,
2024-05-04,cheese,CHEESE,,,,,,
2024-05-05,cheese,CHEESE,,,,,,
2024-05-06,cheese,CHEESE,,,,,,
2024-05-07,cheese,CHEESE,,,,,,
2024-05-08,cheese,CHEESE,,,,,,
2024-05-09,cheese,CHEESE,,,,,,
2024-05-10,cheese,CHEESE,,,,,,
2024-05-11,cheese,CHEESE,,,,,,
2024-05-12,cheese,CHEESE,,,,,,
2024-05-13,cheese,CHEESE,,,,,,
2024-05-14,cheese,CHEESE,,,,,,
2024-05-15,cheese,CHEESE,,,,,,
2024-05-16,cheese,CHEESE,,,,,,
2024-05-17,cheese,CHEESE,,,,,,
2024-05-18,cheese,CHEESE,,,,,,
2024-05-19,cheese,CHEESE,,,,,,
2024-05-20,cheese,CHEESE,,,,,,
2024-05-21,cheese,CHEESE,,,,,,
2024-05-22,cheese,CHEESE,,,,,,
2024-05-23,cheese,CHEESE,,,,,,
2024-05-24,cheese,CHEESE,,,,,,
2024-05-25,cheese,CHEESE,,,,,,
2024-05-26,cheese,CHEESE,,,,,,
2024-05-27,cheese,CHEESE,,,,,,
2024-05-28,cheese,CHEESE,,,,,,
2024-05-29,cheese,CHEESE,,,,,,
2024-05-30,cheese,CHEESE,,,,,,
2024-05-31,cheese,CHEESE,,,,,,
2024-06-01,cheese,CHEESE,,,,,,
2024-06-02,cheese,CHEESE,,,,,,
2024-06-03,cheese,CHEESE,,,,,,
2024-06-04,cheese,CHEESE,,,,,,
2024-06-05,cheese,CHEESE,,,,,,
2024-06-06,cheese,CHEESE,,,,,,
2024-06-07,cheese,CHEESE,,,,,,
2024-06-08,cheese,CHEESE,,,,,,
2024-06-09,cheese,CHEESE,,,,,,
2024-06-10,cheese,CHEESE,,,,,,
2024-06-11,cheese,CHEESE,,,,,,
2024-06-12,cheese,CHEESE,,,,,,
2024-06-13,cheese,CHEESE,,,,,,
2024-06-14,cheese,CHEESE,,,,,,
2024-06-15,cheese,CHEESE,,,,,,
2024-06-16,cheese,CHEESE,,,,,,
2024-06-17,cheese,CHEESE,,,,,,
2024-06-18,cheese,CHEESE,,,,,,
2024-06-19,cheese,CHEESE,,,,,,
2024-06-20,cheese,CHEESE,,,,,,
2024-06-21,cheese,CHEESE,,,,,,
2024-06-22,cheese,CHEESE,,,,,,
2024-06-23,cheese,CHEESE,,,,,,
2024-06-24,cheese,CHEESE,,,,,,
2024-06-25,cheese,CHEESE,,,,,,
2024-06-26,cheese,CHEESE,,,,,,
2024-06-27,cheese,CHEESE,,,,,,
2024-06-28,cheese,CHEESE,,,,,,
2024-06-29,cheese,CHEESE,,,,,,
2024-06-30,cheese,CHEESE,,,,,,
2024-07-01,cheese,CHEESE,,,,,,
2024-07-02,cheese,CHEESE,,,,,,
2024-07-03,cheese,CHEESE,,,,,,
2024-07-04,cheese,CHEESE,,,,,,
2024-07-05,cheese,CHEESE,,,,,,
2024-07-06,cheese,CHEESE,,,,,,
2024-07-07,cheese,CHEESE,,,,,,
2024-07-08,cheese,CHEESE,,,,,,
2024-07-09,cheese,CHEESE,,,,,,
2024-07-10,cheese,CHEESE,,,,,,
2024-07-11,cheese,CHEESE,,,,,,
2024-07-12,cheese,CHEESE,,,,,,
2024-07-13,cheese,CHEESE,,,,,,
2024-07-14,cheese,CHEESE,,,,,,
2024-07-15,cheese,CHEESE,,,,,,
2024-07-16,cheese,CHEESE,,,,,,
2024-07-17,cheese,CHEESE,,,,,,
2024-07-18,cheese,CHEESE,,,,,,
2024-07-19,cheese,CHEESE,,,,,,
2024-07-20,cheese,CHEESE,,,,,,
2024-07-21,cheese,CHEESE,,,,,,
2024-07-22,cheese,CHEESE,,,,,,
2024-07-23,cheese,CHEESE,,,,,,
2024-07-24,cheese,CHEESE,,,,,,
2024-07-25,cheese,CHEESE,,,,,,
2024-07-26,cheese,CHEESE,,,,,,
2024-07-27,cheese,CHEESE,,,,,,
2024-07-28,cheese,CHEESE,,,,,,
2024-07-29,cheese,CHEESE,,,,,,
2024-07-30,cheese,CHEESE,,,,,,
2024-07-31,cheese,CHEESE,,,,,,
2024-08-01,cheese,CHEESE,,,,,,
2024-08-02,cheese,CHEESE,,,,,,
2024-08-03,cheese,CHEESE,,,,,,
2024-08-04,cheese,CHEESE,,,,,,
2024-08-05,cheese,CHEESE,,,,,,
2024-08-06,cheese,CHEESE,,,,,,
2024-08-07,cheese,CHEESE,,,,,,
2024-08-08,cheese,CHEESE,,,,,,
2024-08-09,cheese,CHEESE,,,,,,
2024-08-10,cheese,CHEESE,,,,,,
2024-08-11,cheese,CHEESE,,,,,,
2024-08-12,cheese,CHEESE,,,,,,
2024-08-13,cheese,CHEESE,,,,,,
2024-08-14,cheese,CHEESE,,,,,,
2024-08-15,cheese,CHEESE,,,,,,
2024-08-16,cheese,CHEESE,,,,,,
2024-08-17,cheese,CHEESE,,,,,,
2024-08-18,cheese,CHEESE,,,,,,
2024-08-19,cheese,CHEESE,,,,,,
2024-08-20,cheese,CHEESE,,,,,,
2024-08-21,cheese,CHEESE,,,,,,
2024-08-22,cheese,CHEESE,,,,,,
2024-08-23,cheese,CHEESE,,,,,,
2024-08-24,cheese,CHEESE,,,,,,
2024-08-25,cheese,CHEESE,,,,,,
2024-08-26,cheese,CHEESE,,,,,,
2024-08-27,cheese,CHEESE,,,,,,
2024-08-28,cheese,CHEESE,,,,,,
2024-08-29,cheese,CHEESE,,,,,,
2024-08-30,cheese,CHEESE,,,,,,
2024-08-31,cheese,CHEESE,,,,,,
2024-09-01,cheese,CHEESE,,,,,,
2024-09-02,cheese,CHEESE,,,,,,
2024-09-03,cheese,CHEESE,,,,,,
2024-09-04,cheese,CHEESE,,,,,,
2024-09-05,cheese,CHEESE,,,,,,
2024-09-06,cheese,CHEESE,,,,,,
2024-09-07,cheese,CHEESE,,,,,,
2024-09-08,cheese,CHEESE,,,,,,
2024-09-09,cheese,CHEESE,,,,,,
2024-09-10,cheese,CHEESE,,,,,,
2024-09-11,cheese,CHEESE,,,,,,
2024-09-12,cheese,CHEESE,,,,,,
2024-09-13,cheese,CHEESE,,,,,,
2024-09-14,cheese,CHEESE,,,,,,
2024-09-15,cheese,CHEESE,,,,,,
2024-09-16,cheese,CHEESE,,,,,,
2024-09-17,cheese,CHEESE,,,,,,
2024-09-18,cheese,CHEESE,,,,,,
2024-09-19,cheese,CHEESE,,,,,,
2024-09-20,cheese,CHEESE,,,,,,
2024-09-21,cheese,CHEESE,,,,,,
2024-09-22,cheese,CHEESE,,,,,,
2024-09-23,cheese,CHEESE,,,,,,
2024-09-24,cheese,CHEESE,,,,,,
2024-09-25,cheese,CHEESE,,,,,,
2024-09-26,cheese,CHEESE,,,,,,
2024-09-27,cheese,CHEESE,,,,,,
2024-09-28,cheese,CHEESE,,,,,,
2024-09-29,cheese,CHEESE,,,,,,
2024-09-30,cheese,CHEESE,,,,,,
2024-10-01,cheese,CHEESE,,,,,,
2024-10-02,cheese,CHEESE,,,,,,
2024-10-03,cheese,CHEESE,,,,,,
2024-10-04,cheese,CHEESE,,,,,,
2024-10-05,cheese,CHEESE,,,,,,
2024-10-06,cheese,CHEESE,,,,,,
2024-10-07,cheese,CHEESE,,,,,,
2024-10-08,cheese,CHEESE,,,,,,
2024-10-09,cheese,CHEESE,,,,,,
2024-10-10,cheese,CHEESE,,,,,,
2024-10-11,cheese,CHEESE,,,,,,
2024-10-12,cheese,CHEESE,,,,,,
2024-10-13,cheese,CHEESE,,,,,,
2024-10-14,cheese,CHEESE,,,,,,
2024-10-15,cheese,CHEESE,,,,,,
2024-10-16,cheese,CHEESE,,,,,,
2024-10-17,cheese,CHEESE,,,,,,
2024-10-18,cheese,CHEESE,,,,,,
2024-10-19,cheese,CHEESE,,,,,,
2024-10-20,cheese,CHEESE,,,,,,
2024-10-21,cheese,CHEESE,,,,,,
2024-10-22,cheese,CHEESE,,,,,,
2024-10-23,cheese,CHEESE,,,,,,
2024-10-24,cheese,CHEESE,,,,,,
2024-10-25,cheese,CHEESE,,,,,,
2024-10-26,cheese,CHEESE,,,,,,
2024-10-27,cheese,CHEESE,,,,,,
2024-10-28,cheese,CHEESE,,,,,,
2024-10-29,cheese,CHEESE,,,,,,
2024-10-30,cheese,CHEESE,,,,,,
2024-10-31,cheese,CHEESE,,,,,,
2024-11-01,cheese,CHEESE,,,,,,
2024-11-02,cheese,CHEESE,,,,,,
2024-11-03,cheese,CHEESE,,,,,,
2024-11-04,cheese,CHEESE,,,,,,
2024-11-05,cheese,CHEESE,,,,,,
2024-11-06,cheese,CHEESE,,,,,,
2024-11-07,cheese,CHEESE,,,,,,
2024-11-08,cheese,CHEESE,,,,,,
2024-11-09,cheese,CHEESE,,,,,,
2024-11-10,cheese,CHEESE,,,,,,
2024-11-11,cheese,CHEESE,,,,,,
2024-11-12,cheese,CHEESE,,,,,,
2024-11-13,cheese,CHEESE,,,,,,
2024-11-14,cheese,CHEESE,,,,,,
2024-11-15,cheese,CHEESE,,,,,,
2024-11-16,cheese,CHEESE,,,,,,
2024-11-17,cheese,CHEESE,,,,,,
2024-11-18,cheese,CHEESE,,,,,,
2024-11-19,cheese,CHEESE,,,,,,
2024-11-20,cheese,CHEESE,,,,,,
2024-11-21,cheese,CHEESE,,,,,,
2024-11-22,cheese,CHEESE,,,,,,
2024-11-23,cheese,CHEESE,,,,,,
2024-11-24,cheese,CHEESE,,,,,,
2024-11-25,cheese,CHEESE,,,,,,
2024-11-26,cheese,CHEESE,,,,,,
2024-11-27,cheese,CHEESE,,,,,,
2024-11-28,cheese,CHEESE,,,,,,
2024-11-29,cheese,CHEESE,,,,,,
2024-11-30,cheese,CHEESE,,,,,,
2024-12-01,cheese,CHEESE,,,,,,
2024-12-02,cheese,CHEESE,,,,,,
2024-12-03,cheese,CHEESE,,,,,,
2024-12-04,cheese,CHEESE,,,,,,
2024-12-05,cheese,CHEESE,,,,,,
2024-12-06,cheese,CHEESE,,,,,,
2024-12-07,cheese,CHEESE,,,,,,
2024-12-08,cheese,CHEESE,,,,,,
2024-12-09,cheese,CHEESE,,,,,,
2024-12-10,cheese,CHEESE,,,,,,
2024-12-11,cheese,CHEESE,,,,,,
2024-12-12,cheese,CHEESE,,,,,,
2024-12-13,cheese,CHEESE,,,,,,
2024-12-14,cheese,CHEESE,,,,,,
2024-12-15,cheese,CHEESE,,,,,,
2024-12-16,cheese,CHEESE,,,,,,
2024-12-17,cheese,CHEESE,,,,,,
2024-12-18,cheese,CHEESE,,,,,,
2024-12-19,cheese,CHEESE,,,,,,
2024-12-20,cheese,CHEESE,,,,,,
2024-12-21,cheese,CHEESE,,,,,,
2024-12-22,cheese,CHEESE,,,,,,
2024-12-23,cheese,CHEESE,,,,,,
2024-12-24,cheese,CHEESE,,,,,,
2024-12-25,cheese,CHEESE,,,,,,
2024-12-26,cheese,CHEESE,,,,,,
2024-12-27,cheese,CHEESE,,,,,,
2024-12-28,cheese,CHEESE,,,,,,
2024-12-29,cheese,CHEESE,,,,,,
2024-12-30,cheese,CHEESE,,,,,,
2024-12-31,cheese,CHEESE,,,,,,
2025-01-01,cheese,CHEESE,,,,,,
2025-01-02,cheese,CHEESE,,,,,,
2025-01-03,cheese,CHEESE,,,,,,
2025-01-04,cheese,CHEESE,,,,,,
2025-01-05,cheese,CHEESE,,,,,,
2025-01-06,cheese,CHEESE,,,,,,
2025-01-07,cheese,CHEESE,,,,,,
2025-01-08,cheese,CHEESE,,,,,,
2025-01-09,cheese,CHEESE,,,,,,
2025-01-10,cheese,CHEESE,,,,,,
2025-01-11,cheese,CHEESE,,,,,,
2025-01-12,cheese,CHEESE,,,,,,
2025-01-13,cheese,CHEESE,,,,,,
2025-01-14,cheese,CHEESE,,,,,,
2025-01-15,cheese,CHEESE,,,,,,
2025-01-16,cheese,CHEESE,,,,,,
2025-01-17,cheese,CHEESE,,,,,,
2025-01-18,cheese,CHEESE,,,,,,
2025-01-19,cheese,CHEESE,,,,,,
2025-01-20,cheese,CHEESE,,,,,,
2025-01-21,cheese,CHEESE,,,,,,
2025-01-22,cheese,CHEESE,,,,,,
2025-01-23,cheese,CHEESE,,,,,,
2025-01-24,cheese,CHEESE,,,,,,
2025-01-25,cheese,CHEESE,,,,,,
2025-01-26,cheese,CHEESE,,,,,,
2025-01-27,cheese,CHEESE,,,,,,
2025-01-28,cheese,CHEESE,,,,,,
2025-01-29,cheese,CHEESE,,,,,,
2025-01-30,cheese,CHEESE,,,,,,
2025-01-31,cheese,CHEESE,,,,,,
2025-02-01,cheese,CHEESE,,,,,,
2025-02-02,cheese,CHEESE,,,,,,
2025-02-03,cheese,CHEESE,,,,,,
2025-02-04,cheese,CHEESE,,,,,,
2025-02-05,cheese,CHEESE,,,,,,
2025-02-06,cheese,CHEESE,,,,,,
2025-02-07,cheese,CHEESE,,,,,,
2025-02-08,cheese,CHEESE,,,,,,
2025-02-09,cheese,CHEESE,,,,,,
2025-02-10,cheese,CHEESE,,,,,,
2025-02-11,cheese,CHEESE,,,,,,
2025-02-12,cheese,CHEESE,,,,,,
2025-02-13,cheese,CHEESE,,,,,,
2025-02-14,cheese,CHEESE,,,,,,
2025-02-15,cheese,CHEESE,,,,,,
2025-02-16,cheese,CHEESE,,,,,,
2025-02-17,cheese,CHEESE,,,,,,
2025-02-18,cheese,CHEESE,,,,,,
2025-02-19,cheese,CHEESE,,,,,,
2025-02-20,cheese,CHEESE,,,,,,
2025-02-21,cheese,CHEESE,,,,,,
2025-02-22,cheese,CHEESE,,,,,,
2025-02-23,cheese,CHEESE,,,,,,
2025-02-24,cheese,CHEESE,,,,,,
2025-02-25,cheese,CHEESE,,,,,,
2025-02-26,cheese,CHEESE,,,,,,
2025-02-27,cheese,CHEESE,,,,,,
2025-02-28,cheese,CHEESE,,,,,,
2025-03-01,cheese,CHEESE,,,,,,
2025-03-02,cheese,CHEESE,,,,,,
2025-03-03,cheese,CHEESE,,,,,,
2025-03-04,cheese,CHEESE,,,,,,
2025-03-05,cheese,CHEESE,,,,,,
2025-03-06,cheese,CHEESE,,,,,,
2025-03-07,cheese,CHEESE,,,,,,
2025-03-08,cheese,CHEESE,,,,,,
2025-03-09,cheese,CHEESE,,,,,,
2025-03-10,cheese,CHEESE,,,,,,
2025-03-11,cheese,CHEESE,,,,,,
2025-03-12,cheese,CHEESE,,,,,,
2025-03-13,cheese,CHEESE,,,,,,
2025-03-14,cheese,CHEESE,,,,,,
2025-03-15,cheese,CHEESE,,,,,,
2025-03-16,cheese,CHEESE,,,,,,
2025-03-17,cheese,CHEESE,,,,,,
2025-03-18,cheese,CHEESE,,,,,,
2025-03-19,cheese,CHEESE,,,,,,
2025-03-20,cheese,CHEESE,,,,,,
2025-03-21,cheese,CHEESE,,,,,,
2025-03-22,cheese,CHEESE,,,,,,
2025-03-23,cheese,CHEESE,,,,,,
2025-03-24,cheese,CHEESE,,,,,,
2025-03-25,cheese,CHEESE,,,,,,
2025-03-26,cheese,CHEESE,,,,,,
2025-03-27,cheese,CHEESE,,,,,,
2025-03-28,cheese,CHEESE,,,,,,
2025-03-29,cheese,CHEESE,,,,,,
2025-03-30,cheese,CHEESE,,,,,,
2025-03-31,cheese,CHEESE,,,,,,
2025-04-01,cheese,CHEESE,,,,,,
2025-04-02,cheese,CHEESE,,,,,,
2025-04-03,cheese,CHEESE,,,,,,
2025-04-04,cheese,CHEESE,,,,,,
2025-04-05,cheese,CHEESE,,,,,,
2025-04-06,cheese,CHEESE,,,,,,
2025-04-07,cheese,CHEESE,,,,,,
2025-04-08,cheese,CHEESE,,,,,,
2025-04-09,cheese,CHEESE,,,,,,
2025-04-10,cheese,CHEESE,,,,,,
2025-04-11,cheese,CHEESE,,,,,,
2025-04-12,cheese,CHEESE,,,,,,
2025-04-13,cheese,CHEESE,,,,,,
2025-04-14,cheese,CHEESE,,,,,,
2025-04-15,cheese,CHEESE,,,,,,
2025-04-16,cheese,CHEESE,,,,,,
2025-04-17,cheese,CHEESE,,,,,,
2025-04-18,cheese,CHEESE,,,,,,
2025-04-19,cheese,CHEESE,,,,,,
2025-04-20,cheese,CHEESE,,,,,,
2025-04-21,cheese,CHEESE,,,,,,
2025-04-22,cheese,CHEESE,,,,,,
2025-04-23,cheese,CHEESE,,,,,,
2025-04-24,cheese,CHEESE,,,,,,
2025-04-25,cheese,CHEESE,,,,,,
2025-04-26,cheese,CHEESE,,,,,,
