retailer,item_key,product,brand_norm,canonical_name,n_strict_keys,fat_pct,pack_std,pack_std_unit,first_title,first_name,n_rows,date_min,date_max
Novus,cheese|біло|безлактозний,cheese,біло,безлактозний,2,5.0,0.265,kg,Сир кисломолочний Біло безлактозний 5% 180г,Сир кисломолочний безлактозний,2,2025-11-04,2026-01-08
Novus,cheese|біло|крем filladel original,cheese,біло,крем filladel original,1,60.0,0.18,kg,Крем-сир Біло Filladel Original 60% 180г,Крем-сир Filladel Original,1,2025-11-20,2025-11-20
Novus,cheese|біло|крем filladel зеленню та прянощами,cheese,біло,крем filladel зеленню та прянощами,1,60.0,0.18,kg,Крем-сир Біло Filladel з зеленню та прянощами 60% 180г,Крем-сир Filladel з зеленню та прянощами,1,2025-11-04,2025-11-04
Novus,cheese|біло|крем original,cheese,біло,крем original,1,55.0,0.16,kg,Крем-сир Біло Original 55% 160г,Крем-сир Original,1,2026-01-08,2026-01-08
Novus,cheese|біло|крем із зеленню та прянощами,cheese,біло,крем із зеленню та прянощами,1,55.0,0.16,kg,Крем-сир Біло із зеленню та прянощами 55% 160г,Крем-сир із зеленню та прянощами,1,2025-11-04,2025-11-04
Novus,cheese|біо|коза бринза,cheese,біо,коза бринза,1,45.0,,,Сир Біо Коза Бринза 45%,Сир Коза Бринза,1,2025-11-04,2025-11-04
Novus,cheese|весела|крем корівка,cheese,весела,крем корівка,1,68.0,0.15,kg,Крем-сир Весела Корівка 68% 150г,Крем-сир Корівка,1,2025-11-04,2025-11-04
Novus,cheese|весела|плавлений корівка хлібними паличками,cheese,весела,плавлений корівка хлібними паличками,1,45.0,0.035,kg,Сир плавлений Весела Корівка з хлібними паличками 45% 35г,Сир плавлений Корівка з хлібними паличками,1,2025-11-04,2025-11-04
Novus,cheese|волошкове поле|cheese,cheese,волошкове поле,cheese,2,7.0,0.33,kg,Сир кисломолочний Волошкове Поле 9% 330г,Сир кисломолочний,2,2025-11-04,2025-11-04
Novus,cheese|волошкове поле|адигейський який,cheese,волошкове поле,адигейський який,1,40.0,0.275,kg,Сир Волошкове Поле Адигейський м'який 40% 275г,Сир Адигейський м'який,1,2025-12-26,2025-12-26
Novus,cheese|волошкове поле|безлактозний,cheese,волошкове поле,безлактозний,1,5.0,0.33,kg,Сир кисломолочний Волошкове Поле безлактозний 5% 330г,Сир кисломолочний безлактозний,1,2025-11-04,2025-11-04
Novus,cheese|волошкове поле|напій із сироватки манго,cheese,волошкове поле,напій із сироватки манго,1,0.05,0.4,kg,"Напій із сироватки Волошкове Поле манго 0,05% 400г",Напій із сироватки манго,1,2025-11-04,2025-11-04
Novus,cheese|волошкове поле|який дніпровський,cheese,волошкове поле,який дніпровський,1,40.0,0.4,kg,Сир м'який Волошкове Поле Дніпровський 40% 400г,Сир м'який Дніпровський,1,2025-11-04,2025-11-04
Novus,cheese|гайсин|моцарелла сичужний,cheese,гайсин,моцарелла сичужний,1,45.0,,,Сир Гайсин Моцарелла сичужний 45%,Сир Моцарелла сичужний,1,2025-11-17,2025-11-17
Novus,cheese|галичина|безлактозний,cheese,галичина,безлактозний,1,5.0,0.3,kg,Сир кисломолочний Галичина безлактозний 5% 300г,Сир кисломолочний безлактозний,1,2025-11-04,2025-11-04
Novus,cheese|галичина|карпатський,cheese,галичина,карпатський,1,5.0,0.3,kg,Сир кисломолочний Галичина Карпатський 5% 300г,Сир кисломолочний Карпатський,1,2025-11-04,2025-11-04
Novus,cheese|гауда|cheese,cheese,гауда,cheese,1,48.0,,,Сир Гауда 48%,Сир,1,2026-01-08,2026-01-08
Novus,cheese|горіховий|а2 волоським горіхом,cheese,горіховий,а2 волоським горіхом,1,50.0,,,Сир А2 Горіховий з волоським горіхом 50%,Сир А2 з волоським горіхом,1,2025-11-04,2025-11-04
Novus,cheese|дживальдіс|моцарела який,cheese,дживальдіс,моцарела який,1,45.0,0.18,kg,Сир Дживальдіс Моцарела м'який 45% 180г,Сир Моцарела м'який,1,2025-12-26,2025-12-26
Novus,cheese|дживальдіс|сулугуні який,cheese,дживальдіс,сулугуні який,1,45.0,0.18,kg,Сир Дживальдіс Сулугуні м'який 45% 180г,Сир Сулугуні м'який,1,2025-12-26,2025-12-26
Novus,cheese|доообра|ферма легенда місяців витримки,cheese,доообра,ферма легенда місяців витримки,1,50.0,,,Сир Доообра Ферма Легенда 12 місяців витримки 50%,Сир Ферма Легенда 12 місяців витримки,1,2025-11-04,2025-11-04
Novus,cheese|желе|фанні вишня із сироватки соком нежирне,cheese,желе,фанні вишня із сироватки соком нежирне,1,,0.13,kg,Желе Фанні Вишня із сироватки з соком нежирне 130г,Фанні Вишня із сироватки з соком нежирне,1,2025-11-04,2025-11-04
Novus,cheese|желе|фанні малина із сироватки соком нежирне,cheese,желе,фанні малина із сироватки соком нежирне,1,,0.13,kg,Желе Фанні Малина із сироватки з соком нежирне 130г,Фанні Малина із сироватки з соком нежирне,1,2025-11-04,2025-11-04
Novus,cheese|желе|фанні мультифрукт із сироватки соком нежирний,cheese,желе,фанні мультифрукт із сироватки соком нежирний,1,,0.13,kg,Желе Фанні Мультифрукт із сироватки з соком нежирний 130г,Фанні Мультифрукт із сироватки з соком нежирний,1,2025-11-04,2025-11-04
Novus,cheese|зат|голландський твердий,cheese,зат,голландський твердий,1,45.0,,,Сир ЗАТ Молоко Голландський твердий 45%,Сир Молоко Голландський твердий,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|cheese,cheese,звени гора,cheese,1,9.5,0.4,kg,"Сир кисломолочний Звени Гора Домашній 9,5% 400г",Сир кисломолочний Домашній,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|голандський твердий,cheese,звени гора,голандський твердий,1,45.0,0.285,kg,Сир Звени Гора Голандський твердий 45% 285г,Сир Голандський твердий,1,2025-12-06,2025-12-06
Novus,cheese|звени гора|голландський,cheese,звени гора,голландський,1,45.0,,,Сир Звени Гора Голландський 45%,Сир Голландський,1,2025-11-28,2025-11-28
Novus,cheese|звени гора|голландський брусковий,cheese,звени гора,голландський брусковий,1,45.0,0.15,kg,Сир Звени Гора Голландський брусковий 45% 150г,Сир Голландський брусковий,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|добродар твердий,cheese,звени гора,добродар твердий,2,50.0,0.135,,Сир Звени Гора Добродар твердий 50%,Сир Добродар твердий,2,2025-11-04,2026-01-08
Novus,cheese|звени гора|звенигородский,cheese,звени гора,звенигородский,1,50.0,,,Сир Звени Гора Звенигородский Екстра 50%,Сир Звенигородский Екстра,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|звенигородський класичний твердий брусок,cheese,звени гора,звенигородський класичний твердий брусок,1,48.0,0.15,kg,Сир Звени Гора Звенигородський класичний твердий 48% 150г брусок,Сир Звенигородський класичний твердий брусок,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|звенигородський нарізаний,cheese,звени гора,звенигородський нарізаний,1,50.0,0.15,kg,Сир Звени Гора Звенигородський Екстра нарізаний 50% 150г,Сир Звенигородський Екстра нарізаний,1,2026-01-08,2026-01-08
Novus,cheese|звени гора|звенигородський твердий,cheese,звени гора,звенигородський твердий,1,50.0,0.285,kg,Сир Звени Гора Звенигородський Екстра твердий 50% 285г,Сир Звенигородський Екстра твердий,1,2025-12-02,2025-12-02
Novus,cheese|звени гора|курагою,cheese,звени гора,курагою,1,9.5,0.2,kg,Сир кисломолочний Звени Гора з курагою 9.5% 200г,Сир кисломолочний з курагою,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|оригінальний плавлений,cheese,звени гора,оригінальний плавлений,1,64.0,0.09,kg,Сир Звени Гора Оригінальний плавлений пастоподібний 64% 90г,Сир Оригінальний плавлений пастоподібний,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|плавлений асорті порційний,cheese,звени гора,плавлений асорті порційний,1,,0.14,kg,Сир плавлений Звени Гора Асорті порційний 140г,Сир плавлений Асорті порційний,1,2026-01-08,2026-01-08
Novus,cheese|звени гора|плавлений дружба,cheese,звени гора,плавлений дружба,1,36.0,0.07,kg,Сир плавлений Звени Гора Дружба 36% 70г,Сир плавлений Дружба,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|плавлений зі смаком бекону,cheese,звени гора,плавлений зі смаком бекону,1,64.0,0.09,kg,Сир плавлений Звени Гора пастоподібний зі смаком бекону 64% 90г,Сир плавлений пастоподібний зі смаком бекону,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|плавлений зі смаком грибів,cheese,звени гора,плавлений зі смаком грибів,3,43.0,0.09,kg,Сир плавлений Звени Гора зі смаком грибів 50% 90г,Сир плавлений зі смаком грибів,3,2025-11-04,2025-11-04
Novus,cheese|звени гора|плавлений кріп та часник,cheese,звени гора,плавлений кріп та часник,1,36.0,0.07,kg,Сир плавлений Звени Гора Кріп та часник 36% 70г,Сир плавлений Кріп та часник,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|плавлений оригінальний,cheese,звени гора,плавлений оригінальний,2,36.0,0.1225,kg,Сир Звени Гора плавлений пастоподібний оригінальний 175г,Сир плавлений пастоподібний оригінальний,2,2025-11-04,2026-01-08
Novus,cheese|звени гора|плавлений оригінальний порційний,cheese,звени гора,плавлений оригінальний порційний,1,50.0,0.14,kg,Сир плавлений Звени Гора Оригінальний порційний 50% 140г,Сир плавлений Оригінальний порційний,1,2025-12-26,2025-12-26
Novus,cheese|звени гора|родзинками,cheese,звени гора,родзинками,1,9.5,0.2,kg,Сир кисломолочний Звени Гора з родзинками 9.5% 200г,Сир кисломолочний з родзинками,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|розсипчастий,cheese,звени гора,розсипчастий,1,5.0,0.33,kg,Сир кисломолочний Звени Гора розсипчастий 5% 330г,Сир кисломолочний розсипчастий,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|традиційний,cheese,звени гора,традиційний,1,9.5,0.23,kg,"Сир кисломолочний Звени Гора Традиційний 9,5% 230г",Сир кисломолочний Традиційний,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|традиційний нежирний,cheese,звени гора,традиційний нежирний,1,0.0,0.23,kg,Сир кисломолочний Звени Гора Традиційний нежирний 0% 230г,Сир кисломолочний Традиційний нежирний,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|український традиційний,cheese,звени гора,український традиційний,1,50.0,,,Сир Звени Гора Український Традиційний 50%,Сир Український Традиційний,1,2025-11-04,2025-11-04
Novus,cheese|звени гора|фігура,cheese,звени гора,фігура,2,15.25,0.20500000000000002,kg,Сир Звени Гора Фігура 27% 180г,Сир Фігура,2,2025-11-04,2025-11-26
Novus,cheese|звени гора|фігура слайс,cheese,звени гора,фігура слайс,1,27.0,0.13,kg,Сир Звени Гора Фігура 27% слайс 130г,Сир Фігура слайс,1,2025-11-04,2025-11-04
Novus,cheese|звенигора|плавлений зі смаком бекону,cheese,звенигора,плавлений зі смаком бекону,1,36.0,0.07,kg,Сир плавлений Звенигора зі смаком бекону 36% 70г,Сир плавлений зі смаком бекону,1,2025-11-04,2025-11-04
Novus,cheese|звенигора|плавлений український,cheese,звенигора,плавлений український,1,45.0,0.07,kg,Сир плавлений Звенигора Український 45% 70г,Сир плавлений Український,1,2025-11-04,2025-11-04
Novus,cheese|звенигора|український традиційний нарізаний,cheese,звенигора,український традиційний нарізаний,1,,0.15,kg,Сир ЗвениГора Український традиційний нарізаний 150г,Сир Український традиційний нарізаний,1,2025-12-01,2025-12-01
Novus,cheese|звені|гора голландський,cheese,звені,гора голландський,1,,0.15,kg,Сир Звені Гора Голландський 150г,Сир Гора Голландський,1,2026-01-08,2026-01-08
Novus,cheese|злагода|сирки глазуровані сирні батончики ароматом карамелі та пломбіру,cheese,злагода,сирки глазуровані сирні батончики ароматом карамелі та пломбіру,1,23.0,0.12,kg,Сирки глазуровані Злагода Сирні батончики з ароматом карамелі та пломбіру 23% 120г,Сирки глазуровані Сирні батончики з ароматом карамелі та пломбіру,1,2026-01-08,2026-01-08
Novus,cheese|клуб|сиру айвенго,cheese,клуб,сиру айвенго,1,45.0,0.16,kg,Сир Клуб Сиру Айвенго 45% 160г,Сир Сиру Айвенго,1,2025-11-04,2025-11-04
Novus,cheese|клуб|сиру голландський,cheese,клуб,сиру голландський,1,45.0,0.16,kg,Сир Клуб Сиру Голландський 45% 160г,Сир Сиру Голландський,1,2025-11-04,2025-11-04
Novus,cheese|клуб|сиру грюн вальд твердий пажитником,cheese,клуб,сиру грюн вальд твердий пажитником,1,50.0,,,Сир Клуб Сиру Грюн Вальд твердий з пажитником 50%,Сир Сиру Грюн Вальд твердий з пажитником,1,2025-12-26,2025-12-26
Novus,cheese|клуб|сиру нуар твердий,cheese,клуб,сиру нуар твердий,1,45.0,,,Сир Клуб Сиру Нуар твердий 45%,Сир Сиру Нуар твердий,1,2025-11-04,2025-11-04
Novus,cheese|козуб|продукт сулугуні копчений косичка,cheese,козуб,продукт сулугуні копчений косичка,1,30.0,,,Сир Козуб Продукт Сулугуні копчений косичка 30%,Сир Продукт Сулугуні копчений косичка,1,2025-11-04,2025-11-04
Novus,cheese|комо|golder твердий,cheese,комо,golder твердий,1,45.0,0.15,kg,Сир Комо Golder твердий 45% 150г,Сир Golder твердий,1,2025-11-04,2025-11-04
Novus,cheese|комо|insalata безлактозний,cheese,комо,insalata безлактозний,1,50.0,0.17,kg,Сир Комо InSalata безлактозний 50% 170г,Сир InSalata безлактозний,1,2025-11-04,2025-11-04
Novus,cheese|комо|insalata який,cheese,комо,insalata який,1,50.0,0.2,kg,Сир Комо InSalata м'який 50% 200г,Сир InSalata м'який,1,2026-01-07,2026-01-07
Novus,cheese|комо|kids для дітей від років,cheese,комо,kids для дітей від років,2,50.0,0.135,,Сир Комо Kids для дітей від 3 років 50%,Сир Kids для дітей від 3 років,2,2025-11-13,2026-01-08
Novus,cheese|комо|бринза ніжна,cheese,комо,бринза ніжна,1,60.0,0.17,kg,Сир Комо Бринза Ніжна 60% 170г,Сир Бринза Ніжна,1,2025-11-04,2025-11-04
Novus,cheese|комо|голдер,cheese,комо,голдер,1,45.0,,,Сир Комо Голдер 45%,Сир Голдер,1,2025-11-04,2025-11-04
Novus,cheese|комо|голдер без лактози місяців,cheese,комо,голдер без лактози місяців,1,45.0,0.135,kg,Сир Комо Голдер без лактози 12 місяців 45% 135г,Сир Голдер без лактози 12 місяців,1,2025-11-04,2025-11-04
Novus,cheese|комо|голландія,cheese,комо,голландія,1,45.0,,,Сир Комо Голландія 45%,Сир Голландія,1,2026-01-07,2026-01-07
Novus,cheese|комо|голландія брусок,cheese,комо,голландія брусок,1,45.0,0.185,kg,Сир Комо Голландія брусок 45% 185г,Сир Голландія брусок,1,2026-01-08,2026-01-08
Novus,cheese|комо|голландія твердий нарізаний скибочками,cheese,комо,голландія твердий нарізаний скибочками,1,45.0,0.15,kg,Сир Комо Голландія твердий нарізаний скибочками 45% 150г,Сир Голландія твердий нарізаний скибочками,1,2026-01-08,2026-01-08
Novus,cheese|комо|горіховий,cheese,комо,горіховий,1,50.0,,,Сир Комо Горіховий 50%,Сир Горіховий,1,2026-01-08,2026-01-08
Novus,cheese|комо|горіховий волоським горіхом твердий,cheese,комо,горіховий волоським горіхом твердий,1,50.0,0.185,kg,Сир Комо Горіховий з волоським горіхом твердий 50% 185г,Сир Горіховий з волоським горіхом твердий,1,2026-01-08,2026-01-08
Novus,cheese|комо|до кави твердий нарізка,cheese,комо,до кави твердий нарізка,1,50.0,0.135,kg,Сир Комо До кави твердий нарізка 50% 135г,Сир До кави твердий нарізка,1,2025-11-04,2025-11-04
Novus,cheese|комо|кантрі зі смаком пряженого молока,cheese,комо,кантрі зі смаком пряженого молока,1,50.0,,,Сир Комо Кантрі зі смаком пряженого молока 50%,Сир Кантрі зі смаком пряженого молока,1,2025-11-04,2025-11-04
Novus,cheese|комо|кантрі напівтвердий ароматом топленого молока,cheese,комо,кантрі напівтвердий ароматом топленого молока,1,50.0,0.15,kg,Сир Комо Кантрі напівтвердий з ароматом топленого молока 50% 150г,Сир Кантрі напівтвердий з ароматом топленого молока,1,2025-11-04,2025-11-04
Novus,cheese|комо|кантрі напівтвердий нарізаний,cheese,комо,кантрі напівтвердий нарізаний,1,50.0,0.15,kg,Сир Комо Кантрі напівтвердий нарізаний 50% 150г,Сир Кантрі напівтвердий нарізаний,1,2025-12-11,2025-12-11
Novus,cheese|комо|плавлений burger cheese зеленню скибочки нарізані,cheese,комо,плавлений burger cheese зеленню скибочки нарізані,1,,0.135,kg,Сир плавлений Комо Burger Cheese з зеленню скибочки нарізані 135г,Сир плавлений Burger Cheese з зеленню скибочки нарізані,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений burger cheese класичний скибочки нарізані,cheese,комо,плавлений burger cheese класичний скибочки нарізані,1,45.0,0.135,kg,Сир плавлений Комо Burger Cheese Класичний скибочки нарізані 45% 135г,Сир плавлений Burger Cheese Класичний скибочки нарізані,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений squeeze cheese креветкою тюбик,cheese,комо,плавлений squeeze cheese креветкою тюбик,1,50.0,0.15,kg,Сир плавлений Комо Squeeze Cheese з креветкою 50% тюбик 150г,Сир плавлений Squeeze Cheese з креветкою тюбик,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений голландський,cheese,комо,плавлений голландський,1,35.0,0.075,kg,Сир плавлений Комо Голландський 35% 75г,Сир плавлений Голландський,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений грибами,cheese,комо,плавлений грибами,1,35.0,0.075,kg,Сир плавлений Комо з грибами 35% 75г,Сир плавлений з грибами,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений дружба,cheese,комо,плавлений дружба,1,35.0,0.075,kg,Сир плавлений Комо Дружба 35% 75г,Сир плавлений Дружба,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений оріджинал тюбик,cheese,комо,плавлений оріджинал тюбик,1,50.0,0.15,kg,Сир плавлений Комо Оріджинал 50% 150г тюбик,Сир плавлений Оріджинал тюбик,1,2025-11-22,2025-11-22
Novus,cheese|комо|плавлений паприкаш,cheese,комо,плавлений паприкаш,1,35.0,0.075,kg,Сир плавлений Комо Паприкаш 35% 75г,Сир плавлений Паприкаш,1,2025-11-04,2025-11-04
Novus,cheese|комо|плавлений із зеленню та часником,cheese,комо,плавлений із зеленню та часником,1,35.0,0.075,kg,Сир плавлений Комо із зеленню та часником 35% 75г,Сир плавлений із зеленню та часником,1,2025-11-04,2025-11-04
Novus,cheese|комо|спорт протеїну твердий нарізка,cheese,комо,спорт протеїну твердий нарізка,1,30.0,0.135,kg,Сир Комо Спорт 30% протеїну твердий нарізка 135г,Сир Спорт протеїну твердий нарізка,1,2025-11-04,2025-11-04
Novus,cheese|комо|старий голландець,cheese,комо,старий голландець,1,45.0,,,Сир Комо Старий Голландець 45%,Сир Старий Голландець,1,2025-11-04,2025-11-04
Novus,cheese|комо|старий голландець твердий нарізаний,cheese,комо,старий голландець твердий нарізаний,1,45.0,0.15,kg,Сир Комо Старий Голландець твердий нарізаний 45% 150г,Сир Старий Голландець твердий нарізаний,1,2026-01-08,2026-01-08
Novus,cheese|комо|тенеро базилік нарізаний,cheese,комо,тенеро базилік нарізаний,1,50.0,0.135,kg,Сир Комо Тенеро Базилік нарізаний 50% 135г,Сир Тенеро Базилік нарізаний,1,2025-11-04,2025-11-04
Novus,cheese|комо|тенеро без лактози нарізаний,cheese,комо,тенеро без лактози нарізаний,1,50.0,0.15,kg,Сир Комо Тенеро без лактози нарізаний 50% 150г,Сир Тенеро без лактози нарізаний,1,2025-11-04,2025-11-04
Novus,cheese|комо|тенеро мілк нарізаний,cheese,комо,тенеро мілк нарізаний,1,50.0,0.15,kg,Сир Комо Тенеро Мілк нарізаний 50% 150г,Сир Тенеро Мілк нарізаний,1,2026-01-08,2026-01-08
Novus,cheese|комо|тенеро напівтвердий,cheese,комо,тенеро напівтвердий,2,50.0,0.185,kg,Сир Комо Тенеро напівтвердий 50% 185г,Сир Тенеро напівтвердий,2,2026-01-06,2026-01-08
Novus,cheese|комо|тенеро томат слайс,cheese,комо,тенеро томат слайс,1,,0.135,kg,Сир Комо Тенеро Томат слайс 135г,Сир Тенеро Томат слайс,1,2025-11-04,2025-11-04
Novus,cheese|комо|традиційний,cheese,комо,традиційний,2,50.0,0.15,kg,Сир Комо Традиційний 50% 150г,Сир Традиційний,2,2025-11-04,2026-01-08
Novus,cheese|комо|традиційний твердий брусок,cheese,комо,традиційний твердий брусок,1,50.0,0.185,kg,Сир Комо Традиційний твердий брусок 50% 185г,Сир Традиційний твердий брусок,1,2026-01-08,2026-01-08
Novus,cheese|комо|фісташковий нарізаний,cheese,комо,фісташковий нарізаний,1,50.0,0.16,kg,Сир Комо Фісташковий нарізаний 50% 160г,Сир Фісташковий нарізаний,1,2025-11-04,2025-11-04
Novus,cheese|комо|хаварті,cheese,комо,хаварті,1,55.0,0.135,kg,Сир Комо Хаварті 55% 135г,Сир Хаварті,1,2026-01-08,2026-01-08
Novus,cheese|комо|хаварті твердий,cheese,комо,хаварті твердий,1,55.0,,,Сир Комо Хаварті твердий 55%,Сир Хаварті твердий,1,2025-12-11,2025-12-11
Novus,cheese|комо|інсалата,cheese,комо,інсалата,1,50.0,0.17,kg,Сир Комо Інсалата 50% 170г,Сир Інсалата,1,2025-12-26,2025-12-26
Novus,cheese|маасдам|cheese,cheese,маасдам,cheese,1,45.0,,,Сир Маасдам 45%,Сир,2,2026-01-06,2026-01-08
Novus,cheese|молокія|cheese,cheese,молокія,cheese,2,7.0,0.35,kg,Сир кисломолочний Молокія 9% 350г,Сир кисломолочний,2,2025-11-04,2025-11-04
Novus,cheese|молочний світ|а2 качотта квітами,cheese,молочний світ,а2 качотта квітами,1,,,,Сир Молочний Світ А2 Качотта з квітами,Сир А2 Качотта з квітами,1,2025-11-04,2025-11-04
Novus,cheese|молочний світ|а2 качотта фенугреком,cheese,молочний світ,а2 качотта фенугреком,1,,,,Сир Молочний Світ А2 Качотта з фенугреком,Сир А2 Качотта з фенугреком,1,2025-11-04,2025-11-04
Novus,cheese|моцарелла|твердий тертий,cheese,моцарелла,твердий тертий,1,,,,Сир Моцарелла твердий тертий,Сир твердий тертий,1,2025-11-04,2025-11-04
Novus,cheese|мукко|бринза пажитником,cheese,мукко,бринза пажитником,1,36.2,,,"Сир Мукко Бринза з пажитником 36,2%",Сир Бринза з пажитником,1,2025-11-04,2025-11-04
Novus,cheese|мукко|витриманий місяців,cheese,мукко,витриманий місяців,1,50.2,,,"Сир Мукко витриманий 6 місяців 50,2%",Сир витриманий 6 місяців,1,2025-11-04,2025-11-04
Novus,cheese|мукко|горіхом,cheese,мукко,горіхом,1,50.2,,,"Сир Мукко з горіхом 50,2%",Сир з горіхом,1,2025-11-04,2025-11-04
Novus,cheese|мукко|кавою,cheese,мукко,кавою,1,49.6,,,"Сир Мукко з кавою 49,6%",Сир з кавою,1,2025-11-04,2025-11-04
Novus,cheese|мукко|карпатська бринза,cheese,мукко,карпатська бринза,1,48.3,,,"Сир Мукко Карпатська бринза 48,3%",Сир Карпатська бринза,1,2025-11-04,2025-11-04
Novus,cheese|мукко|класичний нарізаний,cheese,мукко,класичний нарізаний,1,33.6,0.135,kg,"Сир Мукко Класичний нарізаний 33,6% 135г",Сир Класичний нарізаний,1,2025-11-04,2025-11-04
Novus,cheese|мукко|козячий,cheese,мукко,козячий,1,45.7,,,"Сир Мукко козячий 45,7%",Сир козячий,1,2025-11-04,2025-11-04
Novus,cheese|мукко|козячий лавандою ваговий,cheese,мукко,козячий лавандою ваговий,1,43.3,,,"Сир Мукко козячий з лавандою 43,3% ваговий",Сир козячий з лавандою ваговий,1,2025-11-04,2025-11-04
Novus,cheese|мукко|козячий трюфелем,cheese,мукко,козячий трюфелем,1,46.9,,,"Сир Мукко козячий з трюфелем 46,9%",Сир козячий з трюфелем,1,2025-11-04,2025-11-04
Novus,cheese|мукко|пажитником,cheese,мукко,пажитником,1,51.7,,,"Сир Мукко з пажитником 51,7%",Сир з пажитником,1,2025-11-04,2025-11-04
Novus,cheese|мукко|песто ваговий,cheese,мукко,песто ваговий,1,39.4,,,"Сир Мукко з песто 39,4% ваговий",Сир з песто ваговий,1,2025-11-04,2025-11-04
Novus,cheese|мукко|пряними травами,cheese,мукко,пряними травами,1,49.2,,,"Сир Мукко з пряними травами 49,2%",Сир з пряними травами,1,2025-11-04,2025-11-04
Novus,cheese|мукко|старий стрий віскі ваговий,cheese,мукко,старий стрий віскі ваговий,1,42.5,,,"Сир Мукко Старий Стрий з віскі 42,5% ваговий",Сир Старий Стрий з віскі ваговий,1,2025-11-04,2025-11-04
Novus,cheese|мукко|трюфелем,cheese,мукко,трюфелем,1,46.9,,,"Сир Мукко з трюфелем 46,9%",Сир з трюфелем,1,2025-11-04,2025-11-04
Novus,cheese|мукко|фермерський,cheese,мукко,фермерський,1,50.2,,,"Сир Мукко фермерський 50,2%",Сир фермерський,1,2025-11-04,2025-11-04
Novus,cheese|мукко|цибулею меланж,cheese,мукко,цибулею меланж,1,44.2,,,"Сир Мукко з цибулею меланж 44,2%",Сир з цибулею меланж,1,2025-11-04,2025-11-04
Novus,cheese|мукко|чеддер,cheese,мукко,чеддер,1,37.0,,,Сир Мукко Чеддер 37%,Сир Чеддер,1,2025-12-18,2025-12-18
Novus,cheese|мукко|чеддер нарізаний,cheese,мукко,чеддер нарізаний,1,37.0,0.135,kg,Сир Мукко Чеддер нарізаний 37% 135г,Сир Чеддер нарізаний,1,2025-11-04,2025-11-04
Novus,cheese|мукко|чорним перцем ваговий,cheese,мукко,чорним перцем ваговий,1,47.0,,,Сир Мукко з чорним перцем 47% ваговий,Сир з чорним перцем ваговий,1,2025-11-04,2025-11-04
Novus,cheese|мікс|сирів pave affinois міні асорті видів,cheese,мікс,сирів pave affinois міні асорті видів,1,,0.13,kg,Мікс сирів Pave d’Affinois міні асорті 5 видів 130г,сирів Pave d’Affinois міні асорті 5 видів,1,2025-11-04,2025-11-04
Novus,cheese|наш|плавлений молочник голландський,cheese,наш,плавлений молочник голландський,1,40.0,0.07,kg,Сир плавлений Наш Молочник Голландський 40% 70г,Сир плавлений Молочник Голландський,1,2025-11-04,2025-11-04
Novus,cheese|наш|плавлений молочник дружба,cheese,наш,плавлений молочник дружба,1,40.0,0.07,kg,Сир плавлений Наш Молочник Дружба 40% 70г,Сир плавлений Молочник Дружба,1,2025-11-04,2025-11-04
Novus,cheese|наш|плавлений молочник жульєн грибний,cheese,наш,плавлений молочник жульєн грибний,1,,0.07,kg,Сир плавлений Наш Молочник Жульєн грибний 70г,Сир плавлений Молочник Жульєн грибний,1,2025-11-04,2025-11-04
Novus,cheese|новгород сіверський|бринза домашня,cheese,новгород сіверський,бринза домашня,1,30.0,,,Сир Новгород-Сіверський Бринза Домашня 30%,Сир Бринза Домашня,1,2025-11-04,2025-11-04
Novus,cheese|новгород сіверський|буковинський твердий ваговий,cheese,новгород сіверський,буковинський твердий ваговий,1,45.0,,,Сир Новгород-Сіверський Буковинський твердий 45% ваговий,Сир Буковинський твердий ваговий,1,2025-11-04,2025-11-04
Novus,cheese|новгород сіверський|біфідосир твердий,cheese,новгород сіверський,біфідосир твердий,1,45.0,,,Сир Новгород-Сіверський Біфідосир твердий 45%,Сир Біфідосир твердий,1,2025-11-04,2025-11-04
Novus,cheese|новгород сіверський|біфісир,cheese,новгород сіверський,біфісир,1,45.0,,,Сир Новгород-Сіверський Біфісир 45%,Сир Біфісир,1,2025-11-04,2025-11-04
Novus,cheese|новгород сіверський|голландський,cheese,новгород сіверський,голландський,1,45.0,,,Сир Новгород-Сіверський Голландський 45%,Сир Голландський,1,2025-11-16,2025-11-16
