week,farmgate_index_weekly,producer_index_weekly,procurement_index_weekly,retail_index_weekly,consumer_index_weekly,producer_weight_share,procurement_weight_share,retail_weight_share,consumer_weight_share,downstream_extension_weekly,downstream_extension_source,producer_index_weekly_smooth,procurement_index_weekly_smooth,retail_index_weekly_smooth,consumer_index_weekly_smooth,farmgate_index_weekly_smooth,downstream_extension_weekly_smooth
2022-07-18,9.70978230142333,76.98766198309788,,,81.69235898128537,1.0,0.0,0.0,1.0,35.609182795151014,consumer_scaled_extension,76.98766198309788,,,81.69235898128537,9.70978230142333,35.609182795151014
2022-07-25,10.603793914742967,82.90670424953878,,,89.16590306675735,1.0,0.0,0.0,1.0,38.866853411911606,consumer_scaled_extension,82.21873687322854,,,87.96077770778227,10.419634831646325,38.34154688711598
2022-08-01,10.419634831646325,82.21873687322854,,,87.96077770778227,1.0,0.0,0.0,1.0,38.34154688711598,consumer_scaled_extension,82.21873687322854,,,87.96077770778227,10.419634831646325,38.34154688711598
2022-08-08,10.23642924695083,81.22481510570043,,,86.38020051321132,1.0,0.0,0.0,1.0,37.65258328090872,consumer_scaled_extension,81.22481510570043,,,86.38020051321132,10.23642924695083,37.65258328090872
2022-08-15,10.042638717325747,79.48423878448222,,,83.82135867026005,1.0,0.0,0.0,1.0,36.53720029936933,consumer_scaled_extension,79.48423878448222,,,83.82135867026005,10.042638717325747,36.53720029936933
2022-08-22,9.88161098964936,77.57431514552191,,,81.01787212192626,1.0,0.0,0.0,1.0,35.31517823747448,consumer_scaled_extension,77.57431514552191,,,81.01787212192626,9.895132823394789,35.31517823747448
2022-08-29,9.895132823394789,77.23682988427726,,,80.17694011340691,1.0,0.0,0.0,1.0,34.948621291597576,consumer_scaled_extension,77.57431514552191,,,81.01787212192626,9.895132823394789,35.31517823747448
2022-09-05,9.975093428247966,79.84113275000078,,,82.19824437892234,1.0,0.0,0.0,1.0,35.82969504161435,consumer_scaled_extension,79.84113275000078,,,82.19824437892234,9.975093428247966,35.82969504161435
2022-09-12,10.18333874873261,83.12767276684916,,,85.00947058029028,1.0,0.0,0.0,1.0,37.05509076933427,consumer_scaled_extension,83.12767276684916,,,85.00947058029028,10.134925471312812,37.05509076933427
2022-09-19,10.134925471312812,84.22232358485986,,,85.06681244198319,1.0,0.0,0.0,1.0,37.08008572431292,consumer_scaled_extension,84.22232358485986,,,85.06681244198319,10.18333874873261,37.08008572431292
2022-09-26,10.230691115179383,86.07667809297506,,,86.05160121681206,1.0,0.0,0.0,1.0,37.50934892511641,consumer_scaled_extension,86.07667809297506,,,86.05160121681206,10.230691115179383,37.50934892511641
2022-10-03,10.3100816701997,86.90857731924585,,,87.85467558017343,1.0,0.0,0.0,1.0,38.29529764050232,consumer_scaled_extension,86.90857731924585,,,87.85467558017343,10.3100816701997,38.29529764050232
2022-10-10,10.431414190604997,88.1669983215833,,,90.64797989923476,1.0,0.0,0.0,1.0,39.51288133303256,consumer_scaled_extension,88.1669983215833,,,90.64797989923476,10.431414190604997,39.51288133303256
2022-10-17,10.574479967960492,89.62064329037126,,,93.73719974759803,1.0,0.0,0.0,1.0,40.85945273391446,consumer_scaled_extension,89.62064329037126,,,93.73719974759803,10.548400152890185,40.85945273391446
2022-10-24,10.548400152890185,89.78669947087054,,,95.15195329910489,1.0,0.0,0.0,1.0,41.47613486249931,consumer_scaled_extension,89.78669947087054,,,95.15195329910489,10.548400152890185,41.47613486249931
2022-10-31,10.531963649011036,90.1816278166479,,,95.85061443382905,1.0,0.0,0.0,1.0,41.780676833970105,consumer_scaled_extension,90.1816278166479,,,95.85061443382905,10.548400152890185,41.780676833970105
2022-11-07,10.757224945191538,92.75571011539868,,,98.05291587982532,1.0,0.0,0.0,1.0,42.740646110637364,consumer_scaled_extension,92.75571011539868,,,98.05291587982532,10.757224945191538,42.740646110637364
2022-11-14,10.94129818059606,95.28695470732097,,,100.14728937694093,1.0,0.0,0.0,1.0,43.65357027674199,consumer_scaled_extension,95.28695470732097,,,100.14728937694093,10.94129818059606,43.65357027674199
2022-11-21,10.970977681171107,96.7553236793242,,,100.85929207693044,1.0,0.0,0.0,1.0,43.96392775216237,consumer_scaled_extension,96.7553236793242,,,100.85929207693044,10.970977681171107,43.96392775216237
2022-11-28,11.079264998917958,98.04442826950041,,,101.69442535974378,1.0,0.0,0.0,1.0,44.327957070165375,consumer_scaled_extension,96.7553236793242,,,100.85929207693044,11.079264998917958,43.96392775216237
2022-12-05,11.12807579790051,96.6365440206887,,,100.54385984787426,1.0,0.0,0.0,1.0,43.826432837778555,consumer_scaled_extension,96.6365440206887,,,100.54385984787426,11.12807579790051,43.826432837778555
2022-12-12,11.15104601015542,94.80040742719717,,,98.95784995425171,1.0,0.0,0.0,1.0,43.135101152401944,consumer_scaled_extension,94.80040742719717,,,98.95784995425171,11.15104601015542,43.135101152401944
2022-12-19,11.160511187155821,92.85282206474884,,,97.2735290716883,1.0,0.0,0.0,1.0,42.400916328499,consumer_scaled_extension,92.85282206474884,,,97.2735290716883,11.160511187155821,42.400916328499
2022-12-26,11.217121603210758,91.19897909546367,,,95.88041774631965,1.0,0.0,0.0,1.0,41.79366790945884,consumer_scaled_extension,91.19897909546367,,,95.88041774631965,11.217121603210758,41.79366790945884
2023-01-02,11.228538157860022,89.79453030880715,,,94.78247660608444,1.0,0.0,0.0,1.0,41.31508230795958,consumer_scaled_extension,89.79453030880715,,,94.78247660608444,11.217121603210758,41.31508230795958
2023-01-09,11.128982178391098,87.86292468347308,,,93.06513703720073,1.0,0.0,0.0,1.0,40.566504847444136,consumer_scaled_extension,87.86292468347308,,,93.06513703720073,11.128982178391098,40.566504847444136
2023-01-16,11.043393662648604,86.19183482544426,,,91.62744781612388,1.0,0.0,0.0,1.0,39.93982520550025,consumer_scaled_extension,86.19183482544426,,,91.62744781612388,11.043393662648604,39.93982520550025
2023-01-23,10.9164992576806,83.88661280686226,,,89.29934147125124,1.0,0.0,0.0,1.0,38.92501836879092,consumer_scaled_extension,83.88661280686226,,,89.29934147125124,10.9164992576806,38.92501836879092
2023-01-30,10.875261887581367,81.87479615287594,,,87.07504214779432,1.0,0.0,0.0,1.0,37.95546035641607,consumer_scaled_extension,81.87479615287594,,,87.07504214779432,10.875261887581367,37.95546035641607
2023-02-06,10.868512712872047,81.69729547324202,,,86.60764394905053,1.0,0.0,0.0,1.0,37.75172443662209,consumer_scaled_extension,81.87479615287594,,,87.07504214779432,10.875261887581367,37.95546035641607
2023-02-13,10.986659200293492,82.75161514938058,,,87.77697674065868,1.0,0.0,0.0,1.0,38.26142920759434,consumer_scaled_extension,82.75161514938058,,,87.77697674065868,10.986659200293492,38.26142920759434
2023-02-20,11.057993916490805,83.10926789372182,,,88.09180001869298,1.0,0.0,0.0,1.0,38.398658684077695,consumer_scaled_extension,83.10926789372182,,,88.09180001869298,11.057993916490805,38.398658684077695
2023-02-27,11.0963600747897,83.72665059863019,,,88.89816211200643,1.0,0.0,0.0,1.0,38.75014682247822,consumer_scaled_extension,83.72665059863019,,,88.89816211200643,11.0963600747897,38.75014682247822
2023-03-06,11.161574047569205,84.42377909631836,,,89.99188218633556,1.0,0.0,0.0,1.0,39.22689248803593,consumer_scaled_extension,84.42377909631836,,,89.99188218633556,11.161574047569205,39.22689248803593
2023-03-13,11.241035538474325,84.52021516369918,,,90.3599839304647,1.0,0.0,0.0,1.0,39.3873457110468,consumer_scaled_extension,84.47665334989931,,,90.3599839304647,11.241035538474325,39.3873457110468
2023-03-20,11.25012608466848,84.47665334989931,,,90.54650532619588,1.0,0.0,0.0,1.0,39.46864920819908,consumer_scaled_extension,84.52021516369918,,,90.54650532619588,11.241035538474325,39.46864920819908
2023-03-27,11.2185977966298,84.52120730914493,,,90.59399546836326,1.0,0.0,0.0,1.0,39.48934986092223,consumer_scaled_extension,84.47665334989931,,,90.59399546836326,11.22581485183493,39.48934986092223
2023-04-03,11.22581485183493,84.26444278616927,,,90.61543256115623,1.0,0.0,0.0,1.0,39.49869415413863,consumer_scaled_extension,84.31732034914974,,,90.61543256115623,11.2185977966298,39.49869415413863
2023-04-10,11.17324377892189,84.31732034914974,,,91.3207567700599,1.0,0.0,0.0,1.0,39.80614051751823,consumer_scaled_extension,84.31732034914974,,,91.3207567700599,11.206442625828089,39.80614051751823
2023-04-17,11.206442625828089,84.49598837291882,,,92.13461570877155,1.0,0.0,0.0,1.0,40.16089648343041,consumer_scaled_extension,84.40260394156385,,,92.13461570877155,11.206442625828089,40.16089648343041
2023-04-24,11.246698277743146,84.40260394156385,,,92.50659253483188,1.0,0.0,0.0,1.0,40.3230388301556,consumer_scaled_extension,84.40260394156385,,,92.13461570877155,11.206442625828089,40.16089648343041
2023-05-01,11.185994036504495,83.47018326571786,,,91.78649083597269,1.0,0.0,0.0,1.0,40.00915105233234,consumer_scaled_extension,83.47018326571786,,,91.78649083597269,11.185994036504495,40.00915105233234
2023-05-08,11.11673330926352,82.82128077401504,,,91.50328102900178,1.0,0.0,0.0,1.0,39.88570168801521,consumer_scaled_extension,82.82128077401504,,,91.5605934692964,11.11673330926352,39.910683818392364
2023-05-15,11.010228538730736,82.35501438176028,,,91.5605934692964,1.0,0.0,0.0,1.0,39.910683818392364,consumer_scaled_extension,82.35501438176028,,,91.5605934692964,11.010228538730736,39.910683818392364
2023-05-22,10.997347489033213,81.93246622311328,,,91.63619428974212,1.0,0.0,0.0,1.0,39.94363773805249,consumer_scaled_extension,81.93246622311328,,,91.5605934692964,11.010228538730736,39.910683818392364
2023-05-29,11.034823977608841,81.03999643269475,,,90.78425408711182,1.0,0.0,0.0,1.0,39.57228238995989,consumer_scaled_extension,81.03999643269475,,,90.78425408711182,11.034823977608841,39.57228238995989
2023-06-05,11.03934524754973,80.84452417174772,,,89.72596416797859,1.0,0.0,0.0,1.0,39.11098050505149,consumer_scaled_extension,81.03999643269475,,,89.72596416797859,11.03934524754973,39.11098050505149
2023-06-12,11.094343425778991,81.30183905475046,,,89.57255856746582,1.0,0.0,0.0,1.0,39.04411197366643,consumer_scaled_extension,81.30183905475046,,,89.72596416797859,11.094343425778991,39.11098050505149
2023-06-19,11.1627733967461,82.10373024372156,,,89.91667428459317,1.0,0.0,0.0,1.0,39.19410983915443,consumer_scaled_extension,81.46380674877535,,,89.57255856746582,11.094343425778991,39.04411197366643
2023-06-26,11.020363887685516,81.46380674877535,,,88.49730653207804,1.0,0.0,0.0,1.0,38.57541640952251,consumer_scaled_extension,81.46380674877535,,,88.68937440032808,11.10732068342973,38.65913757897921
2023-07-03,11.10732068342973,81.45203284632215,,,88.68937440032808,1.0,0.0,0.0,1.0,38.65913757897921,consumer_scaled_extension,81.46380674877535,,,88.68937440032808,11.10732068342973,38.65913757897921
2023-07-10,11.24610002832682,82.00839461080326,,,89.79111237791045,1.0,0.0,0.0,1.0,39.139378197873306,consumer_scaled_extension,82.00839461080326,,,89.79111237791045,11.24610002832682,39.139378197873306
2023-07-17,11.322883969702975,82.46881628585045,,,90.817775000594,1.0,0.0,0.0,1.0,39.58689394421701,consumer_scaled_extension,82.2255614152168,,,90.817775000594,11.253733259425605,39.58689394421701
2023-07-24,11.253733259425605,82.2255614152168,,,90.90717544632416,1.0,0.0,0.0,1.0,39.62586303329305,consumer_scaled_extension,82.46881628585045,,,90.90717544632416,11.253733259425605,39.62586303329305
2023-07-31,11.20070217984858,82.4712266470357,,,91.32556305691013,1.0,0.0,0.0,1.0,39.80823554756938,consumer_scaled_extension,82.4712266470357,,,91.32556305691013,11.20070217984858,39.80823554756938
2023-08-07,11.178969502385016,82.95394047292758,,,91.48191515901838,1.0,0.0,0.0,1.0,39.8763884403712,consumer_scaled_extension,82.95394047292758,,,91.32556305691013,11.178969502385016,39.80823554756938
2023-08-14,11.152025553886624,83.01654203036792,,,90.98345772038783,1.0,0.0,0.0,1.0,39.65911399427687,consumer_scaled_extension,82.95394047292758,,,90.98345772038783,11.152025553886624,39.65911399427687
2023-08-21,11.101615404327301,82.84191087177817,,,90.21691374011326,1.0,0.0,0.0,1.0,39.32498231960736,consumer_scaled_extension,83.01654203036792,,,90.21691374011326,11.101615404327301,39.32498231960736
2023-08-28,11.00369611875642,83.02111093190113,,,89.90961850863546,1.0,0.0,0.0,1.0,39.191034271023305,consumer_scaled_extension,83.02111093190113,,,90.21691374011326,11.00369611875642,39.32498231960736
2023-09-04,10.960380263482264,84.90728518885894,,,90.57386438773041,1.0,0.0,0.0,1.0,39.48057485014939,consumer_scaled_extension,84.90728518885894,,,90.57386438773041,11.00369611875642,39.48057485014939
2023-09-11,11.056615590152274,87.81537093977994,,,92.50228328117747,1.0,0.0,0.0,1.0,40.321160453732105,consumer_scaled_extension,87.81537093977994,,,92.50228328117747,11.056615590152274,40.321160453732105
2023-09-18,11.1104491604146,90.52134332909348,,,94.14994689339086,1.0,0.0,0.0,1.0,41.03936660524826,consumer_scaled_extension,90.52134332909348,,,94.14994689339086,11.1104491604146,41.03936660524826
2023-09-25,11.168232931017295,92.79686712319261,,,95.15597784370736,1.0,0.0,0.0,1.0,41.47788913604709,consumer_scaled_extension,92.79686712319261,,,95.15597784370736,11.168232931017295,41.47788913604709
2023-10-02,11.234574368525983,95.90696990067504,,,97.10649061794116,1.0,0.0,0.0,1.0,42.32810532258028,consumer_scaled_extension,95.90696990067504,,,97.10649061794116,11.234574368525983,42.32810532258028
2023-10-09,11.337661592436795,99.68272438952086,,,99.74182412560425,1.0,0.0,0.0,1.0,43.476830537163195,consumer_scaled_extension,99.68272438952086,,,99.74182412560425,11.337661592436795,43.476830537163195
2023-10-16,11.48631021852824,103.05248067804204,,,101.77289954036179,1.0,0.0,0.0,1.0,44.36216346935832,consumer_scaled_extension,103.05248067804204,,,101.77289954036179,11.48631021852824,44.36216346935832
2023-10-23,11.662511166046945,106.39368382227646,,,103.72275133111752,1.0,0.0,0.0,1.0,45.21209153737236,consumer_scaled_extension,106.39368382227646,,,103.72275133111752,11.662511166046945,45.21209153737236
2023-10-30,11.76986976021,107.58339444881688,,,105.39341606151537,1.0,0.0,0.0,1.0,45.94032373088482,consumer_scaled_extension,106.39368382227646,,,105.39341606151537,11.76986976021,45.94032373088482
2023-11-06,12.01562757137637,104.96201821167887,,,108.38746208912669,1.0,0.0,0.0,1.0,47.245409465019776,consumer_scaled_extension,104.96201821167887,,,108.38746208912669,12.01562757137637,47.245409465019776
2023-11-13,12.248338775728609,101.98090550968,,,111.08404104575311,1.0,0.0,0.0,1.0,48.42083118359281,consumer_scaled_extension,101.98090550968,,,111.08404104575311,12.248338775728609,48.42083118359281
2023-11-20,12.486597825281759,99.78182828716326,,,114.89779113919384,1.0,0.0,0.0,1.0,50.08322073759585,consumer_scaled_extension,99.78182828716326,,,114.89779113919384,12.486597825281759,50.08322073759585
2023-11-27,12.607386768543375,96.63148533073736,,,116.99250514712895,1.0,0.0,0.0,1.0,50.99629333021388,consumer_scaled_extension,96.63148533073736,,,114.89779113919384,12.607386768543375,50.08322073759585
2023-12-04,12.726475289787679,95.62788862138184,,,114.78304900570166,1.0,0.0,0.0,1.0,50.03320536704247,consumer_scaled_extension,95.62788862138184,,,114.78304900570166,12.726475289787679,50.03320536704247
2023-12-11,12.943686855878735,94.91158089028123,,,112.49441967069187,1.0,0.0,0.0,1.0,49.03560630934629,consumer_scaled_extension,94.98348946507465,,,112.49441967069187,12.943686855878735,49.03560630934629
2023-12-18,13.2356512634969,94.98348946507465,,,111.54194859091808,1.0,0.0,0.0,1.0,48.62043018749468,consumer_scaled_extension,94.91158089028123,,,111.54194859091808,13.2356512634969,48.62043018749468
2023-12-25,13.450096625582649,94.84083566245597,,,110.38663725856455,1.0,0.0,0.0,1.0,48.11683728196344,consumer_scaled_extension,94.84083566245597,,,110.38663725856455,13.450096625582649,48.11683728196344
2024-01-01,13.52559274428366,94.24273703974976,,,108.52159874535226,1.0,0.0,0.0,1.0,47.30387878541436,consumer_scaled_extension,94.24273703974976,,,108.52159874535226,13.45509883238982,47.30387878541436
2024-01-08,13.45509883238982,93.05627004786659,,,105.8767309878891,1.0,0.0,0.0,1.0,46.15099765162213,consumer_scaled_extension,93.05627004786659,,,105.8767309878891,13.45509883238982,46.15099765162213
2024-01-15,13.33831487212268,91.22427400387738,,,102.37761431074799,1.0,0.0,0.0,1.0,44.62575481457266,consumer_scaled_extension,91.22427400387738,,,102.37761431074799,13.33831487212268,44.62575481457266
2024-01-22,13.25948846236442,89.58451888069996,,,99.13705248972468,1.0,0.0,0.0,1.0,43.21321440463981,consumer_scaled_extension,89.58451888069996,,,99.13705248972468,13.25948846236442,43.21321440463981
2024-01-29,13.1649263740879,88.01929859423375,,,96.23183086927244,1.0,0.0,0.0,1.0,41.946846668009655,consumer_scaled_extension,88.09701214847489,,,96.8116616864013,13.1649263740879,42.1995912553233
2024-02-05,13.077633680301775,88.09701214847489,,,96.8116616864013,1.0,0.0,0.0,1.0,42.1995912553233,consumer_scaled_extension,88.09701214847489,,,96.8116616864013,13.163952861919654,42.1995912553233
2024-02-12,13.163952861919654,89.43420252686863,,,99.20705085534567,1.0,0.0,0.0,1.0,43.24372624966231,consumer_scaled_extension,89.43420252686863,,,99.20705085534567,13.163952861919654,43.24372624966231
2024-02-19,13.261127742639111,90.39859146691727,,,101.03676821580103,1.0,0.0,0.0,1.0,44.04128847903608,consumer_scaled_extension,90.01637675501584,,,101.02705858083634,13.163952861919654,44.03705611054234
2024-02-26,13.16110505568071,90.01637675501584,,,101.02705858083634,1.0,0.0,0.0,1.0,44.03705611054234,consumer_scaled_extension,90.39859146691727,,,101.03676821580103,13.19979456388991,44.04128847903608
2024-03-04,13.19979456388991,90.70782609567662,,,102.28952968930551,1.0,0.0,0.0,1.0,44.58735928498457,consumer_scaled_extension,90.70782609567662,,,102.28952968930551,13.16110505568071,44.58735928498457
2024-03-11,13.139412970394819,90.87025630694787,,,102.8970274616815,1.0,0.0,0.0,1.0,44.852163723171245,consumer_scaled_extension,90.70782609567662,,,102.81549965029062,13.139412970394819,44.81662626563043
2024-03-18,13.115677901009349,90.57761727996528,,,102.81549965029062,1.0,0.0,0.0,1.0,44.81662626563043,consumer_scaled_extension,90.57761727996528,,,102.81549965029062,13.115677901009349,44.81662626563043
2024-03-25,12.999363963295385,89.6865421149572,,,101.92731087015085,1.0,0.0,0.0,1.0,44.42947039177637,consumer_scaled_extension,89.6865421149572,,,102.12911924122213,12.999363963295385,44.51743738483034
2024-04-01,12.854544975110075,89.51209109725136,,,102.12911924122213,1.0,0.0,0.0,1.0,44.51743738483034,consumer_scaled_extension,89.6865421149572,,,102.12911924122213,12.854544975110075,44.51743738483034
2024-04-08,12.82883277262134,89.87268144153347,,,103.06955250698857,1.0,0.0,0.0,1.0,44.92736629966299,consumer_scaled_extension,89.51209109725136,,,102.7710059596305,12.82883277262134,44.7972317471748
2024-04-15,12.761577444718611,89.38624446679148,,,102.7710059596305,1.0,0.0,0.0,1.0,44.7972317471748,consumer_scaled_extension,89.38624446679148,,,102.7710059596305,12.761577444718611,44.7972317471748
2024-04-22,12.694267696875325,89.09740531609316,,,102.72117467990564,1.0,0.0,0.0,1.0,44.77551060739176,consumer_scaled_extension,89.09740531609316,,,102.72117467990564,12.694267696875325,44.77551060739176
2024-04-29,12.5514988928122,88.75958139101672,,,101.57906152815835,1.0,0.0,0.0,1.0,44.27767070534373,consumer_scaled_extension,89.09740531609316,,,101.57906152815835,12.5514988928122,44.27767070534373
2024-05-06,12.430014220138835,89.51918688707227,,,99.9553795837675,1.0,0.0,0.0,1.0,43.56991801121177,consumer_scaled_extension,89.51918688707227,,,99.9553795837675,12.430014220138835,43.56991801121177
2024-05-13,12.332108816635525,90.63431894556719,,,98.79595380746234,1.0,0.0,0.0,1.0,43.064531645574824,consumer_scaled_extension,90.63431894556719,,,98.79595380746234,12.332108816635525,43.064531645574824
2024-05-20,12.229126927387309,91.33170815349128,,,97.02668042382612,1.0,0.0,0.0,1.0,42.29331656355068,consumer_scaled_extension,91.33170815349128,,,97.02668042382612,12.27077422381619,42.29331656355068
2024-05-27,12.27077422381619,92.18925387077051,,,95.62316279152088,1.0,0.0,0.0,1.0,41.6815321011088,consumer_scaled_extension,91.54728930075201,,,96.05167002207197,12.27077422381619,41.86831569374852
2024-06-03,12.323738795031034,91.54728930075201,,,96.05167002207197,1.0,0.0,0.0,1.0,41.86831569374852,consumer_scaled_extension,91.54728930075201,,,96.0119238586637,12.323738795031034,41.8509905924066
2024-06-10,12.32772712458043,89.95925971888276,,,96.0119238586637,1.0,0.0,0.0,1.0,41.8509905924066,consumer_scaled_extension,89.95925971888276,,,96.05167002207197,12.323738795031034,41.86831569374852
2024-06-17,12.31227992407809,88.81445629292091,,,96.56026013665323,1.0,0.0,0.0,1.0,42.090006909227796,consumer_scaled_extension,88.81445629292091,,,96.56026013665323,12.31227992407809,42.090006909227796
2024-06-24,12.251505076468,87.60023012379344,,,97.02392228744708,1.0,0.0,0.0,1.0,42.29211430934087,consumer_scaled_extension,87.60023012379344,,,97.02392228744708,12.251505076468,42.29211430934087
2024-07-01,12.249372527122304,86.73221002775496,,,97.87492750863464,1.0,0.0,0.0,1.0,42.663062104933815,consumer_scaled_extension,86.73221002775496,,,97.87492750863464,12.251505076468,42.663062104933815
2024-07-08,12.38998699029128,86.32369884598205,,,99.35517883323044,1.0,0.0,0.0,1.0,43.30829429871061,consumer_scaled_extension,86.32369884598205,,,99.35517883323044,12.38998699029128,43.30829429871061
