product,product_label,procurement_weight_proxy,retail_weight_proxy,equal_weight_anchor,weight
cheese,CHEESE,0.4410738255033557,0.6049953746530989,0.3333333333333333,0.504064473403738
milk,Drinking milk / fermented milk,0.39355704697986577,0.3283996299722479,0.3333333333333333,0.3582138379617845
sour_cream,Sour cream,0.1653691275167785,0.0666049953746531,0.3333333333333333,0.13772168863447756
