date,product,consumer_linear,consumer_pchip
2024-01-28,sour_cream,108.1251142250901,108.2154980672183
2024-01-29,sour_cream,107.9865871246143,107.9865871246143
2024-01-30,sour_cream,107.1632935623072,107.2253768433098
2024-01-31,sour_cream,106.34,106.34
2024-02-01,sour_cream,105.9897089174445,105.8240891701001
2024-02-02,sour_cream,105.6394178348891,105.3480082943599
2024-02-03,sour_cream,105.2891267523336,104.954737292292
2024-02-04,sour_cream,104.9388356697781,104.6872560834087
2024-02-05,sour_cream,104.5885445872227,104.5885445872227
2024-02-06,sour_cream,104.8056108709376,104.6449399325497
2024-02-07,sour_cream,105.0226771546526,104.7972020510475
2024-02-08,sour_cream,105.2397434383676,105.0199450664913
2024-02-09,sour_cream,105.4568097220826,105.2877831026561
2024-02-10,sour_cream,105.6738760057976,105.575330283317
2024-02-11,sour_cream,105.8909422895126,105.8572007322491
2024-02-12,sour_cream,106.1080085732276,106.1080085732276
2024-02-13,sour_cream,106.3454881947133,106.3386539840278
2024-02-14,sour_cream,106.582967816199,106.5754228899509
2024-02-15,sour_cream,106.8204474376847,106.8160080360602
2024-02-16,sour_cream,107.0579270591704,107.0581021674192
2024-02-17,sour_cream,107.2954066806561,107.2993980290911
2024-02-18,sour_cream,107.5328863021419,107.5375883661395
2024-02-19,sour_cream,107.7703659236276,107.7703659236276
2024-02-20,sour_cream,107.9920349022916,108.0247860373595
2024-02-21,sour_cream,108.2137038809556,108.3119698968033
2024-02-22,sour_cream,108.4353728596196,108.6057090275182
2024-02-23,sour_cream,108.6570418382836,108.8797949550636
2024-02-24,sour_cream,108.8787108169476,109.1080192049987
2024-02-25,sour_cream,109.1003797956116,109.264173302883
2024-02-26,sour_cream,109.3220487742756,109.3220487742756
2024-02-27,sour_cream,108.9346991828504,109.0207768698338
2024-02-28,sour_cream,108.5473495914252,108.4612719044418
2024-02-29,sour_cream,108.16,108.16
2024-03-01,sour_cream,108.6511768952352,108.4059342465917
2024-03-02,sour_cream,109.1423537904703,108.9795502893229
2024-03-03,sour_cream,109.6335306857055,109.6345680826278
2024-03-04,sour_cream,110.1247075809406,110.1247075809406
2024-03-05,sour_cream,110.3565378924459,110.4271644739049
2024-03-06,sour_cream,110.5883682039511,110.6898234410197
2024-03-07,sour_cream,110.8201985154564,110.9224379215029
2024-03-08,sour_cream,111.0520288269616,111.1347613545725
2024-03-09,sour_cream,111.2838591384669,111.3365471794462
2024-03-10,sour_cream,111.5156894499721,111.5375488353419
2024-03-11,sour_cream,111.7475197614774,111.7475197614774
2024-03-12,sour_cream,111.9527249267713,111.9870368965058
2024-03-13,sour_cream,112.1579300920653,112.2544439782745
2024-03-14,sour_cream,112.3631352573592,112.5261446447923
2024-03-15,sour_cream,112.5683404226532,112.7785425340682
2024-03-16,sour_cream,112.7735455879472,112.9880412841114
2024-03-17,sour_cream,112.9787507532411,113.1310445329306
2024-03-18,sour_cream,113.1839559185351,113.1839559185351
2024-03-19,sour_cream,113.1153271710134,113.1700252033096
2024-03-20,sour_cream,113.0466984234918,113.1309841299242
2024-03-21,sour_cream,112.9780696759701,113.0709593068156
2024-03-22,sour_cream,112.9094409284485,112.9940773424205
2024-03-23,sour_cream,112.8408121809268,112.9044648451757
2024-03-24,sour_cream,112.7721834334052,112.8062484235178
2024-03-25,sour_cream,112.7035546858835,112.7035546858835
2024-03-26,sour_cream,112.4926691211537,112.5457001415767
2024-03-27,sour_cream,112.2817835564238,112.3052269027105
2024-03-28,sour_cream,112.070897991694,112.0210999819361
2024-03-29,sour_cream,111.8600124269641,111.7322843919044
2024-03-30,sour_cream,111.6491268622342,111.4777451452662
2024-03-31,sour_cream,111.4382412975044,111.2964472546726
2024-04-01,sour_cream,111.2273557327745,111.2273557327745
2024-04-02,sour_cream,111.7021977948215,111.3944255941172
2024-04-03,sour_cream,112.1770398568684,111.8294783241117
2024-04-04,sour_cream,112.6518819189154,112.4332786417079
2024-04-05,sour_cream,113.1267239809623,113.1065912658553
2024-04-06,sour_cream,113.6015660430093,113.7501809155039
2024-04-07,sour_cream,114.0764081050562,114.2648123096033
2024-04-08,sour_cream,114.5512501671032,114.5512501671032
2024-04-09,sour_cream,114.6328469322252,114.6760982708117
2024-04-10,sour_cream,114.7144436973472,114.7762349730238
2024-04-11,sour_cream,114.7960404624693,114.8578368469202
2024-04-12,sour_cream,114.8776372275913,114.9270804656812
2024-04-13,sour_cream,114.9592339927133,114.9901424024874
2024-04-14,sour_cream,115.0408307578354,115.0531992305193
2024-04-15,sour_cream,115.1224275229574,115.1224275229574
2024-04-16,sour_cream,115.190751575519,115.1937249904962
2024-04-17,sour_cream,115.2590756280805,115.2603458259002
2024-04-18,sour_cream,115.3273996806421,115.3245013254548
2024-04-19,sour_cream,115.3957237332037,115.3884027854455
2024-04-20,sour_cream,115.4640477857653,115.4542615021576
2024-04-21,sour_cream,115.5323718383268,115.5242887718768
2024-04-22,sour_cream,115.6006958908884,115.6006958908884
2024-04-23,sour_cream,115.6981629115998,115.697510228044
2024-04-24,sour_cream,115.7956299323112,115.8179298608753
2024-04-25,sour_cream,115.8930969530227,115.9479221486881
2024-04-26,sour_cream,115.9905639737341,116.073454450788
2024-04-27,sour_cream,116.0880309944455,116.1804941264809
2024-04-28,sour_cream,116.1854980151569,116.2550085350725
2024-04-29,sour_cream,116.2829650358684,116.2829650358684
2024-04-30,sour_cream,116.12,116.12
2024-05-01,sour_cream,115.5450654411212,115.7487504202207
2024-05-02,sour_cream,114.9701308822425,115.1542130156325
2024-05-03,sour_cream,114.3951963233637,114.4427481611123
2024-05-04,sour_cream,113.8202617644849,113.7207162315368
2024-05-05,sour_cream,113.2453272056061,113.0944776017829
2024-05-06,sour_cream,112.6703926467274,112.6703926467274
2024-05-07,sour_cream,112.4819750173342,112.4131676287011
2024-05-08,sour_cream,112.293557387941,112.2058237544318
2024-05-09,sour_cream,112.1051397585478,112.032193815392
2024-05-10,sour_cream,111.9167221291546,111.8761106030541
2024-05-11,sour_cream,111.7283044997614,111.7214069088904
2024-05-12,sour_cream,111.5398868703683,111.5519155243732
2024-05-13,sour_cream,111.3514692409751,111.3514692409751
2024-05-14,sour_cream,111.0833456880963,111.0911526438396
2024-05-15,sour_cream,110.8152221352174,110.7743728202699
2024-05-16,sour_cream,110.5470985823386,110.4334463149779
2024-05-17,sour_cream,110.2789750294598,110.1006896726754
2024-05-18,sour_cream,110.0108514765809,109.8084194380742
2024-05-19,sour_cream,109.7427279237021,109.5889521558862
2024-05-20,sour_cream,109.4746043708233,109.4746043708233
2024-05-21,sour_cream,109.4464146112939,109.4261926114655
2024-05-22,sour_cream,109.4182248517646,109.3834268933848
2024-05-23,sour_cream,109.3900350922353,109.3469639917806
2024-05-24,sour_cream,109.361845332706,109.3174606818524
2024-05-25,sour_cream,109.3336555731767,109.2955737387996
2024-05-26,sour_cream,109.3054658136474,109.2819599378217
2024-05-27,sour_cream,109.2772760541181,109.2772760541181
2024-05-28,sour_cream,109.3779570405886,109.3246966523001
2024-05-29,sour_cream,109.478638027059,109.437291311427
2024-05-30,sour_cream,109.5793190135295,109.57055932837
2024-05-31,sour_cream,109.68,109.68
2024-06-01,sour_cream,109.751139201976,109.7720831265431
2024-06-02,sour_cream,109.822278403952,109.8564634335608
2024-06-03,sour_cream,109.8934176059279,109.8934176059279
