date,farmgate_index,farmgate_weight_share,farmgate_n_products,producer_index_weight_share,producer_index_n_products,producer_index,procurement_index,procurement_index_weight_share,procurement_index_n_products,retail_index,retail_index_weight_share,retail_index_n_products,consumer_index_weight_share,consumer_index_n_products,consumer_index,week,downstream_extension
2022-05-06,9.457129056473285,1.0,1,1.0,3,72.41679310729164,,0.0,0,,0.0,0,1.0,3,80.16967182498823,2022-05-02,34.94545309062828
2022-05-07,9.497566026083806,1.0,1,1.0,3,72.71634140352546,,0.0,0,,0.0,0,1.0,3,80.6554738739499,2022-05-02,35.157211132377306
2022-05-08,9.538002995694331,1.0,1,1.0,3,73.01588816839114,,0.0,0,,0.0,0,1.0,3,81.14107245612043,2022-05-02,35.368880484238446
2022-05-09,9.578439965304852,1.0,1,1.0,3,73.3154334201957,,0.0,0,,0.0,0,1.0,3,81.62647113720749,2022-05-09,35.58046270048114
2022-05-10,9.543845518617864,1.0,1,1.0,3,73.04583423574299,,0.0,0,,0.0,0,1.0,3,81.33720364838706,2022-05-09,35.45437283094438
2022-05-11,9.50925107193088,1.0,1,1.0,3,72.77620001534214,,0.0,0,,0.0,0,1.0,3,81.04781479234343,2022-05-09,35.32823005820234
2022-05-12,9.474656625243892,1.0,1,1.0,3,72.50653026434121,,0.0,0,,0.0,0,1.0,3,80.75830264286375,2022-05-09,35.20203354263103
2022-05-13,9.440062178556905,1.0,1,1.0,3,72.23682447862741,,0.0,0,,0.0,0,1.0,3,80.46866523154414,2022-05-09,35.07578242621563
2022-05-14,9.40546773186992,1.0,1,1.0,3,71.9670821443976,,0.0,0,,0.0,0,1.0,3,80.17890054659838,2022-05-09,34.94947583203127
2022-05-15,9.370873285182933,1.0,1,1.0,3,71.69730273792176,,0.0,0,,0.0,0,1.0,3,79.88900653162614,2022-05-09,34.82311286370602
2022-05-16,9.336278838495947,1.0,1,1.0,3,71.42748572529945,,0.0,0,,0.0,0,1.0,3,79.59898108433761,2022-05-16,34.69669260486506
2022-05-17,9.370884055844456,1.0,1,1.0,3,71.50588609985859,,0.0,0,,0.0,0,1.0,3,79.76767095248009,2022-05-16,34.77022345187795
2022-05-18,9.405489273192968,1.0,1,1.0,3,71.58418510402046,,0.0,0,,0.0,0,1.0,3,79.936328878595,2022-05-16,34.84374037556299
2022-05-19,9.440094490541483,1.0,1,1.0,3,71.66238307405108,,0.0,0,,0.0,0,1.0,3,80.10495508257475,2022-05-16,34.91724347176985
2022-05-20,9.474699707889993,1.0,1,1.0,3,71.7404803443043,,0.0,0,,0.0,0,1.0,3,80.27354978221616,2022-05-16,34.99073283543481
2022-05-21,9.509304925238505,1.0,1,1.0,3,71.81847724723737,,0.0,0,,0.0,0,1.0,3,80.44211319324624,2022-05-16,35.064208560591915
2022-05-22,9.543910142587016,1.0,1,1.0,3,71.89637411342561,,0.0,0,,0.0,0,1.0,3,80.6106455293479,2022-05-16,35.137670740384195
2022-05-23,9.578515359935526,1.0,1,1.0,3,71.97417127157794,,0.0,0,,0.0,0,1.0,3,80.77914700218481,2022-05-23,35.21111946707448
2022-05-24,9.597436992911785,1.0,1,1.0,3,72.00784592487288,,0.0,0,,0.0,0,1.0,3,80.88885198885323,2022-05-23,35.25893917717381
