model,product,product_label,link,link_direction,price_variant,farm_gate_source,reconstruction_variant,horizon_days,n_obs,coef,pvalue,stderr,r2,core_signal,ljungbox_p,arch_p,jb_p,coef_positive_shock,p_positive_shock,coef_negative_shock_abs,p_negative_shock_abs,asymmetry_pvalue,asymmetry_gap
LP_linear,butter,Butter,Retail matched -> ProZorro,reverse,retail_matched_baseline,not_applicable,linear,21,52,-0.19216864254101235,0.07638358792588218,0.10844327091696579,0.30628732600894126,1,0.00495415719809691,0.5222289036215702,0.616690472400665,,,,,,
LP_asymmetric,butter,Butter,Retail matched -> ProZorro,reverse,retail_matched_baseline,not_applicable,linear,21,52,,,,0.3107540915981991,1,0.006020505015978696,0.4357834106428934,0.5024326364880396,-0.31448016017966185,0.09495265699827073,0.025545160955630863,0.9191536075032556,0.13848883287274558,-0.3400253211352927
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,0,47,0.04070151016991143,0.7509781364932814,0.1282543757542273,0.09372986895316293,0,0.7050230026360349,0.7153222767525504,0.6751094637420303,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,0,47,,,,0.09738625231360454,0,0.6904948941180497,0.6594512873725351,0.763366186046484,-0.019021404311410216,0.8418103204711378,-0.09261032325511045,0.6803581526277378,0.754219206541207,0.07358891894370023
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,1,45,-0.09074419407243724,0.43889122293693594,0.11723042623420728,0.14755180270953738,0,0.008626756937735399,0.272508003377769,0.5472170239868203,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,1,45,,,,0.15171254070989415,0,0.004775565401003711,0.33357038504070985,0.5540245036888236,-0.16804313573522908,0.35284805902441607,0.02328592172436711,0.9071020419539239,0.39000872222906613,-0.1913290574595962
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,3,44,0.09928041032974083,0.2336212939231158,0.08335310983939183,0.2050464547949733,0,1.0372465865360867e-08,0.02938174178804271,0.28088485686304526,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,3,44,,,,0.2327962801954323,1,9.586527975840471e-08,0.019843340260621435,0.21030500059756588,0.3222376823181706,0.0769575327929903,0.0956686675316798,0.5573941637399833,0.2052632437000345,0.22656901478649083
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,7,42,0.13580877201616207,0.12189877484462315,0.0877968368643376,0.20232705513982197,0,0.024603024239006288,0.7604810202885893,0.5384975731378185,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,7,42,,,,0.2787734229139761,1,0.02042656345914905,0.6494538468485251,0.8910538279524591,-0.1932628780725556,0.1216932302486933,-0.4457544351110968,0.01085450690684449,0.09964396441980086,0.2524915570385412
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,14,35,0.1496037918604205,0.07405975965720851,0.08375327885556805,0.2192264377198374,1,0.003110919600440375,0.28387020976831384,0.7546129658823189,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,14,35,,,,0.40928247625882874,1,0.0008040152076300185,0.27433106292362547,0.5489586338264518,-0.36269689593950805,0.05884829624262991,-0.6482939022929898,1.0841493689579396e-05,0.002599082375975927,0.28559700635348173
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,21,28,-0.010001308493252661,0.9150221140440258,0.0937275849812764,0.28834462487032886,0,0.24536321969027486,0.938884183179399,0.506508778814597,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_observed,not_applicable,linear,21,28,,,,0.28995380171473006,0,0.21234901726883104,0.9809584062767035,0.4836922567723,-0.05262485262432643,0.6585972722091419,-0.021673039704215663,0.8824600524387035,0.8661805592302824,-0.030951812920110768
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,0,47,0.04595002838884464,0.7149965032740713,0.12583741865192102,0.09471822374898464,0,0.260103839799793,0.753273596971281,0.38521993286312234,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,0,47,,,,0.11159513087980755,0,0.3418516591183413,0.7282588533228203,0.5475143725247247,-0.06842479249054419,0.4435185840480045,-0.14439085852757103,0.48491088322774145,0.7344384388864715,0.07596606603702684
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,1,45,-0.08145025257908549,0.38469432892661104,0.0936985885334142,0.25238592452011777,0,0.0009680064732127185,0.634575392992723,0.14343976540922565,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,1,45,,,,0.26934995881864776,1,0.00264271843137337,0.6406674386298523,0.18883568926908348,-0.21998255189783184,0.06010117911290994,-0.038277954025674465,0.8241684833799892,0.2818606915825443,-0.18170459787215737
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,3,44,0.043081261455110154,0.45958592134022935,0.05825501037195483,0.24218459836166062,0,0.007282787099249764,0.2914796447796888,0.8226262343633461,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,3,44,,,,0.26226491320778855,1,0.021864156807828626,0.2574579748998272,0.7502052257628116,0.18699966721516084,0.0835184414764376,0.08153964709568362,0.5436582065086728,0.38340410275438563,0.10546002011947722
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,7,42,0.13402221825584093,0.05365286574994493,0.06945492747601516,0.21849458038836156,1,0.004309130554675115,0.7489061499467919,0.7937128272639493,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,7,42,,,,0.2952659852622457,1,0.003124363066508293,0.9734251111447945,0.9859583899471437,-0.1298616681252205,0.24033568638963765,-0.3832758571154825,0.01984341540624031,0.045876319515927765,0.253414188990262
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,14,35,0.015707562813248227,0.7996743696759278,0.061897199836031314,0.2695787398557483,0,0.1716517730148887,0.496327685308686,0.9263224260245919,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,14,35,,,,0.36289685198998733,1,0.1658375622862014,0.13741790438988233,0.5849121967352624,-0.24650363313436496,0.14343909239014438,-0.2721298921665911,0.0038146987073477264,0.8348679016240769,0.02562625903222615
LP_linear,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,21,28,-0.05663923952452124,0.19377060523098566,0.04358523452515064,0.45221309700293844,0,0.37308897009368336,0.5645622017888944,0.8629242515335052,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Silpo,forward,silpo_baseline,not_applicable,linear,21,28,,,,0.4541054890997739,0,0.4207633439155295,0.5084044514638666,0.8970693746149453,-0.017284976859058474,0.8139525052833004,0.08569424585089769,0.25383532508242,0.2045818348881696,-0.10297922270995616
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,0,47,0.10093039932709989,0.7531232159314029,0.3208990474404132,0.0871552951470086,0,0.08924790348943556,0.6096335953006928,0.35926692820367084,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,0,47,,,,0.23257957216081726,1,0.3400793172484967,0.8030084945659884,0.9987035942628043,-0.7799451331250571,0.02277768922364299,-0.948141854081505,0.03925049913912434,0.7534500408200859,0.1681967209564479
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,1,47,0.27798263728005485,0.2756255454703421,0.2549834179039964,0.2534686055753236,0,0.00015627551712379072,0.5168777312808523,0.3238391666451155,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,1,47,,,,0.3517389271741782,1,0.0008121472332136401,0.8139817240059928,0.2210561813580388,-0.5868846759049088,0.093718326077728,-1.1097976526582507,0.0031515731656384556,0.21915843238295538,0.5229129767533419
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,3,47,-0.1018920828771295,0.7097377309932018,0.2737501277997612,0.16063734890203596,0,2.470314703850019e-07,0.005516279757233766,0.05778443950201567,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,3,47,,,,0.20659229796126033,1,6.955652195261831e-09,0.002425604312325968,0.005631576157117939,-0.7403044906004995,0.0389021852630895,-0.5121223661051443,0.20942315441356618,0.6131140152798077,-0.22818212449535524
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,7,47,0.09054169132453148,0.4526699121867742,0.12056610964745004,0.4019481012962224,0,0.000822423877351478,0.5970953332038962,0.012998021480103041,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,7,47,,,,0.4515763739331097,1,0.025224814818335377,0.6459753761854776,0.00028429679132904533,-0.45400637524171994,2.1223586390696576e-05,-0.6142789761768042,0.006344453415734378,0.3944062180419289,0.16027260093508422
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,14,47,-0.138306074273068,0.6765267206233914,0.33150437345695116,0.1838512830747996,0,0.17361867277358436,0.4610131363506379,0.193386437682932,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,14,47,,,,0.1952667122211178,0,0.09854053303297594,0.3332471136570056,0.3091307158554084,-0.4150401247894584,0.22820014578622672,-0.12785213864199385,0.8114065900025527,0.6463185261128023,-0.28718798614746455
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,21,47,-0.0665540984991486,0.8226523958704376,0.29693778607772364,0.32799144903536437,0,0.0006671026921703242,0.39994499134354583,0.5331276781487064,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_observed,not_applicable,linear,21,47,,,,0.3981215772361152,1,3.0686133435846776e-06,0.8726895064208147,0.3170700905702259,-0.8077926347552647,0.009613365632353073,-0.6463568128453864,0.04043180577112056,0.7540469051032526,-0.16143582190987837
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,0,47,0.14554630681237551,0.7107474688500582,0.3924642420470349,0.07923994132036194,0,0.09130509356453505,0.5716384975458468,0.2590301423365203,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,0,47,,,,0.27459317691138196,1,0.3687100536783914,0.9412005407652289,0.9284276407792749,-1.078052847518974,0.00844365884325322,-1.3258185886341922,0.0031834302185760463,0.6464187750886463,0.24776574111521832
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,1,47,0.23565326597732494,0.4572619525313024,0.31700968857673384,0.24485262198057844,0,0.0007903769095905347,0.382939035291715,0.2977627208899455,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,1,47,,,,0.2990281191630175,1,0.0034580714074951857,0.5064410461590652,0.23871299269782767,-0.5339599577752216,0.32304229704483456,-0.9780149720174399,0.03836461508233368,0.39793852102101934,0.44405501424221827
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,3,47,-0.1489329846683789,0.6667963935903192,0.34591420379182175,0.15659079195150694,0,1.446143326250882e-07,0.0038449439413464123,0.1271733558616928,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,3,47,,,,0.16813086057182347,0,5.610753656684317e-08,0.004342251192914733,0.06799654050634292,-0.5323506722662811,0.20962562258054007,-0.22090812500394238,0.7164318852893576,0.6118033107775233,-0.31144254726233866
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,7,47,0.11149062918617003,0.5188392550194079,0.17281733185757664,0.3985276063308437,0,0.0035707959229694325,0.6355585990849965,0.014992299649357504,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,7,47,,,,0.42788125033952773,1,0.04002246284665535,0.9054155842314164,0.0019305244325904295,-0.39043043901205915,0.06709566435567452,-0.5956389896682377,0.17175070941202009,0.5025248925080474,0.20520855065617855
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,14,47,0.1476817294751061,0.6781372249075392,0.3558541093198585,0.1818105232510584,0,0.1201465015907067,0.5124934360681489,0.6592847842988483,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,14,47,,,,0.21259556603353547,0,0.03165728983599702,0.31291344530087,0.8798636673934184,-0.3969703080146469,0.1251076555924203,-0.6730479826401133,0.1740779571947001,0.6549592778743818,0.27607767462546645
LP_linear,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,21,47,-0.01651800123145411,0.9625995867547411,0.3522589382632993,0.32800611248444256,0,0.000685504891791264,0.39013036804858287,0.5032497606628534,,,,,,
LP_asymmetric,butter,Butter,Silpo -> ProZorro,reverse,silpo_baseline,not_applicable,linear,21,47,,,,0.34070479657808317,0,8.577636438501255e-05,0.7236850574825975,0.3304640074676335,-0.39454063750303003,0.262306273407397,-0.34811909247131634,0.48134092164996356,0.9424342563952514,-0.046421545031713696
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,0,59,0.06074936520340316,0.5839972507543428,0.11094652715907144,0.06892684476203559,0,0.04964714253203409,0.6084952203554472,1.6814154219194918e-07,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,0,59,,,,0.06905224502682206,0,0.0488186954876822,0.6127324798878853,1.7811689036023046e-07,0.07974876612714395,0.5644303115847747,-0.04636875386432776,0.8010650833340881,0.5501299835418948,0.1261175199914717
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,1,56,0.06124410240086334,0.7762845474163069,0.2155236369441633,0.01611796973253321,0,1.726357674222542e-05,0.0943150939637143,8.545591251351686e-05,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,1,56,,,,0.018345306121031024,0,1.754812405812688e-05,0.09421983125100918,0.0003259788931821104,-0.056644971892624574,0.8255555360390301,-0.14923134711724856,0.6931968828707207,0.8155143449087365,0.09258637522462398
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,3,55,0.5059052578456117,0.015419272580051002,0.20884647725232297,0.08499143903701767,1,3.46933704499125e-13,0.006346058087794806,0.29049119961406467,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,3,55,,,,0.08949902266797616,1,1.8026975821293792e-13,0.004260498618596464,0.22381862097836755,0.7226174381071642,0.035049055116262016,-0.3149852159962747,0.3387810574917186,0.01680495013418658,1.0376026541034389
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,7,54,0.10295509914760197,0.6228360180904107,0.20932854909542686,0.13210154587294343,0,3.1107609020867544e-08,0.001132368925141448,0.0093958707264384,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,7,54,,,,0.1923624939157712,0,1.4193671652150773e-06,0.0038507684120558344,0.07690936969072103,1.0206131791023656,0.13380105191899697,0.6304323145085868,0.38250042064072776,0.3191133794422596,0.39018086459377876
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,14,49,0.1497284600836692,0.30651828341163245,0.14642582196473014,0.17114968802823916,0,0.0010181193073664195,0.17879714887640444,0.1380824708472897,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,14,49,,,,0.177310266825633,0,0.0010983745697921215,0.1952896055070012,0.11658315655428271,-0.07042772046743753,0.8754770035638699,-0.32789546041420414,0.28968955547271613,0.3804118529014596,0.25746773994676664
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,21,43,-0.009717222717573457,0.9497028670276005,0.1540462211952757,0.1670559807646005,0,5.554729445049952e-07,0.24002299299273613,0.4330855227778835,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_observed,not_applicable,linear,21,43,,,,0.16775980743790397,0,6.195676057532709e-07,0.22048016550838398,0.42272758086826046,0.08424667449895575,0.9007814317585959,0.0951580213317001,0.8956754568753772,0.969709732018892,-0.010911346832744348
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,0,59,0.0694074035302902,0.5233751271292296,0.10876322300638719,0.0602658187133891,0,0.147525656307201,0.8834095052913757,8.838620800730078e-06,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,0,59,,,,0.06115461618320295,0,0.1567985648564779,0.8888393661553142,7.875787931070411e-06,0.023253910675379817,0.8560560846691769,-0.104353212446691,0.5510356256078576,0.5271408774074109,0.12760712312207081
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,1,56,0.03890420374554121,0.8392136562551993,0.19174133599024334,0.016117573671928564,0,7.093941411780298e-05,0.050112322555295054,7.292611504999538e-05,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,1,56,,,,0.0201963825942304,0,7.743168040954992e-05,0.048701396418471224,0.00034856936022950683,-0.10657220826891116,0.5995344146310427,-0.1474723548890266,0.6657463132190135,0.9069285094404947,0.04090014662011544
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,3,55,0.4418285944464342,0.015267761331445008,0.18212491746694925,0.08646040055289594,1,7.99305354500616e-12,0.0075792564423745774,0.06163752386916025,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,3,55,,,,0.09003087179361091,1,5.083834144685531e-12,0.0052913816279367655,0.03901147104154183,0.6140403506899254,0.0246135489241279,-0.29074655408322936,0.31145725134274826,0.01563135261544795,0.9047869047731547
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,7,54,0.11788345856673552,0.5351522767356767,0.1900854740468465,0.11784864021240982,0,4.0262856410953833e-07,0.0004563272588186825,0.0037137583672666947,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,7,54,,,,0.1912345872135809,0,1.2258192027533677e-05,0.004728440280813418,0.0590351088856789,1.027445784931713,0.11160321927780568,0.6102582087232221,0.3558066205766962,0.25461193955603745,0.4171875762084908
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,14,49,0.051450543907265264,0.688375552521735,0.12828622823576125,0.1345353747293342,0,0.0010346714959971488,0.06649674219693955,0.03388612383017715,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,14,49,,,,0.13471967765816117,0,0.001043748841317974,0.06286770119771473,0.03357057654591566,0.017348920643388485,0.9637264216317062,-0.07907810315019428,0.7557704521702098,0.7280820755515054,0.09642702379358277
LP_linear,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,21,43,-0.08836564591937052,0.5072747048278892,0.1332639889031177,0.13406735663337388,0,1.370333548996317e-07,0.11280996361097402,0.33546292734715455,,,,,,
LP_asymmetric,butter,Butter,ProZorro -> Retail optimal,forward,retail_optimal_baseline,not_applicable,linear,21,43,,,,0.1376635420939183,0,1.6553586975392834e-07,0.10107187667481314,0.3142794980002776,0.10641234437886554,0.86671173791558,0.2639310377160755,0.6897322780728703,0.5326105371772776,-0.15751869333720997
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,0,59,0.06059457842738608,0.5739451252716428,0.10777143192422475,0.08239514355766175,0,0.21672952801272383,0.3511085023674014,0.15147815485938906,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,0,59,,,,0.11407570536449707,0,0.25262490782371466,0.6107918389946897,0.27712358433979334,-0.17508305233026358,0.3911588441988316,-0.3136445221667419,0.1322342371827321,0.589138329813148,0.1385614698364783
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,1,59,0.025724289615956797,0.8430638125449432,0.12993638037485788,0.21553745870397145,0,2.0824015942647063e-05,0.33417780390649043,0.3079914381304997,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,1,59,,,,0.22370213956339313,0,1.404848605509704e-05,0.40199118073757634,0.41863912591484354,-0.1203702000438606,0.6577611503049822,-0.18258772324009456,0.5145383103690793,0.8413562715683238,0.062217523196233956
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,3,59,-0.12988391715096997,0.445821533019641,0.17036199094942797,0.2010285377909531,0,3.171908342901787e-07,0.0002939699048627008,0.012625371766589398,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,3,59,,,,0.20881766760504183,0,5.895846655929054e-07,0.0002846949932954348,0.014422892863764513,0.013357495398567315,0.952773065451424,0.2836839671187158,0.24653800512247526,0.33116467365387847,-0.27032647172014845
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,7,59,-0.057352422506481954,0.5913914472149762,0.10683719671046354,0.2867954080325251,0,0.004847671785478489,0.313628164084725,0.7303563094617636,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,7,59,,,,0.28732573096972647,0,0.004763843248316513,0.30537569713051327,0.716744198544899,-0.08928024349933278,0.7037752521350144,0.02307113208452788,0.9119068647801652,0.6110195836242596,-0.11235137558386066
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,14,57,-0.1280854367259293,0.2466140009127743,0.11055067204420214,0.21194136290196253,0,0.2773368038580798,0.4240104228674023,0.0936758256901358,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,14,57,,,,0.2142902438487263,0,0.25011133244396805,0.38108181961031856,0.10699503291197432,-0.1990083315901477,0.18394593022475758,0.054526222873822236,0.6755426012872991,0.2592409113814197,-0.25353455446396994
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,21,55,-0.11597492865158825,0.20415620906524168,0.09133329092455571,0.30890978664576685,0,0.001379814775733019,0.26662810090903855,0.5646842565429011,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_observed,not_applicable,linear,21,55,,,,0.32361084337450385,0,0.00021903304429794575,0.09694599132528818,0.38764627780109634,-0.3079420610131167,0.13595758329034577,-0.07418495932812391,0.6813761230299855,0.24591543693904253,-0.2337571016849928
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,0,59,0.08140536401168522,0.5006244696225965,0.12086778876316484,0.0858171001476632,0,0.20499843235683554,0.3294642703181811,0.18726594717909387,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,0,59,,,,0.11762749436323405,0,0.18620175316870616,0.5102271254662213,0.36866580768984947,-0.16055587274229255,0.4250404269386088,-0.3897854381444247,0.12898088340205005,0.4317338873044174,0.22922956540213213
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,1,59,0.0036665086553972492,0.9794698291505648,0.14247946696533034,0.21579244105997275,0,1.8232809487199762e-05,0.32463927602113585,0.3170901721641155,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,1,59,,,,0.21855198962577982,0,1.2669199707355965e-05,0.3457320862514674,0.36874958824527565,-0.08335419554152168,0.7581761120242587,-0.1145745680261411,0.7064537374527338,0.9212085770200057,0.031220372484619424
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,3,59,-0.1435205582483891,0.45192576918528504,0.19079894160566493,0.19413973040922594,0,1.4523686184217123e-07,0.00037623905733372403,0.033705400725058225,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,3,59,,,,0.21905272372130158,1,5.158210253971052e-07,0.00023788312395434,0.027874250096234655,0.11894747901083108,0.5770343769345152,0.4780365901273775,0.050400281260872946,0.19241444145724823,-0.3590891111165464
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,7,59,-0.05711199780506253,0.6295607894251241,0.11840483856471735,0.28943494805131675,0,0.005680893775559015,0.31741476876329366,0.7806564212069825,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,7,59,,,,0.28971564922210147,0,0.006128111379095926,0.3147833367824321,0.7723875683556601,-0.0809110975914688,0.7291602270160437,0.02677999812245732,0.9242005002225088,0.666575169251421,-0.10769109571392613
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,14,57,-0.04400318336999845,0.7004749635046523,0.11438923948673388,0.20219152657431583,0,0.24541496972871327,0.4369910773667659,0.219453598855751,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,14,57,,,,0.20636918473063337,0,0.19698785993555792,0.37416759943854766,0.2950137626490635,-0.1406528497988932,0.3174967593715413,-0.07554586246114227,0.6911715025016092,0.7889042755605816,-0.06510698733775093
LP_linear,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,21,55,-0.11314740474379263,0.24376918597373676,0.09707079584678048,0.3035587214290727,0,0.000629678219874613,0.3044875435276713,0.5432682067147345,,,,,,
LP_asymmetric,butter,Butter,Retail optimal -> ProZorro,reverse,retail_optimal_baseline,not_applicable,linear,21,55,,,,0.3043253226109921,0,0.0003902958282581804,0.2769923272878056,0.49153164937280713,-0.15757430422779434,0.2667516848774275,0.06010562355642165,0.723416078415321,0.2759031681861718,-0.217679927784216
LP_linear,butter,Butter,FarmGateUA -> ProducerUA,forward,processor_price,initial,pchip,0,1476,1.0566951533990168,6.352606794167404e-89,0.05285358293397396,0.9503530763386825,1,1.2067914913097512e-124,3.321121591814031e-82,0.0,,,,,,
LP_asymmetric,butter,Butter,FarmGateUA -> ProducerUA,forward,processor_price,initial,pchip,0,1476,,,,0.9503568247467203,1,1.471597364326068e-124,4.8145176780039127e-82,0.0,1.0595957061745258,3.0589442176826295e-95,-1.0509070505879563,4.995534601647869e-56,1.8430162604864978e-82,2.1105027567624823
