link,link_direction,price_variant,horizon_days,models,products,variants,mean_coef,median_coef,mean_abs_coef,sig_share,core_share,median_n_obs
ProZorro -> Retail matched,forward,retail_matched_baseline,14,12,6,2,-0.05108417428487689,0.0010154513037419835,0.13130638086878532,0.0,0.0,44.0
ProZorro -> Retail matched,forward,retail_matched_observed,14,12,6,2,-0.037928824222627666,0.008120752069940118,0.16297794595279944,0.16666666666666666,0.16666666666666666,44.0
ProZorro -> Retail optimal,forward,retail_optimal_baseline,14,12,6,2,-0.030489359268086675,0.034747247765480396,0.09019449942265871,0.0,0.0,50.5
ProZorro -> Retail optimal,forward,retail_optimal_observed,14,12,6,2,-0.003065224495522464,0.044287404345769624,0.11809778323595276,0.0,0.0,50.5
ProZorro -> Silpo,forward,silpo_baseline,14,12,6,2,-0.023110366433969992,-0.014246692014142644,0.04487647130549465,0.16666666666666666,0.16666666666666666,35.0
ProZorro -> Silpo,forward,silpo_observed,14,12,6,2,-0.0005508820613053846,-0.012712089980453183,0.061081850681096346,0.16666666666666666,0.16666666666666666,35.0
ProducerUA -> FarmGateUA,reverse,processor_price,14,20,5,2,3.805735606762076,3.3731760722155837,3.805735606762076,1.0,1.0,1462.0
ProducerUA -> ProZorro,forward,procurement_price,14,10,5,2,4.616382384675901,-3.2015326886973687,11.970283023139315,0.2,0.2,254.0
Retail -> FarmGateUA,reverse,retail_observed,14,36,9,2,0.00519641684558362,0.003821163866888355,0.019019144958978645,0.2222222222222222,0.2222222222222222,60.0
Retail -> ProZorro,reverse,retail_baseline,14,12,6,2,0.08686373523310627,0.10985157628192345,0.10324625740870687,0.16666666666666666,0.16666666666666666,59.5
Retail -> ProZorro,reverse,retail_observed,14,12,6,2,-0.006894755579572494,0.03391424627644965,0.12825846570534677,0.16666666666666666,0.16666666666666666,59.5
Retail matched -> ProZorro,reverse,retail_matched_baseline,14,12,6,2,0.0632013094882903,0.03663587012871856,0.08273638433440188,0.0,0.0,52.0
Retail matched -> ProZorro,reverse,retail_matched_observed,14,12,6,2,0.0799933955741541,0.06199409090884266,0.14891160176968468,0.0,0.0,52.0
Retail optimal -> FarmGateUA,reverse,retail_optimal_observed,14,36,9,2,0.004904953652163546,0.003181622248244748,0.01872768176555857,0.2222222222222222,0.2222222222222222,60.0
Retail optimal -> ProZorro,reverse,retail_optimal_baseline,14,12,6,2,0.08686373523310627,0.10985157628192345,0.10324625740870687,0.16666666666666666,0.16666666666666666,59.5
Retail optimal -> ProZorro,reverse,retail_optimal_observed,14,12,6,2,-0.006894755579572494,0.03391424627644965,0.12825846570534677,0.16666666666666666,0.16666666666666666,59.5
Silpo -> ProZorro,reverse,silpo_baseline,14,12,6,2,-0.07752795547606396,-0.05419255993077807,0.3714015866621907,0.0,0.0,47.0
Silpo -> ProZorro,reverse,silpo_observed,14,12,6,2,-0.05378550546649341,-0.0804440403260567,0.27112867638472976,0.16666666666666666,0.16666666666666666,47.0
FarmGateUA -> ProZorro,forward,procurement_price,21,24,6,2,4.521916427248169,4.4184672144721215,19.952623231623683,0.16666666666666666,0.16666666666666666,247.0
FarmGateUA -> ProducerUA,forward,processor_price,21,20,5,2,4.6985296132502254,4.21245241089676,4.6985296132502254,1.0,1.0,1455.0
FarmGateUA -> Retail,forward,retail_observed,21,36,9,2,-48.18782750337285,-20.04907880064986,69.74152532647042,0.1111111111111111,0.0,45.0
FarmGateUA -> Retail optimal,forward,retail_optimal_observed,21,36,9,2,-86.6310504305567,-20.04907880064986,108.18474825365428,0.1111111111111111,0.0,45.0
Novus -> ProZorro,reverse,novus_observed,21,6,3,2,-0.06178357906714816,-0.038827875242757735,0.0717756480619504,0.0,0.0,37.0
ProZorro -> Novus,forward,novus_observed,21,6,3,2,0.47945870991077816,0.44319977900330854,0.7335659781765007,0.6666666666666666,0.3333333333333333,31.0
ProZorro -> ProducerUA,reverse,processor_price,21,10,5,2,-0.1477358045978247,-0.0032897484906026938,0.15336489207151324,0.1,0.1,254.0
ProZorro -> Retail,forward,retail_baseline,21,12,6,2,-0.0010328412821298514,-0.0665816031050404,0.1145503630211624,0.16666666666666666,0.16666666666666666,46.0
ProZorro -> Retail,forward,retail_observed,21,12,6,2,-0.014330124449269144,-0.04690246667825013,0.10566363681605713,0.16666666666666666,0.16666666666666666,46.0
ProZorro -> Retail matched,forward,retail_matched_baseline,21,12,6,2,-0.0033252630609285627,-0.007695204165997144,0.12789785605469003,0.16666666666666666,0.16666666666666666,38.0
ProZorro -> Retail matched,forward,retail_matched_observed,21,12,6,2,-0.0013103773037515208,-0.0018226871729204166,0.14958541670598918,0.16666666666666666,0.16666666666666666,38.0
ProZorro -> Retail optimal,forward,retail_optimal_baseline,21,12,6,2,-0.0010328412821298514,-0.0665816031050404,0.1145503630211624,0.16666666666666666,0.16666666666666666,46.0
ProZorro -> Retail optimal,forward,retail_optimal_observed,21,12,6,2,-0.014330124449269144,-0.04690246667825013,0.10566363681605713,0.16666666666666666,0.16666666666666666,46.0
ProZorro -> Silpo,forward,silpo_baseline,21,12,6,2,-0.022642071206321886,-0.02615414735553379,0.061224093145581304,0.3333333333333333,0.0,28.0
