product,product_label,n_obs,lag_price_coef,lag_price_p,d_producer_coef,d_producer_p,d_farmgate_coef,d_farmgate_p,d_expected_coef,d_expected_p,d_sum_initial_coef,d_sum_initial_p,d_sum_current_coef,d_sum_current_p,r2,scale_signal_flag
butter,Butter,38,-0.4426753387093463,5.630349179349421e-05,-1.0664512879721162,0.03201710652278007,-0.15374802614978034,0.9051453962159758,-0.5602407274833805,9.579014612075298e-05,0.6568585306060166,0.019848892435109212,-0.12407377020197417,0.5290321494389966,0.5252296768051323,1
cheese,CHEESE,38,-0.9573110323363035,5.906306347116232e-09,-1.5204364554922285,0.2400634169873722,-1.936867845264763,0.4823638257028702,-0.10265968748590018,0.39236776779113214,-0.11004292045744801,0.7208601216989772,0.19863061618717215,0.4321477898823932,0.4870174072876422,0
condensed_milk,Condensed milk,32,-1.3630287066286702,6.265681028156121e-23,,,5.164728628643831,0.16445188276405598,-0.4363540311258707,0.01399066227746737,0.38549862506401933,0.4967332235268487,0.04030047422014965,0.9338249531465257,0.6906907186196907,1
cream,Cream,38,-0.6118655478886276,4.1647418235359506e-10,,,-0.10263400184508725,0.8986051749208803,0.045189809125587704,0.8048006222773195,-0.23933845613480953,0.12868991748479583,0.18407822898558868,0.05811344011415792,0.4051021699838977,1
milk,Drinking milk / fermented milk,38,-0.931413332988076,1.248455390274586e-10,0.17612620689525887,0.8367039522705706,-1.347126566468664,0.007250898012234206,-0.40791724857256,1.2786599397278564e-05,0.4457138865298822,0.0006831977089893084,-0.04682668722084193,0.48488435705305244,0.7322140743077357,1
sour_cream,Sour cream,38,-0.5410226402632967,4.005452420862887e-08,0.06640200380023736,0.9258660773387035,-3.4011819113303137,5.470834957485216e-06,-0.47454271946614657,0.0027283397966505313,1.2679484478057472,3.641556356100804e-15,-0.7706474577953523,4.865748506873241e-08,0.6402190694795459,1
