product,standardized_type,pair_left,pair_right,lag_days,corr,is_best_lag
Сир твердий,hard_cheese,ProducerUA,ProZorro,11,0.0479950569754617,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,12,0.028053700251128424,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,13,0.001982914236992702,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,14,-0.014431013994664019,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,15,-0.019337084705509787,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,16,-0.04704091382584721,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,17,-0.0536962593218359,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,18,-0.06738100171668132,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,19,-0.06888919697260713,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,20,-0.06895249099290271,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,21,-0.07303185650775702,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,22,-0.05541230554521426,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,23,-0.04847571513680684,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,24,-0.046495643259538,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,25,-0.05225930742404535,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,26,-0.06048869378114458,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,27,-0.07849703227702881,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,28,-0.08793528338754791,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,29,-0.09857294319262248,0
Сир твердий,hard_cheese,ProducerUA,ProZorro,30,-0.112574663105113,0
Сир твердий,hard_cheese,ProducerUA,Silpo,1,-0.03540096823416697,0
Сир твердий,hard_cheese,ProducerUA,Silpo,2,-0.03594232268433696,0
Сир твердий,hard_cheese,ProducerUA,Silpo,3,-0.03638046749627009,0
Сир твердий,hard_cheese,ProducerUA,Silpo,4,-0.036656972660998204,0
Сир твердий,hard_cheese,ProducerUA,Silpo,5,-0.040122427450268,0
Сир твердий,hard_cheese,ProducerUA,Silpo,6,-0.0497816586352613,0
Сир твердий,hard_cheese,ProducerUA,Silpo,7,-0.07187922654334275,0
Сир твердий,hard_cheese,ProducerUA,Silpo,8,-0.11116973261008402,0
Сир твердий,hard_cheese,ProducerUA,Silpo,9,-0.16351750816831287,0
Сир твердий,hard_cheese,ProducerUA,Silpo,10,-0.217927396834038,0
Сир твердий,hard_cheese,ProducerUA,Silpo,11,-0.2659137296067633,0
Сир твердий,hard_cheese,ProducerUA,Silpo,12,-0.30952606472139776,0
Сир твердий,hard_cheese,ProducerUA,Silpo,13,-0.34830561115471254,0
Сир твердий,hard_cheese,ProducerUA,Silpo,14,-0.38077346634235226,0
Сир твердий,hard_cheese,ProducerUA,Silpo,15,-0.405620739172679,0
Сир твердий,hard_cheese,ProducerUA,Silpo,16,-0.42088622791084473,0
Сир твердий,hard_cheese,ProducerUA,Silpo,17,-0.4061925045117437,0
Сир твердий,hard_cheese,ProducerUA,Silpo,18,-0.37935482658064745,0
Сир твердий,hard_cheese,ProducerUA,Silpo,19,-0.37971404907213785,0
Сир твердий,hard_cheese,ProducerUA,Silpo,20,-0.3552001496241728,0
Сир твердий,hard_cheese,ProducerUA,Silpo,21,-0.3299007883635206,0
Сир твердий,hard_cheese,ProducerUA,Silpo,22,-0.3083341838152277,0
Сир твердий,hard_cheese,ProducerUA,Silpo,23,-0.28959486585367694,0
Сир твердий,hard_cheese,ProducerUA,Silpo,24,-0.27339738416949705,0
Сир твердий,hard_cheese,ProducerUA,Silpo,25,-0.2575458157068854,0
Сир твердий,hard_cheese,ProducerUA,Silpo,26,-0.24384182240413507,0
Сир твердий,hard_cheese,ProducerUA,Silpo,27,-0.2135646969572687,0
Сир твердий,hard_cheese,ProducerUA,Silpo,28,-0.20700187116771637,0
Сир твердий,hard_cheese,ProducerUA,Silpo,29,-0.1985041417679964,0
Сир твердий,hard_cheese,ProducerUA,Silpo,30,-0.17523301765970653,0
Інше/невідомо,milk,EU,Silpo,1,-0.011580141031644352,0
Інше/невідомо,milk,EU,Silpo,2,0.010249010682425647,0
Інше/невідомо,milk,EU,Silpo,3,0.13388552086217406,0
Інше/невідомо,milk,EU,Silpo,4,0.08595743467851034,0
Інше/невідомо,milk,EU,Silpo,5,0.11872272499514348,0
Інше/невідомо,milk,EU,Silpo,6,0.19604068345949338,0
Інше/невідомо,milk,EU,Silpo,7,0.300258754802081,0
Інше/невідомо,milk,EU,Silpo,8,0.25255749987447507,0
Інше/невідомо,milk,EU,Silpo,9,0.31227651360696296,0
Інше/невідомо,milk,EU,Silpo,10,0.38129618404588617,0
Інше/невідомо,milk,EU,Silpo,11,0.20045287831990213,0
Інше/невідомо,milk,EU,Silpo,12,0.1977769859273027,0
Інше/невідомо,milk,EU,Silpo,13,0.2133955946228627,0
Інше/невідомо,milk,EU,Silpo,14,0.16592521823110726,0
Інше/невідомо,milk,EU,Silpo,15,0.09981417440992875,0
Інше/невідомо,milk,EU,Silpo,16,0.16270977329116065,0
Інше/невідомо,milk,EU,Silpo,17,0.21011625635308573,0
Інше/невідомо,milk,EU,Silpo,18,0.0646027848351247,0
Інше/невідомо,milk,EU,Silpo,19,-0.05810460738026303,0
Інше/невідомо,milk,EU,Silpo,20,0.017516136665081613,0
Інше/невідомо,milk,EU,Silpo,21,0.05818425913345247,0
Інше/невідомо,milk,EU,Silpo,22,-0.04957833204123709,0
Інше/невідомо,milk,EU,Silpo,23,0.03471030978338947,0
Інше/невідомо,milk,EU,Silpo,24,0.18587380073676033,0
Інше/невідомо,milk,EU,Silpo,25,0.027029645982441043,0
Інше/невідомо,milk,EU,Silpo,26,0.035813264283748855,0
Інше/невідомо,milk,EU,Silpo,27,0.0839251122950247,0
Інше/невідомо,milk,EU,Silpo,28,0.11114635228730241,0
Інше/невідомо,milk,EU,Silpo,29,0.035106269735113056,0
Інше/невідомо,milk,EU,Silpo,30,0.04839330054035663,0
Кефір,milk,ProducerUA,Silpo,1,-0.4427213767975084,0
Кефір,milk,ProducerUA,Silpo,2,-0.4249956338591425,0
Кефір,milk,ProducerUA,Silpo,3,-0.40041034826584987,0
Кефір,milk,ProducerUA,Silpo,4,-0.3727353832293563,0
Кефір,milk,ProducerUA,Silpo,5,-0.34396907421160366,0
Кефір,milk,ProducerUA,Silpo,6,-0.3206445757123432,0
Кефір,milk,ProducerUA,Silpo,7,-0.30665342275121243,0
Кефір,milk,ProducerUA,Silpo,8,-0.3009136668529543,0
Кефір,milk,ProducerUA,Silpo,9,-0.30256634462236737,0
Кефір,milk,ProducerUA,Silpo,10,-0.30802111319849207,0
Кефір,milk,ProducerUA,Silpo,11,-0.3108153662768594,0
Кефір,milk,ProducerUA,Silpo,12,-0.30725297128729073,0
Кефір,milk,ProducerUA,Silpo,13,-0.29616629270200406,0
Кефір,milk,ProducerUA,Silpo,14,-0.28005802383887624,0
Кефір,milk,ProducerUA,Silpo,15,-0.26446282913472413,0
Кефір,milk,ProducerUA,Silpo,16,-0.252064798997279,0
Кефір,milk,ProducerUA,Silpo,17,-0.2782581633836867,0
Кефір,milk,ProducerUA,Silpo,18,-0.27128212288424813,0
Кефір,milk,ProducerUA,Silpo,19,-0.2718836498279347,0
Кефір,milk,ProducerUA,Silpo,20,-0.264495441983988,0
Кефір,milk,ProducerUA,Silpo,21,-0.25531194957248,0
Кефір,milk,ProducerUA,Silpo,22,-0.24807791138069174,0
Кефір,milk,ProducerUA,Silpo,23,-0.2425177295906124,0
Кефір,milk,ProducerUA,Silpo,24,-0.23494489905803687,0
Кефір,milk,ProducerUA,Silpo,25,-0.2263330693619447,0
Кефір,milk,ProducerUA,Silpo,26,-0.21204825600959568,0
Кефір,milk,ProducerUA,Silpo,27,-0.1943453898355631,0
Кефір,milk,ProducerUA,Silpo,28,-0.1778610660214034,0
Кефір,milk,ProducerUA,Silpo,29,-0.18238575388223893,0
Кефір,milk,ProducerUA,Silpo,30,-0.19172237056781813,0
Молоко питне,milk,EU,ProZorro,1,-0.00435979785219384,0
Молоко питне,milk,EU,ProZorro,2,-0.1060200313723077,0
Молоко питне,milk,EU,ProZorro,3,-0.06158484858048048,0
Молоко питне,milk,EU,ProZorro,4,-0.019931844764126277,0
Молоко питне,milk,EU,ProZorro,5,-0.015153847695968092,0
Молоко питне,milk,EU,ProZorro,6,0.02013889352272748,0
Молоко питне,milk,EU,ProZorro,7,-0.006423650089319772,0
Молоко питне,milk,EU,ProZorro,8,-0.023435794804905017,0
Молоко питне,milk,EU,ProZorro,9,-0.14953596791079948,0
Молоко питне,milk,EU,ProZorro,10,-0.08531328581488874,0
Молоко питне,milk,EU,ProZorro,11,0.03334055551630524,0
Молоко питне,milk,EU,ProZorro,12,0.05904766205046765,0
Молоко питне,milk,EU,ProZorro,13,0.08019755094158047,0
Молоко питне,milk,EU,ProZorro,14,0.04779437502313615,0
Молоко питне,milk,EU,ProZorro,15,0.09383870815040742,0
Молоко питне,milk,EU,ProZorro,16,-0.031219152829861103,0
Молоко питне,milk,EU,ProZorro,17,0.02068409644008142,0
Молоко питне,milk,EU,ProZorro,18,0.1187839825768502,0
Молоко питне,milk,EU,ProZorro,19,0.1717509372659825,0
Молоко питне,milk,EU,ProZorro,20,0.23942379797078786,0
Молоко питне,milk,EU,ProZorro,21,0.17328407284936737,0
Молоко питне,milk,EU,ProZorro,22,0.1521350525819642,0
Молоко питне,milk,EU,ProZorro,23,0.016210353807338547,0
Молоко питне,milk,EU,ProZorro,24,0.09191201704389802,0
Молоко питне,milk,EU,ProZorro,25,0.22323329270272008,0
Молоко питне,milk,EU,ProZorro,26,0.2426203964711602,0
Молоко питне,milk,EU,ProZorro,27,0.27851078423532943,0
Молоко питне,milk,EU,ProZorro,28,0.18139110329997007,0
Молоко питне,milk,EU,ProZorro,29,0.17075535473553374,0
Молоко питне,milk,EU,ProZorro,30,-0.0045178866570295545,0
Молоко питне,milk,EU,ProducerUA,1,0.6945146127622102,0
Молоко питне,milk,EU,ProducerUA,2,0.6941244292387533,0
Молоко питне,milk,EU,ProducerUA,3,0.6962614332204562,0
Молоко питне,milk,EU,ProducerUA,4,0.7000031134452626,0
Молоко питне,milk,EU,ProducerUA,5,0.7030811173212884,0
Молоко питне,milk,EU,ProducerUA,6,0.703176795177171,0
Молоко питне,milk,EU,ProducerUA,7,0.7004046598593577,0
Молоко питне,milk,EU,ProducerUA,8,0.6972279043854325,0
Молоко питне,milk,EU,ProducerUA,9,0.6959394274097268,0
Молоко питне,milk,EU,ProducerUA,10,0.6974174492221276,0
Молоко питне,milk,EU,ProducerUA,11,0.700701900909806,0
Молоко питне,milk,EU,ProducerUA,12,0.7035150552594454,0
Молоко питне,milk,EU,ProducerUA,13,0.7034913222875543,0
Молоко питне,milk,EU,ProducerUA,14,0.7006703810367999,0
Молоко питне,milk,EU,ProducerUA,15,0.6974631451674854,0
Молоко питне,milk,EU,ProducerUA,16,0.6960700650919005,0
Молоко питне,milk,EU,ProducerUA,17,0.6973495134135536,0
Молоко питне,milk,EU,ProducerUA,18,0.7004436794814072,0
Молоко питне,milk,EU,ProducerUA,19,0.7029724761469044,0
Молоко питне,milk,EU,ProducerUA,20,0.7026898753654184,0
Молоко питне,milk,EU,ProducerUA,21,0.6998135439515659,0
Молоко питне,milk,EU,ProducerUA,22,0.6967245324823474,0
Молоко питне,milk,EU,ProducerUA,23,0.6957018538552626,0
Молоко питне,milk,EU,ProducerUA,24,0.6976308791270056,0
Молоко питне,milk,EU,ProducerUA,25,0.7016183930353227,0
Молоко питне,milk,EU,ProducerUA,26,0.705385498658764,0
Молоко питне,milk,EU,ProducerUA,27,0.7065668481492933,0
Молоко питне,milk,EU,ProducerUA,28,0.7051201889964698,0
Молоко питне,milk,EU,ProducerUA,29,0.7032591622563941,0
Молоко питне,milk,EU,ProducerUA,30,0.7032183710586668,0
Молоко питне,milk,EU,Silpo,1,0.2799817392003952,0
Молоко питне,milk,EU,Silpo,2,0.24625780874469533,0
Молоко питне,milk,EU,Silpo,3,-0.018438178174806672,0
Молоко питне,milk,EU,Silpo,4,0.005013097034186756,0
Молоко питне,milk,EU,Silpo,5,0.2790522450507442,0
Молоко питне,milk,EU,Silpo,6,-0.042060500659047165,0
Молоко питне,milk,EU,Silpo,7,-0.3013088519893242,0
Молоко питне,milk,EU,Silpo,8,-0.39872005522637316,0
Молоко питне,milk,EU,Silpo,9,-0.3143304155280623,0
Молоко питне,milk,EU,Silpo,10,-0.2857773114439531,0
Молоко питне,milk,EU,Silpo,11,-0.1598209077505767,0
Молоко питне,milk,EU,Silpo,12,-0.06374798565136806,0
Молоко питне,milk,EU,Silpo,13,-0.10788755133842808,0
Молоко питне,milk,EU,Silpo,14,-0.3191296370850484,0
Молоко питне,milk,EU,Silpo,15,-0.13449443663387065,0
Молоко питне,milk,EU,Silpo,16,-0.17947133006653815,0
Молоко питне,milk,EU,Silpo,17,-0.27399931084568385,0
Молоко питне,milk,EU,Silpo,18,-0.2848266223082406,0
Молоко питне,milk,EU,Silpo,19,-0.08347612232789968,0
Молоко питне,milk,EU,Silpo,20,-0.23280457516106962,0
Молоко питне,milk,EU,Silpo,21,-0.23104852126554842,0
Молоко питне,milk,EU,Silpo,22,-0.08323591884414419,0
Молоко питне,milk,EU,Silpo,23,-0.07105320212149743,0
Молоко питне,milk,EU,Silpo,24,-0.24096515563988896,0
Молоко питне,milk,EU,Silpo,25,-0.21854255431772654,0
Молоко питне,milk,EU,Silpo,26,-0.06887766403444875,0
Молоко питне,milk,EU,Silpo,27,-0.21176938069867846,0
Молоко питне,milk,EU,Silpo,28,-0.2598495299529381,0
Молоко питне,milk,EU,Silpo,29,-0.14100736444039463,0
Молоко питне,milk,EU,Silpo,30,-0.2711366935385369,0
Молоко питне,milk,Novus,Silpo,13,-0.07795604523917127,0
Молоко питне,milk,Novus,Silpo,14,-0.29015639585781994,0
Молоко питне,milk,Novus,Silpo,15,0.4795507803237694,0
Молоко питне,milk,Novus,Silpo,20,-0.1983360578194611,0
Молоко питне,milk,Novus,Silpo,21,0.30207544142008136,0
Молоко питне,milk,Novus,Silpo,22,-0.11820889371977715,0
Молоко питне,milk,Novus,Silpo,23,0.025683653068569474,0
Молоко питне,milk,Novus,Silpo,24,-0.02404193498753952,0
Молоко питне,milk,Novus,Silpo,25,0.018703662325966586,0
Молоко питне,milk,Novus,Silpo,26,-0.1741740048203151,0
Молоко питне,milk,Novus,Silpo,27,0.3766189739200581,0
Молоко питне,milk,Novus,Silpo,28,0.6180017302836935,0
Молоко питне,milk,Novus,Silpo,29,0.03479259669515051,0
Молоко питне,milk,Novus,Silpo,30,0.23275802571533602,0
Молоко питне,milk,ProducerUA,ConsumerUA,1,0.9918066746547143,0
Молоко питне,milk,ProducerUA,ConsumerUA,2,0.9849715872052417,0
Молоко питне,milk,ProducerUA,ConsumerUA,3,0.9746870664848933,0
Молоко питне,milk,ProducerUA,ConsumerUA,4,0.9620462106758233,0
Молоко питне,milk,ProducerUA,ConsumerUA,5,0.9481137485149823,0
Молоко питне,milk,ProducerUA,ConsumerUA,6,0.9337319577844981,0
Молоко питне,milk,ProducerUA,ConsumerUA,7,0.9194315083377257,0
Молоко питне,milk,ProducerUA,ConsumerUA,8,0.905472506083726,0
Молоко питне,milk,ProducerUA,ConsumerUA,9,0.8919430598191856,0
Молоко питне,milk,ProducerUA,ConsumerUA,10,0.8788322740256096,0
Молоко питне,milk,ProducerUA,ConsumerUA,11,0.8660728111802977,0
Молоко питне,milk,ProducerUA,ConsumerUA,12,0.8535796860727524,0
Молоко питне,milk,ProducerUA,ConsumerUA,13,0.8412800288811669,0
Молоко питне,milk,ProducerUA,ConsumerUA,14,0.8291321934037225,0
Молоко питне,milk,ProducerUA,ConsumerUA,15,0.8171245035802811,0
Молоко питне,milk,ProducerUA,ConsumerUA,16,0.8052600587422212,0
Молоко питне,milk,ProducerUA,ConsumerUA,17,0.7935508310160562,0
Молоко питне,milk,ProducerUA,ConsumerUA,18,0.782016966159212,0
Молоко питне,milk,ProducerUA,ConsumerUA,19,0.7706838752447487,0
Молоко питне,milk,ProducerUA,ConsumerUA,20,0.7595765037288068,0
Молоко питне,milk,ProducerUA,ConsumerUA,21,0.7487134322335111,0
Молоко питне,milk,ProducerUA,ConsumerUA,22,0.7381002493430823,0
Молоко питне,milk,ProducerUA,ConsumerUA,23,0.7277177906461746,0
Молоко питне,milk,ProducerUA,ConsumerUA,24,0.7175273610128408,0
Молоко питне,milk,ProducerUA,ConsumerUA,25,0.7074866909804911,0
Молоко питне,milk,ProducerUA,ConsumerUA,26,0.6975576441502848,0
Молоко питне,milk,ProducerUA,ConsumerUA,27,0.6877092662810811,0
Молоко питне,milk,ProducerUA,ConsumerUA,28,0.6779150382236107,0
Молоко питне,milk,ProducerUA,ConsumerUA,29,0.6681505290884233,0
Молоко питне,milk,ProducerUA,ConsumerUA,30,0.6584250236401666,0
Молоко питне,milk,ProducerUA,Novus,1,0.15239486624628354,0
Молоко питне,milk,ProducerUA,Novus,2,0.15955639504841118,0
Молоко питне,milk,ProducerUA,Novus,3,0.18297421533287317,0
Молоко питне,milk,ProducerUA,Novus,4,0.2941226788089212,0
Молоко питне,milk,ProducerUA,Novus,5,0.3045066887137851,0
Молоко питне,milk,ProducerUA,Novus,6,0.3113403621001194,0
Молоко питне,milk,ProducerUA,Novus,7,0.33749816656223985,0
Молоко питне,milk,ProducerUA,Novus,8,0.35550632870696086,0
Молоко питне,milk,ProducerUA,Novus,9,0.3772318351854551,0
Молоко питне,milk,ProducerUA,Novus,10,0.4093047790827283,0
Молоко питне,milk,ProducerUA,ProZorro,1,-0.11528964310212372,0
Молоко питне,milk,ProducerUA,ProZorro,2,-0.11040037559152567,0
Молоко питне,milk,ProducerUA,ProZorro,3,-0.10773535033180114,0
Молоко питне,milk,ProducerUA,ProZorro,4,-0.10591408477681721,0
Молоко питне,milk,ProducerUA,ProZorro,5,-0.11412546679875286,0
Молоко питне,milk,ProducerUA,ProZorro,6,-0.12531273439205337,0
Молоко питне,milk,ProducerUA,ProZorro,7,-0.13736956815013482,0
Молоко питне,milk,ProducerUA,ProZorro,8,-0.14674124536644848,0
Молоко питне,milk,ProducerUA,ProZorro,9,-0.14152382435914385,0
Молоко питне,milk,ProducerUA,ProZorro,10,-0.14410612131926234,0
Молоко питне,milk,ProducerUA,ProZorro,11,-0.1473011741073073,0
Молоко питне,milk,ProducerUA,ProZorro,12,-0.15120357693217681,0
Молоко питне,milk,ProducerUA,ProZorro,13,-0.15358349772009833,0
Молоко питне,milk,ProducerUA,ProZorro,14,-0.15088182156960084,0
Молоко питне,milk,ProducerUA,ProZorro,15,-0.14464897157737408,0
Молоко питне,milk,ProducerUA,ProZorro,16,-0.14429542334272918,0
Молоко питне,milk,ProducerUA,ProZorro,17,-0.14404391637900482,0
Молоко питне,milk,ProducerUA,ProZorro,18,-0.14978164528468477,0
Молоко питне,milk,ProducerUA,ProZorro,19,-0.15415420640938843,0
Молоко питне,milk,ProducerUA,ProZorro,20,-0.14468774142695434,0
Молоко питне,milk,ProducerUA,ProZorro,21,-0.12618528079219626,0
Молоко питне,milk,ProducerUA,ProZorro,22,-0.11234181186725768,0
Молоко питне,milk,ProducerUA,ProZorro,23,-0.10472595401873387,0
Молоко питне,milk,ProducerUA,ProZorro,24,-0.09679160491378902,0
Молоко питне,milk,ProducerUA,ProZorro,25,-0.09045359584350612,0
Молоко питне,milk,ProducerUA,ProZorro,26,-0.08923107095105948,0
Молоко питне,milk,ProducerUA,ProZorro,27,-0.07531475401365437,0
Молоко питне,milk,ProducerUA,ProZorro,28,-0.05658108519571722,0
Молоко питне,milk,ProducerUA,ProZorro,29,-0.031625370349980475,0
Молоко питне,milk,ProducerUA,ProZorro,30,-0.011256363614794167,0
Молоко питне,milk,ProducerUA,Silpo,1,-0.14621915776468736,0
Молоко питне,milk,ProducerUA,Silpo,2,-0.1299059904231777,0
Молоко питне,milk,ProducerUA,Silpo,3,-0.10434853610992846,0
Молоко питне,milk,ProducerUA,Silpo,4,-0.07797411803503981,0
Молоко питне,milk,ProducerUA,Silpo,5,-0.061368432521598175,0
Молоко питне,milk,ProducerUA,Silpo,6,-0.06116460134729026,0
Молоко питне,milk,ProducerUA,Silpo,7,-0.0780843264063494,0
Молоко питне,milk,ProducerUA,Silpo,8,-0.10836087711662709,0
Молоко питне,milk,ProducerUA,Silpo,9,-0.14696267326586832,0
Молоко питне,milk,ProducerUA,Silpo,10,-0.18821661947179566,0
Молоко питне,milk,ProducerUA,Silpo,11,-0.2249438032110693,0
Молоко питне,milk,ProducerUA,Silpo,12,-0.2549474238713806,0
Молоко питне,milk,ProducerUA,Silpo,13,-0.2779657780312664,0
Молоко питне,milk,ProducerUA,Silpo,14,-0.29420179582354755,0
Молоко питне,milk,ProducerUA,Silpo,15,-0.3029526008016047,0
Молоко питне,milk,ProducerUA,Silpo,16,-0.3034131857310326,0
Молоко питне,milk,ProducerUA,Silpo,17,-0.3196855426421786,0
Молоко питне,milk,ProducerUA,Silpo,18,-0.3368524146103822,0
Молоко питне,milk,ProducerUA,Silpo,19,-0.31015335016292056,0
Молоко питне,milk,ProducerUA,Silpo,20,-0.2984038736257526,0
Молоко питне,milk,ProducerUA,Silpo,21,-0.2823364545521731,0
Молоко питне,milk,ProducerUA,Silpo,22,-0.25693259915655386,0
Молоко питне,milk,ProducerUA,Silpo,23,-0.2216055829705254,0
Молоко питне,milk,ProducerUA,Silpo,24,-0.17995230568824616,0
Молоко питне,milk,ProducerUA,Silpo,25,-0.13784981587841091,0
Молоко питне,milk,ProducerUA,Silpo,26,-0.10257743412297583,0
Молоко питне,milk,ProducerUA,Silpo,27,-0.08861349557592048,0
Молоко питне,milk,ProducerUA,Silpo,28,-0.06558172236819583,0
Молоко питне,milk,ProducerUA,Silpo,29,-0.05659818201155274,0
Молоко питне,milk,ProducerUA,Silpo,30,-0.09388716917732098,0
Інше/невідомо,other,EU,ProZorro,1,0.7624745926766463,0
Інше/невідомо,other,EU,ProZorro,2,0.7542925965586293,0
Інше/невідомо,other,EU,ProZorro,3,0.7632550267413782,0
Інше/невідомо,other,EU,ProZorro,4,0.7597927581741825,0
Інше/невідомо,other,EU,ProZorro,5,0.7441282208989082,0
Інше/невідомо,other,EU,ProZorro,6,0.754320850937943,0
Інше/невідомо,other,EU,ProZorro,7,0.7504534981979122,0
Інше/невідомо,other,EU,ProZorro,8,0.7459516473846074,0
Інше/невідомо,other,EU,ProZorro,9,0.7451214622942635,0
Інше/невідомо,other,EU,ProZorro,10,0.7589104578637432,0
Інше/невідомо,other,EU,ProZorro,11,0.7615067482022913,0
Інше/невідомо,other,EU,ProZorro,12,0.7780340644565579,0
Інше/невідомо,other,EU,ProZorro,13,0.7759206538674175,0
Інше/невідомо,other,EU,ProZorro,14,0.782061441567396,0
Інше/невідомо,other,EU,ProZorro,15,0.781997346178973,0
Інше/невідомо,other,EU,ProZorro,16,0.7777005277239546,0
Інше/невідомо,other,EU,ProZorro,17,0.7869168316457748,0
Інше/невідомо,other,EU,ProZorro,18,0.784727706092166,0
Інше/невідомо,other,EU,ProZorro,19,0.7904707934634788,0
Інше/невідомо,other,EU,ProZorro,20,0.7976202548945311,0
Інше/невідомо,other,EU,ProZorro,21,0.8217876974157164,0
Інше/невідомо,other,EU,ProZorro,22,0.8246021288610761,0
Інше/невідомо,other,EU,ProZorro,23,0.8307630260884464,0
Інше/невідомо,other,EU,ProZorro,24,0.8369578063420424,0
Інше/невідомо,other,EU,ProZorro,25,0.8413757268998701,0
Інше/невідомо,other,EU,ProZorro,26,0.8374134741717462,0
Інше/невідомо,other,EU,ProZorro,27,0.8487201598707588,0
Інше/невідомо,other,EU,ProZorro,28,0.8726166637704476,0
Інше/невідомо,other,EU,ProZorro,29,0.8564866519190967,0
Інше/невідомо,other,EU,ProZorro,30,0.8566397006888047,0
Інше/невідомо,other,EU,Silpo,1,-0.15974373255189267,0
Інше/невідомо,other,EU,Silpo,2,-0.26380323666977207,0
Інше/невідомо,other,EU,Silpo,3,-0.24502882818617402,0
Інше/невідомо,other,EU,Silpo,4,-0.19617802275476273,0
Інше/невідомо,other,EU,Silpo,5,-0.2516513448272113,0
Інше/невідомо,other,EU,Silpo,6,-0.31739519130877053,0
Інше/невідомо,other,EU,Silpo,7,-0.39872841203250653,0
Інше/невідомо,other,EU,Silpo,8,-0.47904643224888355,0
Інше/невідомо,other,EU,Silpo,9,-0.5721977316688752,0
Інше/невідомо,other,EU,Silpo,10,-0.5650669579591262,0
Інше/невідомо,other,EU,Silpo,11,-0.4931546390328696,0
Інше/невідомо,other,EU,Silpo,12,-0.47649298984998917,0
Інше/невідомо,other,EU,Silpo,13,-0.4230110028789142,0
Інше/невідомо,other,EU,Silpo,14,-0.35202214413428307,0
Інше/невідомо,other,EU,Silpo,15,-0.2862056202843889,0
Інше/невідомо,other,EU,Silpo,16,-0.36126240272663274,0
Інше/невідомо,other,EU,Silpo,17,-0.3529024916264549,0
Інше/невідомо,other,EU,Silpo,18,-0.27795578486129496,0
Інше/невідомо,other,EU,Silpo,19,-0.2603272628945741,0
Інше/невідомо,other,EU,Silpo,20,-0.18905776238354313,0
Інше/невідомо,other,EU,Silpo,21,-0.046211764875665216,0
Інше/невідомо,other,EU,Silpo,22,0.11631427729752836,0
Інше/невідомо,other,EU,Silpo,23,0.08754015261078558,0
Інше/невідомо,other,EU,Silpo,24,0.0826651323818487,0
Інше/невідомо,other,EU,Silpo,25,0.1353001435150361,0
Інше/невідомо,other,EU,Silpo,26,0.1258266464773429,0
Інше/невідомо,other,EU,Silpo,27,0.06504708158534707,0
Інше/невідомо,other,EU,Silpo,28,-0.0238691987129458,0
Інше/невідомо,other,EU,Silpo,29,-0.0843477516270114,0
Інше/невідомо,other,EU,Silpo,30,-0.14208449517908409,0
Сметана,sour_cream,ProducerUA,ConsumerUA,1,0.9940901205039061,0
Сметана,sour_cream,ProducerUA,ConsumerUA,2,0.9887198108344716,0
Сметана,sour_cream,ProducerUA,ConsumerUA,3,0.9806850141536332,0
Сметана,sour_cream,ProducerUA,ConsumerUA,4,0.9708410262081083,0
Сметана,sour_cream,ProducerUA,ConsumerUA,5,0.96001360491315,0
Сметана,sour_cream,ProducerUA,ConsumerUA,6,0.948847946448344,0
Сметана,sour_cream,ProducerUA,ConsumerUA,7,0.937738941843965,0
Сметана,sour_cream,ProducerUA,ConsumerUA,8,0.9268663482819622,0
Сметана,sour_cream,ProducerUA,ConsumerUA,9,0.9162833594922787,0
Сметана,sour_cream,ProducerUA,ConsumerUA,10,0.9059759961852072,0
Сметана,sour_cream,ProducerUA,ConsumerUA,11,0.8958939708952981,0
Сметана,sour_cream,ProducerUA,ConsumerUA,12,0.8859779799589689,0
Сметана,sour_cream,ProducerUA,ConsumerUA,13,0.8761808969089661,0
Сметана,sour_cream,ProducerUA,ConsumerUA,14,0.8664782732310934,0
Сметана,sour_cream,ProducerUA,ConsumerUA,15,0.8568636633136487,0
Сметана,sour_cream,ProducerUA,ConsumerUA,16,0.8473364091332501,0
Сметана,sour_cream,ProducerUA,ConsumerUA,17,0.8378966272204644,0
Сметана,sour_cream,ProducerUA,ConsumerUA,18,0.8285450034858232,0
Сметана,sour_cream,ProducerUA,ConsumerUA,19,0.8192825237794406,0
Сметана,sour_cream,ProducerUA,ConsumerUA,20,0.8101096290519069,0
Сметана,sour_cream,ProducerUA,ConsumerUA,21,0.8010244160768555,0
Сметана,sour_cream,ProducerUA,ConsumerUA,22,0.79202001265494,0
Сметана,sour_cream,ProducerUA,ConsumerUA,23,0.7830793845086577,0
Сметана,sour_cream,ProducerUA,ConsumerUA,24,0.7741851358002796,0
