product,left,right,metric,pearson,spearman,n_obs
Молоко питне,Тернопільська,Чернігівська,log_price,-0.0526182193621096,0.12766016417281356,10
Молоко питне,Харківська,Хмельницька,log_price,0.2144843336546689,-0.15364087548271999,13
Молоко питне,Хмельницька,Черкаська,log_price,-0.2253345541380672,-0.1260663046284328,13
Молоко питне,Хмельницька,Чернівецька,log_price,0.07650025619008867,-0.1254446491736181,18
Молоко питне,Хмельницька,Чернігівська,log_price,0.009244273654804689,-0.08078025768117246,13
Молоко питне,Черкаська,Чернівецька,log_price,0.388561178027432,0.3302767737355906,10
Молоко питне,Черкаська,Чернігівська,log_price,-0.1535516993556477,0.11692805857962202,10
Молоко питне,Вінницька,Дніпропетровська,dlog_price,0.35589980524746445,0.39090909090909093,11
Молоко питне,Вінницька,Житомирська,dlog_price,-0.011123000528494907,-0.09534625892455924,11
Молоко питне,Вінницька,Київська,dlog_price,0.4921942016641771,0.34365325077399383,18
Молоко питне,Вінницька,Львівська,dlog_price,-0.3925084328553338,-0.33434804902403553,10
Молоко питне,Дніпропетровська,Київська,dlog_price,-0.5665959883638756,-0.432967032967033,14
Молоко питне,Житомирська,Київська,dlog_price,-0.014887780306622947,-0.14889808041211824,14
Молоко питне,Житомирська,Хмельницька,dlog_price,0.1687687301982696,0.0481125224324688,11
Молоко питне,Київська,Львівська,dlog_price,0.41274920126144704,0.4909090909090909,11
Молоко питне,Київська,Одеська,dlog_price,-0.15636747513258753,-0.25,15
Молоко питне,Київська,Полтавська,dlog_price,-0.2940245662124811,-0.2553203283456271,10
Молоко питне,Київська,Рівненська,dlog_price,-0.25137086132568287,-0.2606060606060606,10
Молоко питне,Київська,Хмельницька,dlog_price,0.29921228385917975,-0.09078412990032037,13
Молоко питне,Полтавська,Хмельницька,dlog_price,0.03256184409834933,-0.06833730713673078,11
Сир кисломолочний,Івано-Франківська,Київська,log_price,0.11052127739464075,-0.004566210045662101,11
Сир кисломолочний,Вінницька,Дніпропетровська,log_price,-0.028427874893670466,-0.17875454250829137,10
Сир кисломолочний,Вінницька,Київська,log_price,-0.3075221326281534,-0.36733697369270546,19
Сир кисломолочний,Вінницька,Полтавська,log_price,-0.016699990625180027,0.046378196882589026,16
Сир кисломолочний,Вінницька,Тернопільська,log_price,0.526154731453238,0.4494701996913224,15
Сир кисломолочний,Дніпропетровська,Київська,log_price,0.2333286658956109,0.3407296216889847,20
Сир кисломолочний,Дніпропетровська,Одеська,log_price,0.1353949921438681,-0.006060606060606061,10
Сир кисломолочний,Дніпропетровська,Полтавська,log_price,-0.27664156706875986,-0.2269884731230722,15
Сир кисломолочний,Дніпропетровська,Тернопільська,log_price,-0.15878417198926317,-0.4024390243902439,10
Сир кисломолочний,Дніпропетровська,Харківська,log_price,-0.5587720765300436,-0.569662172854805,10
Сир кисломолочний,Житомирська,Київська,log_price,-0.025664514926934317,-0.1690591526859234,23
Сир кисломолочний,Житомирська,Миколаївська,log_price,0.3975425855366073,0.17561849790288275,10
Сир кисломолочний,Житомирська,Полтавська,log_price,-0.10556938352070855,-0.3262290670215717,14
Сир кисломолочний,Житомирська,Тернопільська,log_price,-0.3898536531616863,-0.38695409996502705,15
Сир кисломолочний,Київська,Кіровоградська,log_price,-0.30795106497658115,-0.10933969141876927,11
Сир кисломолочний,Київська,Миколаївська,log_price,0.16069179655031599,0.21678321678321683,12
Сир кисломолочний,Київська,Одеська,log_price,-0.0633353850558085,-0.09090909090909091,11
Сир кисломолочний,Київська,Полтавська,log_price,-0.23154649443929715,-0.15575744401536543,38
Сир кисломолочний,Київська,Сумська,log_price,0.0819346540066064,-0.010507897025075192,12
Сир кисломолочний,Київська,Тернопільська,log_price,0.07186930917727738,0.09813355493020941,25
Сир кисломолочний,Київська,Харківська,log_price,-0.13831887186359715,-0.2418179807807455,16
Сир кисломолочний,Київська,Чернігівська,log_price,0.2733044678325477,0.1753507287584581,12
Сир кисломолочний,Миколаївська,Полтавська,log_price,-0.41359528978934823,-0.3416865356836539,11
Сир кисломолочний,Одеська,Полтавська,log_price,-0.4985667263565234,-0.3972447802314638,13
Сир кисломолочний,Одеська,Харківська,log_price,0.5190755072100192,0.5056960728118078,11
Сир кисломолочний,Полтавська,Сумська,log_price,0.0444107388900378,0.0736842105263158,12
Сир кисломолочний,Полтавська,Тернопільська,log_price,0.21268317877218998,0.1786342494262783,12
Сир кисломолочний,Полтавська,Харківська,log_price,-0.26247486985944496,-0.28484848484848485,10
Сир кисломолочний,Полтавська,Хмельницька,log_price,0.13539903804489944,-0.20732092732849544,10
Сир твердий,-,Дніпропетровська,log_price,0.2866011634747417,0.38181818181818183,11
Сир твердий,-,Житомирська,log_price,0.26345177625060723,0.18223281903128208,11
Сир твердий,-,Київська,log_price,0.05617766266165584,-0.003099173553719008,18
Сир твердий,-,Одеська,log_price,0.5867566512397783,0.8787878787878788,10
Сир твердий,-,Полтавська,log_price,-0.04285691630446162,0.044247980125809834,16
Сир твердий,Вінницька,Дніпропетровська,log_price,0.08543492051148184,0.04036858659791362,19
Сир твердий,Вінницька,Житомирська,log_price,-0.1648233987607893,-0.19264477879304523,12
Сир твердий,Вінницька,Київська,log_price,-0.2166276607041101,-0.3215329822065172,21
Сир твердий,Вінницька,Полтавська,log_price,0.2583854679730082,0.32631578947368417,19
Сир твердий,Дніпропетровська,Житомирська,log_price,0.35743830680231703,0.26315789473684215,12
Сир твердий,Дніпропетровська,Київська,log_price,0.2936630019573717,0.26900263974263733,22
Сир твердий,Дніпропетровська,Полтавська,log_price,-0.15011116036492375,0.02456140350877193,12
Сир твердий,Житомирська,Київська,log_price,0.08453418334131314,-0.12608640229348184,20
Сир твердий,Житомирська,Одеська,log_price,0.2943393869634093,0.23854214911071145,11
Сир твердий,Житомирська,Полтавська,log_price,0.05923477896870124,-0.013946500456482496,20
Сир твердий,Київська,Львівська,log_price,-0.47161839961526325,-0.18563951410966176,12
Сир твердий,Київська,Одеська,log_price,-0.2039615483843481,0.11538461538461539,13
Сир твердий,Київська,Полтавська,log_price,0.1568136288487194,0.1985946449877606,27
Сир твердий,Київська,Рівненська,log_price,-0.510442768391703,-0.6121212121212121,10
Сир твердий,Київська,Тернопільська,log_price,-0.10188560250745701,-0.09903723261853131,13
Сир твердий,Київська,Харківська,log_price,0.2632959784035907,0.14030274620958602,13
Сир твердий,Київська,Хмельницька,log_price,-0.06776938333790104,0.06422048378192038,10
Сир твердий,Київська,Черкаська,log_price,0.2373741431987717,0.2533402837793978,16
Сир твердий,Київська,Чернігівська,log_price,0.313612516960417,0.2788204866708603,15
Сир твердий,Кіровоградська,Полтавська,log_price,0.07614637053966392,0.22424242424242422,10
Сир твердий,Одеська,Полтавська,log_price,-0.20266483818519643,-0.13696612665684832,16
Сир твердий,Полтавська,Чернівецька,log_price,-0.08198588275050729,-0.10303030303030303,10
Сир твердий,Полтавська,Чернігівська,log_price,-0.17310268707675844,-0.16363636363636364,10
Сметана,-,Київська,log_price,0.21156977353456133,0.2727272727272727,10
Сметана,Вінницька,Київська,log_price,-0.03082764879513503,0.14123043474924363,11
Сметана,Дніпропетровська,Київська,log_price,0.36403902786359016,0.3934065934065934,14
Сметана,Дніпропетровська,Одеська,log_price,0.026963205875934548,-0.05253948512537597,12
Сметана,Київська,Львівська,log_price,0.6368247027213011,0.0022831050228310505,11
Сметана,Київська,Одеська,log_price,0.09069466275698086,0.2451842639184212,12
Сметана,Київська,Сумська,log_price,-0.33555768226917326,-0.10975609756097562,10
Сметана,Київська,Хмельницька,log_price,0.8228620520150163,0.6023386417319309,11
