dataset,product,left,right,metric,pearson,spearman,n_obs
Silpo,Йогурт,Ніжний,Ферма,log_price,-0.07488776337059792,0.0016875052564143094,48
Silpo,Йогурт,Ніжний,Чудо,log_price,-0.03957278381440959,0.07498153086698661,48
Silpo,Йогурт,Ніжний,Яблуко-алое вера,log_price,0.1327620109616943,0.4767312946227962,18
Silpo,Йогурт,Ніжний,Яготинське,log_price,-0.14261701375218125,-0.18163704841689893,48
Silpo,Йогурт,Ніжний,Яготинське для дітей,log_price,0.06700896321211693,0.090026154202048,48
Silpo,Йогурт,Ніжний,Яготинський,log_price,0.14164168058007215,0.18980332099738476,48
Silpo,Йогурт,Повна Чаша,Премія,log_price,0.006428634205514139,-0.11321516120042936,48
Silpo,Йогурт,Повна Чаша,Пробіо йогурт,log_price,-0.0520140784002037,-0.13143820312066357,48
Silpo,Йогурт,Повна Чаша,РадиМо,log_price,-0.09984501722224315,0.0006091902297645591,48
Silpo,Йогурт,Повна Чаша,Ростишка,log_price,-0.10455061226725902,0.1338537268051657,48
Silpo,Йогурт,Повна Чаша,Турецький,log_price,0.009946144708436919,-0.29090886436011765,47
Silpo,Йогурт,Повна Чаша,Фанні,log_price,0.069390750286921,-0.12374384748707913,48
Silpo,Йогурт,Повна Чаша,Ферма,log_price,-0.13964263390797227,0.03354672424387265,48
Silpo,Йогурт,Повна Чаша,Чудо,log_price,0.20535190524412564,-0.012187761624071208,48
Silpo,Йогурт,Повна Чаша,Яблуко-алое вера,log_price,-0.37169077303186643,0.05,18
Silpo,Йогурт,Повна Чаша,Яготинське,log_price,-0.10587225382215397,0.004556495655072746,48
Silpo,Йогурт,Повна Чаша,Яготинське для дітей,log_price,-0.21866738342348652,-0.17239299877773007,48
Silpo,Йогурт,Повна Чаша,Яготинський,log_price,0.24780387083148375,0.21237883581787836,48
Silpo,Йогурт,Премія,Пробіо йогурт,log_price,0.1561318455728894,-0.01486908195245324,48
Silpo,Йогурт,Премія,РадиМо,log_price,0.07018678667398251,-0.16263165854536268,48
Silpo,Йогурт,Премія,Ростишка,log_price,-0.08285893041837879,-0.1479358193982596,48
Silpo,Йогурт,Премія,Турецький,log_price,0.08623963003937046,0.1613828120173205,47
Silpo,Йогурт,Премія,Фанні,log_price,-0.23617825836351033,-0.10533647589941297,48
Silpo,Йогурт,Премія,Ферма,log_price,0.1801919087140368,0.08024567581191851,48
Silpo,Йогурт,Премія,Чудо,log_price,-0.300344584314187,-0.3321977910827619,48
Silpo,Йогурт,Премія,Яблуко-алое вера,log_price,-0.08163952838468316,-0.26614532371118854,18
Silpo,Йогурт,Премія,Яготинське,log_price,-0.12843393821521312,-0.14967635434222173,48
Silpo,Йогурт,Премія,Яготинське для дітей,log_price,0.1669338988162989,0.1487956023109973,48
Silpo,Йогурт,Премія,Яготинський,log_price,-0.027062737690033783,0.07488291617398635,48
Silpo,Йогурт,Пробіо йогурт,РадиМо,log_price,-0.015480585827445366,0.2720275178578146,48
Silpo,Йогурт,Пробіо йогурт,Ростишка,log_price,0.006202292391415413,0.017867625980608745,48
Silpo,Йогурт,Пробіо йогурт,Турецький,log_price,1.8901017796047602e-05,0.10566015606539868,47
Silpo,Йогурт,Пробіо йогурт,Фанні,log_price,-0.1606354753471765,-0.37863013678076524,48
Silpo,Йогурт,Пробіо йогурт,Ферма,log_price,-0.0708973979313423,0.10298511943480844,48
Silpo,Йогурт,Пробіо йогурт,Чудо,log_price,0.04719278393871449,0.09500332987861244,48
Silpo,Йогурт,Пробіо йогурт,Яблуко-алое вера,log_price,-0.6025875873533528,-0.3452154817118712,18
Silpo,Йогурт,Пробіо йогурт,Яготинське,log_price,0.14967001487940743,0.2614658103872176,48
Silpo,Йогурт,Пробіо йогурт,Яготинське для дітей,log_price,0.09366758339152496,0.09727212870573529,48
Silpo,Йогурт,Пробіо йогурт,Яготинський,log_price,-0.2245684610853225,-0.3732657028350207,48
Silpo,Йогурт,РадиМо,Ростишка,log_price,0.3621191102194989,0.29924472874768493,48
Silpo,Йогурт,РадиМо,Турецький,log_price,-0.019075217220782568,0.10124466652891163,47
Silpo,Йогурт,РадиМо,Фанні,log_price,-0.08586203829365895,-0.2979612728796582,48
Silpo,Йогурт,РадиМо,Ферма,log_price,0.15304446631771085,0.33902490210461833,48
Silpo,Йогурт,РадиМо,Чудо,log_price,0.020378607236604514,0.1058218368338001,48
Silpo,Йогурт,РадиМо,Яблуко-алое вера,log_price,0.26891703271461664,0.3320184038158742,18
Silpo,Йогурт,РадиМо,Яготинське,log_price,-0.12120395686811843,-0.08232530891436494,48
Silpo,Йогурт,РадиМо,Яготинське для дітей,log_price,-0.022307754018789296,-0.0062184837734542316,48
Silpo,Йогурт,РадиМо,Яготинський,log_price,-0.14355718133661438,-0.3451638875995081,48
Silpo,Йогурт,Ростишка,Турецький,log_price,-0.03165826001055686,-0.044720671359295874,47
Silpo,Йогурт,Ростишка,Фанні,log_price,-0.12771224107598192,-0.13031776594747718,48
Silpo,Йогурт,Ростишка,Ферма,log_price,0.10165472546285725,0.13818761026346524,48
Silpo,Йогурт,Ростишка,Чудо,log_price,0.11499804458515202,0.1457385788388577,48
Silpo,Йогурт,Ростишка,Яблуко-алое вера,log_price,0.3153891377886258,0.5012963464847531,18
Silpo,Йогурт,Ростишка,Яготинське,log_price,-0.008318774526600264,-0.05383354833332209,48
Silpo,Йогурт,Ростишка,Яготинське для дітей,log_price,-0.003289523477620125,0.01616678867692762,48
Silpo,Йогурт,Ростишка,Яготинський,log_price,0.16817110362857815,0.1521747736987535,48
Silpo,Йогурт,Турецький,Фанні,log_price,0.12050989081387521,0.09407880456414659,47
Silpo,Йогурт,Турецький,Ферма,log_price,-0.06601366647136103,0.0018378363418094443,47
Silpo,Йогурт,Турецький,Чудо,log_price,0.006997472237259395,-0.03820048729550991,47
Silpo,Йогурт,Турецький,Яблуко-алое вера,log_price,-0.24245283520047356,-0.04557239513497755,18
Silpo,Йогурт,Турецький,Яготинське,log_price,-0.07763139759629112,-0.1685782542159958,47
Silpo,Йогурт,Турецький,Яготинське для дітей,log_price,-0.0853841349618916,-0.07331415953475343,47
Silpo,Йогурт,Турецький,Яготинський,log_price,-0.00815829844985639,-0.15733957158211836,47
Silpo,Йогурт,Фанні,Ферма,log_price,-0.13044758986772992,-0.1638732634110276,48
Silpo,Йогурт,Фанні,Чудо,log_price,0.04670166779243036,0.013086658950333823,48
Silpo,Йогурт,Фанні,Яблуко-алое вера,log_price,-0.29495639105199334,-0.2388832714764773,18
Silpo,Йогурт,Фанні,Яготинське,log_price,-0.14833465950626565,-0.1466217839328857,48
Silpo,Йогурт,Фанні,Яготинське для дітей,log_price,-0.1635150842058738,-0.1390920806263932,48
Silpo,Йогурт,Фанні,Яготинський,log_price,0.04686830069524116,0.00788321964183873,48
Silpo,Йогурт,Ферма,Чудо,log_price,0.132197883538488,0.15147767973814444,48
Silpo,Йогурт,Ферма,Яблуко-алое вера,log_price,0.06227280105091125,0.07975169148621071,18
Silpo,Йогурт,Ферма,Яготинське,log_price,0.03705786228883419,0.003448197223182262,48
Silpo,Йогурт,Ферма,Яготинське для дітей,log_price,-0.17259701499102512,-0.19961561293230665,48
Silpo,Йогурт,Ферма,Яготинський,log_price,-0.29132873201526666,-0.3181357483652305,48
Silpo,Йогурт,Чудо,Яблуко-алое вера,log_price,-0.49280004499857405,-0.2851237020913498,18
Silpo,Йогурт,Чудо,Яготинське,log_price,-0.15579927282376946,-0.14706378003737142,48
Silpo,Йогурт,Чудо,Яготинське для дітей,log_price,-0.2862078575015768,-0.17750160944795956,48
Silpo,Йогурт,Чудо,Яготинський,log_price,-0.26822683579865747,-0.25727742487628974,48
Silpo,Йогурт,Яблуко-алое вера,Яготинське,log_price,-0.05079414219934109,-0.20454545454545456,18
Silpo,Йогурт,Яблуко-алое вера,Яготинське для дітей,log_price,0.16913768821877878,-0.06992836012750656,18
Silpo,Йогурт,Яблуко-алое вера,Яготинський,log_price,0.009219084664179382,0.06828771804089781,18
Silpo,Йогурт,Яготинське,Яготинське для дітей,log_price,0.14874192481688295,0.18686607741652603,48
Silpo,Йогурт,Яготинське,Яготинський,log_price,-0.13248442892682702,-0.08040857678478405,48
Silpo,Йогурт,Яготинське для дітей,Яготинський,log_price,-0.16653714398292577,-0.13400928572669538,48
Silpo,Йогурт,Azienda,Bakoma,dlog_price,-0.17752889573558736,-0.1664346808929353,47
Silpo,Йогурт,Azienda,Capretta,dlog_price,-0.028900235559518636,-0.04831669341439371,47
Silpo,Йогурт,Azienda,Danone,dlog_price,0.004667382852989766,0.015037470118161622,47
Silpo,Йогурт,Azienda,Emmi,dlog_price,0.12907556783725296,0.11370601841618824,25
Silpo,Йогурт,Azienda,Feels,dlog_price,-0.14662105504591313,-0.2083429797718351,47
Silpo,Йогурт,Azienda,Framo,dlog_price,-0.004630142696429685,-0.015474895782331629,47
Silpo,Йогурт,Azienda,Hollandia,dlog_price,0.08312909370726823,-0.14967347200512165,47
Silpo,Йогурт,Azienda,Lactel,dlog_price,-0.0392180495909898,0.08749655612545162,47
Silpo,Йогурт,Azienda,Lekker,dlog_price,-0.3196509599078948,-0.2961524555395457,47
Silpo,Йогурт,Azienda,MiMiMilk,dlog_price,0.055508397742330386,0.03897971983152565,47
Silpo,Йогурт,Azienda,Milupa,dlog_price,0.30491066263071914,0.2084269195044112,47
Silpo,Йогурт,Azienda,Movenpick,dlog_price,-0.0493570738334438,0.010130037323851053,47
Silpo,Йогурт,Azienda,Muller,dlog_price,-0.04946255763913468,-0.019467186297472003,47
Silpo,Йогурт,Azienda,Organic,dlog_price,-0.09508441929695186,-0.049972000824015886,47
Silpo,Йогурт,Azienda,Polmlek,dlog_price,-0.40433194002773026,-0.4577386506747005,30
Silpo,Йогурт,Azienda,Premialle,dlog_price,0.05844315643724483,0.08823133798450529,47
Silpo,Йогурт,Azienda,Pure,dlog_price,-0.0020943736455395798,0.2228259130705955,47
Silpo,Йогурт,Azienda,«Галичина,dlog_price,-0.06451756466766247,-0.21140698014671344,47
Silpo,Йогурт,Azienda,Імуно йогурт,dlog_price,-0.08495893905219136,-0.056934364054094466,47
Silpo,Йогурт,Azienda,Абрикос-липовий цвіт,dlog_price,0.07413953481118848,0.0232994438667007,47
Silpo,Йогурт,Azienda,Агуня,dlog_price,0.28056078149779906,0.14951764329923398,47
Silpo,Йогурт,Azienda,Активіа,dlog_price,0.06425782643537603,0.0873925318622805,47
Silpo,Йогурт,Azienda,Біла лінія,dlog_price,-0.3924232230748015,-0.30729926158473336,47
Silpo,Йогурт,Azienda,Біфідойогурт,dlog_price,-0.02610539383965945,0.11236563313371288,47
Silpo,Йогурт,Azienda,Волошкове поле,dlog_price,-0.1291445682806813,-0.15723116424067438,47
Silpo,Йогурт,Azienda,ГМЗ,dlog_price,-0.2405169890390903,-0.22030723840676256,47
Silpo,Йогурт,Azienda,Галичина,dlog_price,0.05925987013768606,0.19052223006621502,47
Silpo,Йогурт,Azienda,Гармонія,dlog_price,0.02999207084735583,0.03299307755666834,47
Silpo,Йогурт,Azienda,Гормолзавод №1,dlog_price,0.2375980890977259,0.22030723840676256,47
Silpo,Йогурт,Azienda,Деліссімо,dlog_price,0.003949515504471017,-0.025555907765580376,47
Silpo,Йогурт,Azienda,Дольче,dlog_price,0.2332049306185462,0.04900954481056996,47
Silpo,Йогурт,Azienda,Закваска,dlog_price,0.21417888590368053,0.29525162630824336,47
Silpo,Йогурт,Azienda,Злагода,dlog_price,-0.2285204365613568,-0.3290236896552822,47
Silpo,Йогурт,Azienda,Кагма,dlog_price,0.022512128642646387,0.10045179390276224,45
Silpo,Йогурт,Azienda,Лавка Традицій,dlog_price,0.3999910977871014,0.30200543527429435,47
Silpo,Йогурт,Azienda,Лавка традицій,dlog_price,-0.103809428417728,-0.19932935299420942,47
Silpo,Йогурт,Azienda,Лактонія,dlog_price,-0.09129152608421039,-0.15829970310973351,47
Silpo,Йогурт,Azienda,Локо Моко,dlog_price,-0.12565168886942696,-0.02914333814707918,47
Silpo,Йогурт,Azienda,Марійка,dlog_price,0.16367168277189217,-0.03835231279437192,47
Silpo,Йогурт,Azienda,Молокія,dlog_price,-0.20822693518773647,-0.23039274165494258,47
Silpo,Йогурт,Azienda,Молочне,dlog_price,0.12721086571171786,0.1695256130359803,47
Silpo,Йогурт,Azienda,МіMіMilk,dlog_price,-0.052668334290922256,0.006549161591623428,47
Silpo,Йогурт,Azienda,Мілкін,dlog_price,0.061921046544699127,0.07823801219165581,47
Silpo,Йогурт,Azienda,Міськмолзавод,dlog_price,-0.23724392560991145,-0.17356476924089237,47
Silpo,Йогурт,Azienda,На здоров'я,dlog_price,0.031049763198307757,0.04812744663383752,47
Silpo,Йогурт,Azienda,Напій,dlog_price,-0.014015458259459249,-0.1312856847103748,47
Silpo,Йогурт,Azienda,Натуральний,dlog_price,0.036060586545213553,0.11489970340917363,47
Silpo,Йогурт,Azienda,Ніжний,dlog_price,-0.060853421536432466,-0.01625577240977784,47
Silpo,Йогурт,Azienda,Повна Чаша,dlog_price,-0.21613608774744503,-0.17638096892691857,47
Silpo,Йогурт,Azienda,Премія,dlog_price,0.12996519189535644,0.22811182425794205,47
Silpo,Йогурт,Azienda,Пробіо йогурт,dlog_price,0.014115368353561123,-0.025145548639946384,47
Silpo,Йогурт,Azienda,РадиМо,dlog_price,0.07903695976895325,0.20317795145144882,47
Silpo,Йогурт,Azienda,Ростишка,dlog_price,0.2353626112578211,0.07659202313003223,47
Silpo,Йогурт,Azienda,Турецький,dlog_price,0.09475542066757622,0.08102970405244936,45
Silpo,Йогурт,Azienda,Фанні,dlog_price,-0.1428798864483238,-0.23603186083308395,47
Silpo,Йогурт,Azienda,Ферма,dlog_price,0.12288603899215042,0.1953720103116291,47
Silpo,Йогурт,Azienda,Чудо,dlog_price,0.0545115138278487,0.011159833453606275,47
Silpo,Йогурт,Azienda,Яблуко-алое вера,dlog_price,0.0,0.0,17
Silpo,Йогурт,Azienda,Яготинське,dlog_price,-0.10521953340112136,-0.17546312282953352,47
Silpo,Йогурт,Azienda,Яготинське для дітей,dlog_price,0.21703620611288996,0.20933799900794317,47
Silpo,Йогурт,Azienda,Яготинський,dlog_price,-0.08354118874459991,-0.14838656326475644,47
Silpo,Йогурт,Bakoma,Capretta,dlog_price,-0.15267477059839968,-0.04126211048894497,47
Silpo,Йогурт,Bakoma,Danone,dlog_price,0.19157754505437508,0.15698178690594725,47
Silpo,Йогурт,Bakoma,Emmi,dlog_price,0.22609187811752263,0.21489548690942542,25
Silpo,Йогурт,Bakoma,Feels,dlog_price,-0.11588586812948051,-0.1427580227885023,47
Silpo,Йогурт,Bakoma,Framo,dlog_price,0.3379712059389987,0.07243954775685466,47
Silpo,Йогурт,Bakoma,Hollandia,dlog_price,0.024391012107667864,-0.04353859504242294,47
Silpo,Йогурт,Bakoma,Lactel,dlog_price,0.08574504377931026,-0.04935723870009041,47
Silpo,Йогурт,Bakoma,Lekker,dlog_price,-0.39509590768032204,-0.4119687777918505,47
Silpo,Йогурт,Bakoma,MiMiMilk,dlog_price,0.09147265075202086,0.12843507671001772,47
Silpo,Йогурт,Bakoma,Milupa,dlog_price,0.42075745765481454,0.39498106350890844,47
Silpo,Йогурт,Bakoma,Movenpick,dlog_price,0.08897964030016298,0.09356386993033322,47
Silpo,Йогурт,Bakoma,Muller,dlog_price,0.23439479084445825,0.3036521216525691,47
Silpo,Йогурт,Bakoma,Organic,dlog_price,0.1120364667192843,0.2853341433936069,47
Silpo,Йогурт,Bakoma,Polmlek,dlog_price,0.2691141333798025,0.26724521584334676,30
Silpo,Йогурт,Bakoma,Premialle,dlog_price,-0.09055674363681247,-0.06129335230343718,47
Silpo,Йогурт,Bakoma,Pure,dlog_price,0.22579219633377812,-0.05150215624273902,47
Silpo,Йогурт,Bakoma,«Галичина,dlog_price,0.29817542000168307,0.30485631473830194,47
Silpo,Йогурт,Bakoma,Імуно йогурт,dlog_price,0.1054255461215862,0.03938746582074192,47
Silpo,Йогурт,Bakoma,Абрикос-липовий цвіт,dlog_price,0.051990779904034626,0.07525428486677926,47
Silpo,Йогурт,Bakoma,Агуня,dlog_price,-0.21320159101784938,-0.1475570976736565,47
Silpo,Йогурт,Bakoma,Активіа,dlog_price,0.1903926865790772,0.19230549323608057,47
Silpo,Йогурт,Bakoma,Біла лінія,dlog_price,0.21037955292567886,0.11790567447819057,47
Silpo,Йогурт,Bakoma,Біфідойогурт,dlog_price,0.028847817240326812,0.01473228098015216,47
Silpo,Йогурт,Bakoma,Волошкове поле,dlog_price,0.12639346457321834,0.19878577656819396,47
Silpo,Йогурт,Bakoma,ГМЗ,dlog_price,-0.10543691940508722,-0.09885431361817526,47
Silpo,Йогурт,Bakoma,Галичина,dlog_price,-0.12517837353909064,-0.09627230726039275,47
Silpo,Йогурт,Bakoma,Гармонія,dlog_price,-0.015959089694220427,-0.1020062069804715,47
Silpo,Йогурт,Bakoma,Гормолзавод №1,dlog_price,0.0944643381481979,0.08364595767691753,47
Silpo,Йогурт,Bakoma,Деліссімо,dlog_price,-0.09044160448163943,-0.032032379353920726,47
Silpo,Йогурт,Bakoma,Дольче,dlog_price,0.01959281484142241,0.03122379948687023,47
Silpo,Йогурт,Bakoma,Закваска,dlog_price,0.22081405098241516,0.2027409938045416,47
Silpo,Йогурт,Bakoma,Злагода,dlog_price,0.15777408391015899,0.1492251817589126,47
Silpo,Йогурт,Bakoma,Кагма,dlog_price,-0.016227345125617285,-0.07792738395110921,45
Silpo,Йогурт,Bakoma,Лавка Традицій,dlog_price,-0.24928853404457446,-0.21281087903219048,47
Silpo,Йогурт,Bakoma,Лавка традицій,dlog_price,0.10684840149809677,0.0868157003291376,47
Silpo,Йогурт,Bakoma,Лактонія,dlog_price,0.04877245287930401,0.11090901378887352,47
Silpo,Йогурт,Bakoma,Локо Моко,dlog_price,-0.12989612347265778,-0.15300988864997636,47
Silpo,Йогурт,Bakoma,Марійка,dlog_price,-0.013859804926906683,-0.12901636047429219,47
Silpo,Йогурт,Bakoma,Молокія,dlog_price,-0.19313497399417964,-0.14229546135378865,47
Silpo,Йогурт,Bakoma,Молочне,dlog_price,-0.24915330031329927,-0.24807319622511279,47
Silpo,Йогурт,Bakoma,МіMіMilk,dlog_price,-0.2164997489035376,-0.1860155983041063,47
Silpo,Йогурт,Bakoma,Мілкін,dlog_price,0.2586133578942489,0.23378191836336656,47
Silpo,Йогурт,Bakoma,Міськмолзавод,dlog_price,-0.10202611491363793,0.015759176922393696,47
Silpo,Йогурт,Bakoma,На здоров'я,dlog_price,0.15623618424667446,0.16717326016380027,47
Silpo,Йогурт,Bakoma,Напій,dlog_price,0.04850921865641487,0.10737207303290756,47
Silpo,Йогурт,Bakoma,Натуральний,dlog_price,-0.07787353447878612,-0.06432421184929012,47
Silpo,Йогурт,Bakoma,Ніжний,dlog_price,0.2629760584738242,0.09085554789729886,47
Silpo,Йогурт,Bakoma,Повна Чаша,dlog_price,-0.10584955668573388,-0.06357872075749402,47
Silpo,Йогурт,Bakoma,Премія,dlog_price,0.15831614178786968,0.14117288604024747,47
Silpo,Йогурт,Bakoma,Пробіо йогурт,dlog_price,0.3022784044643648,0.2851980887440338,47
Silpo,Йогурт,Bakoma,РадиМо,dlog_price,-0.12960838204149916,0.10990936929533966,47
Silpo,Йогурт,Bakoma,Ростишка,dlog_price,-0.17590534892102339,-0.14455462725402887,47
Silpo,Йогурт,Bakoma,Турецький,dlog_price,0.2744228346120801,0.2828641050054831,45
Silpo,Йогурт,Bakoma,Фанні,dlog_price,0.0018867707890810098,0.05980335614058566,47
Silpo,Йогурт,Bakoma,Ферма,dlog_price,-0.2977868203049536,-0.31039375222606497,47
Silpo,Йогурт,Bakoma,Чудо,dlog_price,-0.18477641237699655,-0.18295035976237695,47
Silpo,Йогурт,Bakoma,Яблуко-алое вера,dlog_price,-0.10585710238190758,-0.05601783308279374,17
Silpo,Йогурт,Bakoma,Яготинське,dlog_price,0.20277722602358111,0.16259034430185035,47
Silpo,Йогурт,Bakoma,Яготинське для дітей,dlog_price,0.07887267397050482,0.06917055047362394,47
Silpo,Йогурт,Bakoma,Яготинський,dlog_price,-0.3798174569648903,-0.28480073982719095,47
Silpo,Йогурт,Capretta,Danone,dlog_price,-0.23793673833344506,-0.10880388265291024,47
Silpo,Йогурт,Capretta,Emmi,dlog_price,-0.01704705948461783,-0.3059171210082883,25
Silpo,Йогурт,Capretta,Feels,dlog_price,0.20787930071229027,0.19859349455094297,47
Silpo,Йогурт,Capretta,Framo,dlog_price,-0.15822125139821652,-0.1292420931528248,47
Silpo,Йогурт,Capretta,Hollandia,dlog_price,-0.008942769530968776,-0.028894234970647206,47
Silpo,Йогурт,Capretta,Lactel,dlog_price,-0.11210607686266924,-0.19099412238543773,47
Silpo,Йогурт,Capretta,Lekker,dlog_price,0.10290138551004373,-0.029950583345918182,47
Silpo,Йогурт,Capretta,MiMiMilk,dlog_price,0.18354866066830358,-0.006093061527124511,47
Silpo,Йогурт,Capretta,Milupa,dlog_price,-0.16042777279605241,0.08929508819731771,47
Silpo,Йогурт,Capretta,Movenpick,dlog_price,-0.16417330582127854,-0.20601175645128758,47
Silpo,Йогурт,Capretta,Muller,dlog_price,0.1453205130281515,-0.019425197164705893,47
Silpo,Йогурт,Capretta,Organic,dlog_price,0.4736779175907458,0.09027678915698766,47
Silpo,Йогурт,Capretta,Polmlek,dlog_price,0.2862708118857734,0.41932268270976675,30
Silpo,Йогурт,Capretta,Premialle,dlog_price,-0.36357271037960825,-0.19895444700059228,47
Silpo,Йогурт,Capretta,Pure,dlog_price,-0.040399326028769604,-0.11905613155763253,47
Silpo,Йогурт,Capretta,«Галичина,dlog_price,0.00626684773990618,-0.1714312149942484,47
Silpo,Йогурт,Capretta,Імуно йогурт,dlog_price,-0.1527953690078037,-0.14538779537268423,47
Silpo,Йогурт,Capretta,Абрикос-липовий цвіт,dlog_price,0.2403590284743113,0.1467832598014155,47
Silpo,Йогурт,Capretta,Агуня,dlog_price,0.06330205943662799,0.10327358821766808,47
Silpo,Йогурт,Capretta,Активіа,dlog_price,-0.033844566728732366,0.06658845811786072,47
Silpo,Йогурт,Capretta,Біла лінія,dlog_price,0.055743166498558386,0.0077027821911549955,47
Silpo,Йогурт,Capretta,Біфідойогурт,dlog_price,-0.11867127927174521,-0.05931734675422291,47
Silpo,Йогурт,Capretta,Волошкове поле,dlog_price,0.2673390567218243,0.1397486762343776,47
Silpo,Йогурт,Capretta,ГМЗ,dlog_price,-0.04147993477857888,-0.04086025662740678,47
Silpo,Йогурт,Capretta,Галичина,dlog_price,0.061961936101480854,0.08021478107468023,47
Silpo,Йогурт,Capretta,Гармонія,dlog_price,0.05693571122555754,0.1245225566626246,47
Silpo,Йогурт,Capretta,Гормолзавод №1,dlog_price,0.08070184958018416,0.15526897518414576,47
Silpo,Йогурт,Capretta,Деліссімо,dlog_price,-0.08422735519824708,-0.028148577293985344,47
Silpo,Йогурт,Capretta,Дольче,dlog_price,-0.09638934691580762,-0.06154960672195072,47
Silpo,Йогурт,Capretta,Закваска,dlog_price,-0.23135883092208456,-0.39549285612548846,47
Silpo,Йогурт,Capretta,Злагода,dlog_price,-0.007797438882657719,-0.07509227259278559,47
Silpo,Йогурт,Capretta,Кагма,dlog_price,0.0977081087053093,0.076892066777579,45
Silpo,Йогурт,Capretta,Лавка Традицій,dlog_price,0.07304883319812921,0.0017714491540414712,47
Silpo,Йогурт,Capretta,Лавка традицій,dlog_price,-0.14395881893907292,-0.0984270483004697,47
Silpo,Йогурт,Capretta,Лактонія,dlog_price,-0.052572365526365135,0.024818576081197374,47
Silpo,Йогурт,Capretta,Локо Моко,dlog_price,0.11656863649113694,0.10353411349859581,47
Silpo,Йогурт,Capretta,Марійка,dlog_price,0.0436657209618191,0.0433521950278163,47
Silpo,Йогурт,Capretta,Молокія,dlog_price,-0.2040951491179359,-0.15267340929651654,47
Silpo,Йогурт,Capretta,Молочне,dlog_price,-0.10933745456920076,-0.10062106167022196,47
Silpo,Йогурт,Capretta,МіMіMilk,dlog_price,0.17416407062824912,0.05030321244633503,47
Silpo,Йогурт,Capretta,Мілкін,dlog_price,-0.06532355642659829,-0.11411066594139896,47
Silpo,Йогурт,Capretta,Міськмолзавод,dlog_price,-0.11791031418960478,-0.22530089891834312,47
Silpo,Йогурт,Capretta,На здоров'я,dlog_price,0.2156315072672183,0.15057522577428123,47
Silpo,Йогурт,Capretta,Напій,dlog_price,-0.02060734324060029,-0.11333996685260324,47
Silpo,Йогурт,Capretta,Натуральний,dlog_price,-0.03113231734332082,-0.13053917395726594,47
Silpo,Йогурт,Capretta,Ніжний,dlog_price,-0.1370483442719472,-0.038182467347873894,47
Silpo,Йогурт,Capretta,Повна Чаша,dlog_price,0.1032537751576274,0.12347479674443292,47
Silpo,Йогурт,Capretta,Премія,dlog_price,0.006826825663276551,0.17485987777479298,47
Silpo,Йогурт,Capretta,Пробіо йогурт,dlog_price,0.11284001502533404,0.15459283578323502,47
Silpo,Йогурт,Capretta,РадиМо,dlog_price,-0.03945045991501312,-0.0609775255774158,47
Silpo,Йогурт,Capretta,Ростишка,dlog_price,0.138651141133086,-0.004629425240570751,47
Silpo,Йогурт,Capretta,Турецький,dlog_price,-0.057496481957041906,-0.06498260695349817,45
Silpo,Йогурт,Capretta,Фанні,dlog_price,0.16087159838958953,0.04584013161773982,47
Silpo,Йогурт,Capretta,Ферма,dlog_price,0.3288949528249189,0.238755443440248,47
Silpo,Йогурт,Capretta,Чудо,dlog_price,0.21932632711707886,0.15422818826027346,47
Silpo,Йогурт,Capretta,Яблуко-алое вера,dlog_price,-0.15255483658117772,-0.3735301110235835,17
Silpo,Йогурт,Capretta,Яготинське,dlog_price,-0.2313455983969876,-0.1480751869571017,47
Silpo,Йогурт,Capretta,Яготинське для дітей,dlog_price,-0.019911497524022593,-0.052980905485394456,47
Silpo,Йогурт,Capretta,Яготинський,dlog_price,-0.06561150545094474,-0.05041545709464382,47
Silpo,Йогурт,Danone,Emmi,dlog_price,-0.07197277555190283,0.08103783479993476,25
Silpo,Йогурт,Danone,Feels,dlog_price,0.030679411621406024,0.0033533765032377435,47
Silpo,Йогурт,Danone,Framo,dlog_price,-0.07793325894734424,-0.14244610427967158,47
Silpo,Йогурт,Danone,Hollandia,dlog_price,-0.0874954463245835,-0.1299722479185939,47
Silpo,Йогурт,Danone,Lactel,dlog_price,0.1098257578297008,-0.0026354283219428244,47
Silpo,Йогурт,Danone,Lekker,dlog_price,-0.31813049258281734,-0.24988436632747457,47
Silpo,Йогурт,Danone,MiMiMilk,dlog_price,0.11624094523928918,0.15422888152894035,47
Silpo,Йогурт,Danone,Milupa,dlog_price,0.22703075997302055,0.18843051668710628,47
Silpo,Йогурт,Danone,Movenpick,dlog_price,0.1254918180231528,0.1896611554257981,47
Silpo,Йогурт,Danone,Muller,dlog_price,0.09113244512036194,0.046418091325666974,47
Silpo,Йогурт,Danone,Organic,dlog_price,-0.29616827685063324,-0.25870651095177094,47
Silpo,Йогурт,Danone,Polmlek,dlog_price,-0.09809112161120799,-0.1690955622878734,30
Silpo,Йогурт,Danone,Premialle,dlog_price,0.4166352162938416,0.30551952838426216,47
Silpo,Йогурт,Danone,Pure,dlog_price,0.263265046433294,0.15399571635977616,47
Silpo,Йогурт,Danone,«Галичина,dlog_price,0.04140830988516746,0.04039821615795921,47
Silpo,Йогурт,Danone,Імуно йогурт,dlog_price,0.08218450732784986,0.2148070517985059,47
Silpo,Йогурт,Danone,Абрикос-липовий цвіт,dlog_price,-0.10251808848448557,-0.1293811505946088,47
Silpo,Йогурт,Danone,Агуня,dlog_price,-0.23351120949858764,-0.2650323774283071,47
