product,product_label,link,model_family,data_variant,ljungbox_p,bp_p,white_p,jb_p,stability_flag,notes
cheese,CHEESE,FarmGate -> Producer,ECM,weekly_raw,0.10046336283352483,0.5922153023419592,2.273072837785967e-08,3.3419525710222665e-193,0,engle_granger_p=0.0002274
cheese,CHEESE,FarmGate -> Producer,ECM,weekly_smoothed,0.772282266426752,0.36165698220626086,4.104120473286354e-10,5.378825573701081e-35,0,engle_granger_p=8.592e-06
