"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Ukraine","2018","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","Import","288691.64","474722.07","Weight in kilograms","474722.07"
"Ukraine","2018","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Export","234972.36","182645.43","Weight in kilograms","182645.43"
"Ukraine","2018","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Import","1300327.33","682234.99","Weight in kilograms","682234.99"
"Ukraine","2018","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Export","3755723.82","1576989.39","Weight in kilograms","1576989.39"
"Ukraine","2018","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Import","478404.56","162113.99","Weight in kilograms","162113.99"
"Ukraine","2018","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Export","37820403.68","23340072.61","Weight in kilograms","23340072.61"
"Ukraine","2018","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Import","2506539.91","","Weight in kilograms","954148.302"
"Ukraine","2018","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","11859854.52","4131187.22","Weight in kilograms","4131187.22"
"Ukraine","2018","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","325672.27","73855","Weight in kilograms","73855"
"Ukraine","2018","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","85052.68","50008.3","Weight in kilograms","50008.3"
"Ukraine","2018","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","842237.91","232200","Weight in kilograms","232200"
"Ukraine","2018","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","262.88","38","Weight in kilograms","38"
"Ukraine","2018","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","225.82","153","Weight in kilograms","153"
"Ukraine","2018","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","9281479.9","7978392.08","Weight in kilograms","7978392.08"
"Ukraine","2018","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","2034526.99","1096897.41","Weight in kilograms","1096897.41"
"Ukraine","2018","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Export","2224436.17","2472972.79","Weight in kilograms","2472972.79"
"Ukraine","2018","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Import","4327094.01","2393217.85","Weight in kilograms","2393217.85"
"Ukraine","2018","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Export","6255279.1","2997081.75","Weight in kilograms","2997081.75"
"Ukraine","2018","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Import","3571223.83","2454646.69","Weight in kilograms","2454646.69"
"Ukraine","2018","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Export","20819707.66","30658664.25","Weight in kilograms","30658664.25"
"Ukraine","2018","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Import","1858733.31","1669462","Weight in kilograms","1669462"
"Ukraine","2018","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Export","1108036.24","1284337.72","Weight in kilograms","1284337.72"
"Ukraine","2018","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Import","1263221.64","427731.27","Weight in kilograms","427731.27"
"Ukraine","2018","Dairy produce; derived from milk, butter","Export","120985966.3","28555872.39","Weight in kilograms","28555872.39"
"Ukraine","2018","Dairy produce; derived from milk, butter","Import","2148793.55","373203.85","Weight in kilograms","373203.85"
"Ukraine","2018","Dairy produce; dairy spreads","Export","6153185.61","1567697.75","Weight in kilograms","1567697.75"
"Ukraine","2018","Dairy produce; dairy spreads","Import","47749.26","7411.32","Weight in kilograms","7411.32"
"Ukraine","2018","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Export","1467251.66","258943.64","Weight in kilograms","258943.64"
"Ukraine","2018","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Import","5275244.77","717967.59","Weight in kilograms","717967.59"
"Ukraine","2018","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Export","3841452.3","1503002.69","Weight in kilograms","1503002.69"
"Ukraine","2018","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Import","12502434.56","3319398.57","Weight in kilograms","3319398.57"
"Ukraine","2018","Dairy produce; cheese of all kinds, grated or powdered","Export","8638.59","2014.2","Weight in kilograms","2014.2"
"Ukraine","2018","Dairy produce; cheese of all kinds, grated or powdered","Import","577415.84","78258.84","Weight in kilograms","78258.84"
"Ukraine","2018","Dairy produce; cheese, processed (not grated or powdered)","Export","1142508.97","467573.63","Weight in kilograms","467573.63"
"Ukraine","2018","Dairy produce; cheese, processed (not grated or powdered)","Import","11642246.37","2795823.17","Weight in kilograms","2795823.17"
"Ukraine","2018","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Export","7103.11","582.7","Weight in kilograms","582.7"
"Ukraine","2018","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Import","6665430.89","969656.65","Weight in kilograms","969656.65"
"Ukraine","2018","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Export","25795769.47","6369690.64","Weight in kilograms","6369690.64"
"Ukraine","2018","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Import","35384628.44","6553973.4","Weight in kilograms","6553973.4"
"Ukraine","2018","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","1272.89","331.5","Weight in kilograms","331.5"
"Ukraine","2018","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","13021926.26","3349382.24","Weight in kilograms","3349382.24"
"Ukraine","2018","Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Export","3999.92","400.82","Weight in kilograms","400.82"
"Ukraine","2018","Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Import","98069.47","9354","Weight in kilograms","9354"
"Ukraine","2018","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","94118255.87","107501118.74","Weight in kilograms","107501118.74"
"Ukraine","2018","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","27707.39","35398","Weight in kilograms","35398"
"Ukraine","2018","Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Export","351.99","85.9","Weight in kilograms","85.9"
"Ukraine","2018","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Export","4419528.77","1154081","Weight in kilograms","1154081"
"Ukraine","2018","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Import","134955.93","23650","Weight in kilograms","23650"
"Ukraine","2018","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Export","58545.42","22152","Weight in kilograms","22152"
"Ukraine","2018","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Export","18308763.23","5005728","Weight in kilograms","5005728"
"Ukraine","2018","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Import","28343.32","7000","Weight in kilograms","7000"
"Ukraine","2018","Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter","Export","2457774.01","1675392.74","Weight in kilograms","1675392.74"
"Ukraine","2018","Honey; natural","Export","97984943.27","49366335.68","Weight in kilograms","49366335.68"
"Ukraine","2018","Honey; natural","Import","62703.6","20861.38","Weight in kilograms","20861.38"
"Ukraine","2018","Animal products; edible, n.e.c. in this or other chapters","Export","1472.74","60","Weight in kilograms","60"
"Ukraine","2018","Animal products; edible, n.e.c. in this or other chapters","Import","7472.26","200","Weight in kilograms","200"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%","Export","416268.81","802093.03","Weight in kilograms","802093.03"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%","Import","1376.78","1257.11","Weight in kilograms","1257.11"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","Export","7751590.21","12507370.5","Weight in kilograms","12507370.5"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","Import","97776.55","142963.17","Weight in kilograms","142963.17"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Export","126065.77","99866.26","Weight in kilograms","99866.26"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Import","1027613.47","573090.8","Weight in kilograms","573090.8"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Export","1439792.88","652187.55","Weight in kilograms","652187.55"
"Ukraine","2017","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Import","317468.41","119211.39","Weight in kilograms","119211.39"
"Ukraine","2017","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Import","1075056.57","","Weight in kilograms","380026.869"
"Ukraine","2017","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Export","53241603.4","28724383.53","Weight in kilograms","28724383.53"
"Ukraine","2017","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","11131102.64","3856644.77","Weight in kilograms","3856644.77"
"Ukraine","2017","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","125627.38","26921.45","Weight in kilograms","26921.45"
"Ukraine","2017","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","124.91","15.2","Weight in kilograms","15.2"
"Ukraine","2017","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","426363.54","111240","Weight in kilograms","111240"
"Ukraine","2017","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","2898.57","4474.5","Weight in kilograms","4474.5"
"Ukraine","2017","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","616.67","423.6","Weight in kilograms","423.6"
"Ukraine","2017","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","16235943.7","14263562.72","Weight in kilograms","14263562.72"
"Ukraine","2017","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","2141698.82","1180932.52","Weight in kilograms","1180932.52"
"Ukraine","2017","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Export","1716678.58","1776675.49","Weight in kilograms","1776675.49"
"Ukraine","2017","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Import","2811191.73","1456002.54","Weight in kilograms","1456002.54"
"Ukraine","2017","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Export","2463148.36","1934051.66","Weight in kilograms","1934051.66"
"Ukraine","2017","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Import","2805762.57","2153699.7","Weight in kilograms","2153699.7"
"Ukraine","2017","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Export","23172031.04","30138169.25","Weight in kilograms","30138169.25"
"Ukraine","2017","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Import","1338488.01","1073251","Weight in kilograms","1073251"
"Ukraine","2017","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Export","1715169.17","1858293.82","Weight in kilograms","1858293.82"
"Ukraine","2017","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Import","1030066.39","303042.2","Weight in kilograms","303042.2"
"Ukraine","2017","Dairy produce; derived from milk, butter","Export","116285721.15","26995139.81","Weight in kilograms","26995139.81"
"Ukraine","2017","Dairy produce; derived from milk, butter","Import","1595857.67","308443.3","Weight in kilograms","308443.3"
"Ukraine","2017","Dairy produce; dairy spreads","Export","10561615.89","2895168.48","Weight in kilograms","2895168.48"
"Ukraine","2017","Dairy produce; dairy spreads","Import","22765.79","3976.2","Weight in kilograms","3976.2"
"Ukraine","2017","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Export","3089913.71","","Weight in kilograms","563423.089"
"Ukraine","2017","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Import","2860499.79","438982.2","Weight in kilograms","438982.2"
"Ukraine","2017","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Export","6636808.68","2220172.76","Weight in kilograms","2220172.76"
"Ukraine","2017","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Import","6746251.11","1855900.44","Weight in kilograms","1855900.44"
"Ukraine","2017","Dairy produce; cheese of all kinds, grated or powdered","Export","6268.84","960","Weight in kilograms","960"
"Ukraine","2017","Dairy produce; cheese of all kinds, grated or powdered","Import","419932.49","47099.77","Weight in kilograms","47099.77"
"Ukraine","2017","Dairy produce; cheese, processed (not grated or powdered)","Export","852320.3","352795.81","Weight in kilograms","352795.81"
"Ukraine","2017","Dairy produce; cheese, processed (not grated or powdered)","Import","9687676.02","2450408.51","Weight in kilograms","2450408.51"
"Ukraine","2017","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Export","7768.41","643.65","Weight in kilograms","643.65"
"Ukraine","2017","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Import","4233784.36","634965.32","Weight in kilograms","634965.32"
"Ukraine","2017","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Export","25056236.63","6486460.75","Weight in kilograms","6486460.75"
"Ukraine","2017","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Import","26016957.11","5018470.79","Weight in kilograms","5018470.79"
"Ukraine","2017","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","88204.05","29132.8","Weight in kilograms","29132.8"
"Ukraine","2017","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","17541257.74","5125095.3","Weight in kilograms","5125095.3"
"Ukraine","2017","Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Import","1786777.5","497446","Weight in kilograms","497446"
"Ukraine","2017","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","68570516.8","88578098.91","Weight in kilograms","88578098.91"
"Ukraine","2017","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","32300","41300","Weight in kilograms","41300"
"Ukraine","2017","Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Export","423.26","230","Weight in kilograms","230"
"Ukraine","2017","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Export","1641642.11","385402","Weight in kilograms","385402"
"Ukraine","2017","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Import","427027.81","77040","Weight in kilograms","77040"
"Ukraine","2017","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Export","255704.89","128749","Weight in kilograms","128749"
"Ukraine","2017","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Export","7004350.63","1833376.5","Weight in kilograms","1833376.5"
"Ukraine","2017","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Import","124407.03","22400","Weight in kilograms","22400"
"Ukraine","2017","Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter","Export","1356721.12","1114840.5","Weight in kilograms","1114840.5"
"Ukraine","2017","Honey; natural","Export","133942529.42","67906929.01","Weight in kilograms","67906929.01"
"Ukraine","2017","Honey; natural","Import","160093.08","56921.05","Weight in kilograms","56921.05"
"Ukraine","2017","Animal products; edible, n.e.c. in this or other chapters","Import","9406.89","211","Weight in kilograms","211"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%","Export","167820.33","597057.2","Weight in kilograms","597057.2"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","Export","4784747.9","9553556.5","Weight in kilograms","9553556.5"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","Import","66998.47","77910.25","Weight in kilograms","77910.25"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Export","15803.58","14634.85","Weight in kilograms","14634.85"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","Import","654856.48","373411.64","Weight in kilograms","373411.64"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Export","461868.95","324004.25","Weight in kilograms","324004.25"
"Ukraine","2016","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","Import","339662.22","135122.13","Weight in kilograms","135122.13"
"Ukraine","2016","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Export","53685521.49","34005520.86","Weight in kilograms","34005520.86"
"Ukraine","2016","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","Import","317034.84","147000","Weight in kilograms","147000"
"Ukraine","2016","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","4666141.03","1981630.23","Weight in kilograms","1981630.23"
"Ukraine","2016","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","171729.66","33195","Weight in kilograms","33195"
"Ukraine","2016","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Export","146.85","171.94","Weight in kilograms","171.94"
"Ukraine","2016","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","Import","228358.8","76086","Weight in kilograms","76086"
"Ukraine","2016","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","504.65","97","Weight in kilograms","97"
"Ukraine","2016","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","8362.77","5289","Weight in kilograms","5289"
"Ukraine","2016","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Export","15319831.11","15867780.71","Weight in kilograms","15867780.71"
"Ukraine","2016","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","Import","1412150.89","825169.62","Weight in kilograms","825169.62"
"Ukraine","2016","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Export","1305742.74","1430490.37","Weight in kilograms","1430490.37"
"Ukraine","2016","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa","Import","1600574.41","834916.59","Weight in kilograms","834916.59"
"Ukraine","2016","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Export","1276378.72","1379077.04","Weight in kilograms","1379077.04"
"Ukraine","2016","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","Import","2341802.95","1751599.62","Weight in kilograms","1751599.62"
"Ukraine","2016","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Export","12984888.66","22287720.1","Weight in kilograms","22287720.1"
"Ukraine","2016","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","Import","586972.54","446712.18","Weight in kilograms","446712.18"
"Ukraine","2016","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Export","1355486.34","1584098.59","Weight in kilograms","1584098.59"
"Ukraine","2016","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","Import","1018976.8","271756.94","Weight in kilograms","271756.94"
"Ukraine","2016","Dairy produce; derived from milk, butter","Export","27787305.83","9020563.43","Weight in kilograms","9020563.43"
"Ukraine","2016","Dairy produce; derived from milk, butter","Import","2097939.19","596545.7","Weight in kilograms","596545.7"
"Ukraine","2016","Dairy produce; dairy spreads","Export","9427929.34","2917356.25","Weight in kilograms","2917356.25"
"Ukraine","2016","Dairy produce; dairy spreads","Import","237531.62","88122.24","Weight in kilograms","88122.24"
"Ukraine","2016","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Export","318803.68","94509.6","Weight in kilograms","94509.6"
"Ukraine","2016","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","Import","1454603.9","398364.56","Weight in kilograms","398364.56"
"Ukraine","2016","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Export","4605380.84","1917909.03","Weight in kilograms","1917909.03"
"Ukraine","2016","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","Import","3791832.1","1077519.08","Weight in kilograms","1077519.08"
"Ukraine","2016","Dairy produce; cheese of all kinds, grated or powdered","Export","32.92","7.5","Weight in kilograms","7.5"
"Ukraine","2016","Dairy produce; cheese of all kinds, grated or powdered","Import","238543.74","26390.44","Weight in kilograms","26390.44"
"Ukraine","2016","Dairy produce; cheese, processed (not grated or powdered)","Export","647447.16","306705.52","Weight in kilograms","306705.52"
"Ukraine","2016","Dairy produce; cheese, processed (not grated or powdered)","Import","5991745.57","1746437.58","Weight in kilograms","1746437.58"
"Ukraine","2016","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Export","6969.9","655.1","Weight in kilograms","655.1"
"Ukraine","2016","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","Import","2677755.75","428725.39","Weight in kilograms","428725.39"
"Ukraine","2016","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Export","19058027.16","5825538.57","Weight in kilograms","5825538.57"
"Ukraine","2016","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","Import","17152803.4","3775455.99","Weight in kilograms","3775455.99"
"Ukraine","2016","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","549.09","346.25","Weight in kilograms","346.25"
"Ukraine","2016","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","15512261.98","4224085.9","Weight in kilograms","4224085.9"
"Ukraine","2016","Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Import","637596.54","149772.8","Weight in kilograms","149772.8"
"Ukraine","2016","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Export","45485399.17","50675214.27","Weight in kilograms","50675214.27"
"Ukraine","2016","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","Import","37619.09","73000","Weight in kilograms","73000"
"Ukraine","2016","Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)","Export","872.7","548.1","Weight in kilograms","548.1"
"Ukraine","2016","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Export","6417439.94","790678","Weight in kilograms","790678"
"Ukraine","2016","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","Import","374338.68","75055","Weight in kilograms","75055"
"Ukraine","2016","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Export","15759.62","8464","Weight in kilograms","8464"
"Ukraine","2016","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Import","118.69","22.4","Weight in kilograms","22.4"
"Ukraine","2016","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Export","23299984.81","2656486","Weight in kilograms","2656486"
"Ukraine","2016","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","Import","194496.24","32600","Weight in kilograms","32600"
