date,period,territory,source,stage,product,Тип товарів і послуг,price_raw,price_uah_kg,unit_raw,unit_clean,quality_flag
2017-01-01,2017-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",18.54,18.54,1000 г,UAH/kg,ok
2017-02-01,2017-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.09,19.09,1000 г,UAH/kg,ok
2017-03-01,2017-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.7,19.7,1000 г,UAH/kg,ok
2017-04-01,2017-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.36,19.36,1000 г,UAH/kg,ok
2017-05-01,2017-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.54,19.54,1000 г,UAH/kg,ok
2017-06-01,2017-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.46,19.46,1000 г,UAH/kg,ok
2017-07-01,2017-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.58,19.58,1000 г,UAH/kg,ok
2017-08-01,2017-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",19.77,19.77,1000 г,UAH/kg,ok
2017-09-01,2017-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",20.1,20.1,1000 г,UAH/kg,ok
2017-10-01,2017-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",20.94,20.94,1000 г,UAH/kg,ok
2017-11-01,2017-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",21.53,21.53,1000 г,UAH/kg,ok
2017-12-01,2017-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",21.96,21.96,1000 г,UAH/kg,ok
2018-01-01,2018-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.12,22.12,1000 г,UAH/kg,ok
2018-02-01,2018-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.19,22.19,1000 г,UAH/kg,ok
2018-03-01,2018-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.38,22.38,1000 г,UAH/kg,ok
2018-04-01,2018-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.36,22.36,1000 г,UAH/kg,ok
2018-05-01,2018-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.6,22.6,1000 г,UAH/kg,ok
2018-06-01,2018-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.63,22.63,1000 г,UAH/kg,ok
2018-07-01,2018-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.52,22.52,1000 г,UAH/kg,ok
2018-08-01,2018-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.63,22.63,1000 г,UAH/kg,ok
2018-09-01,2018-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.6,22.6,1000 г,UAH/kg,ok
2018-10-01,2018-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",22.87,22.87,1000 г,UAH/kg,ok
2018-11-01,2018-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",23.55,23.55,1000 г,UAH/kg,ok
2018-12-01,2018-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.22,24.22,1000 г,UAH/kg,ok
2019-01-01,2019-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",23.94,23.94,1000 г,UAH/kg,ok
2019-02-01,2019-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.34,24.34,1000 г,UAH/kg,ok
2019-03-01,2019-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.22,24.22,1000 г,UAH/kg,ok
2019-04-01,2019-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.21,24.21,1000 г,UAH/kg,ok
2019-05-01,2019-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.3,24.3,1000 г,UAH/kg,ok
2019-06-01,2019-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.75,24.75,1000 г,UAH/kg,ok
2019-07-01,2019-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.91,24.91,1000 г,UAH/kg,ok
2019-08-01,2019-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.92,24.92,1000 г,UAH/kg,ok
2019-09-01,2019-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.62,24.62,1000 г,UAH/kg,ok
2019-10-01,2019-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.22,25.22,1000 г,UAH/kg,ok
2019-11-01,2019-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.37,25.37,1000 г,UAH/kg,ok
2019-12-01,2019-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.89,25.89,1000 г,UAH/kg,ok
2020-01-01,2020-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.48,25.48,1000 г,UAH/kg,ok
2020-02-01,2020-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.13,26.13,1000 г,UAH/kg,ok
2020-03-01,2020-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.4,26.4,1000 г,UAH/kg,ok
2020-04-01,2020-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.12,26.12,1000 г,UAH/kg,ok
2020-05-01,2020-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.22,26.22,1000 г,UAH/kg,ok
2020-06-01,2020-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.81,25.81,1000 г,UAH/kg,ok
2020-07-01,2020-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.12,26.12,1000 г,UAH/kg,ok
2020-08-01,2020-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.29,26.29,1000 г,UAH/kg,ok
2020-09-01,2020-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.85,25.85,1000 г,UAH/kg,ok
2020-10-01,2020-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.62,24.62,1000 г,UAH/kg,ok
2020-11-01,2020-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.5,24.5,1000 г,UAH/kg,ok
2020-12-01,2020-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.54,24.54,1000 г,UAH/kg,ok
2021-01-01,2021-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.81,24.81,1000 г,UAH/kg,ok
2021-02-01,2021-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.63,24.63,1000 г,UAH/kg,ok
2021-03-01,2021-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.78,24.78,1000 г,UAH/kg,ok
2021-04-01,2021-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.77,24.77,1000 г,UAH/kg,ok
2021-05-01,2021-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.3,25.3,1000 г,UAH/kg,ok
2021-06-01,2021-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.18,26.18,1000 г,UAH/kg,ok
2021-07-01,2021-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.59,24.59,1000 г,UAH/kg,ok
2021-08-01,2021-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.85,24.85,1000 г,UAH/kg,ok
2021-09-01,2021-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.13,25.13,1000 г,UAH/kg,ok
2021-10-01,2021-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.95,26.95,1000 г,UAH/kg,ok
2021-11-01,2021-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",27.45,27.45,1000 г,UAH/kg,ok
2021-12-01,2021-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",28.43,28.43,1000 г,UAH/kg,ok
2022-01-01,2022-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",29.06,29.06,1000 г,UAH/kg,ok
2022-02-01,2022-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",30.2,30.2,1000 г,UAH/kg,ok
2022-03-01,2022-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",30.35,30.35,1000 г,UAH/kg,ok
2022-04-01,2022-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.67,33.67,1000 г,UAH/kg,ok
2022-05-01,2022-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.52,32.52,1000 г,UAH/kg,ok
2022-06-01,2022-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.35,32.35,1000 г,UAH/kg,ok
2022-07-01,2022-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.01,32.01,1000 г,UAH/kg,ok
2022-08-01,2022-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.17,32.17,1000 г,UAH/kg,ok
2022-09-01,2022-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.76,32.76,1000 г,UAH/kg,ok
2022-10-01,2022-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.6,33.6,1000 г,UAH/kg,ok
2022-11-01,2022-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",34.94,34.94,1000 г,UAH/kg,ok
2022-12-01,2022-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.04,36.04,1000 г,UAH/kg,ok
2023-01-01,2023-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",34.98,34.98,1000 г,UAH/kg,ok
2023-02-01,2023-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.45,35.45,1000 г,UAH/kg,ok
2023-03-01,2023-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.38,36.38,1000 г,UAH/kg,ok
2023-04-01,2023-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.25,37.25,1000 г,UAH/kg,ok
2023-05-01,2023-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.81,35.81,1000 г,UAH/kg,ok
2023-06-01,2023-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.64,36.64,1000 г,UAH/kg,ok
2023-07-01,2023-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.78,36.78,1000 г,UAH/kg,ok
2023-08-01,2023-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.43,37.43,1000 г,UAH/kg,ok
2023-09-01,2023-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.44,37.44,1000 г,UAH/kg,ok
2023-10-01,2023-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.24,37.24,1000 г,UAH/kg,ok
2023-11-01,2023-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",38.65,38.65,1000 г,UAH/kg,ok
2023-12-01,2023-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.61,37.61,1000 г,UAH/kg,ok
2024-01-01,2024-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",39.84,39.84,1000 г,UAH/kg,ok
2024-02-01,2024-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",40.76,40.76,1000 г,UAH/kg,ok
2024-03-01,2024-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",41.26,41.26,1000 г,UAH/kg,ok
2024-04-01,2024-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",40.5,40.5,1000 г,UAH/kg,ok
2024-05-01,2024-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",40.96,40.96,1000 г,UAH/kg,ok
2024-06-01,2024-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",40.96,40.96,1000 г,UAH/kg,ok
2024-07-01,2024-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",39.56,39.56,1000 г,UAH/kg,ok
2024-08-01,2024-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",40.32,40.32,1000 г,UAH/kg,ok
2024-09-01,2024-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",41.49,41.49,1000 г,UAH/kg,ok
2024-10-01,2024-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",42.16,42.16,1000 г,UAH/kg,ok
2024-11-01,2024-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",42.3,42.3,1000 г,UAH/kg,ok
2024-12-01,2024-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",43.84,43.84,1000 г,UAH/kg,ok
2025-01-01,2025-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.21,45.21,1000 г,UAH/kg,ok
2025-02-01,2025-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.21,45.21,1000 г,UAH/kg,ok
2025-03-01,2025-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.29,45.29,1000 г,UAH/kg,ok
2025-04-01,2025-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.84,45.84,1000 г,UAH/kg,ok
2025-05-01,2025-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",46.1,46.1,1000 г,UAH/kg,ok
2025-06-01,2025-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.75,45.75,1000 г,UAH/kg,ok
2025-07-01,2025-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",46.86,46.86,1000 г,UAH/kg,ok
2025-08-01,2025-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",46.36,46.36,1000 г,UAH/kg,ok
2025-09-01,2025-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",47.26,47.26,1000 г,UAH/kg,ok
2025-10-01,2025-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",48.23,48.23,1000 г,UAH/kg,ok
2025-11-01,2025-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",46.15,46.15,1000 г,UAH/kg,ok
2025-12-01,2025-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",48.74,48.74,1000 г,UAH/kg,ok
2026-01-01,2026-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",51.59,51.59,1000 г,UAH/kg,ok
2026-02-01,2026-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",54.28,54.28,1000 г,UAH/kg,ok
2026-03-01,2026-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",51.14,51.14,1000 г,UAH/kg,ok
2017-01-01,2017-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,63.8,63.8,Кілограм,UAH/kg,ok
2017-02-01,2017-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,66.24,66.24,Кілограм,UAH/kg,ok
2017-03-01,2017-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,67.71,67.71,Кілограм,UAH/kg,ok
2017-04-01,2017-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,68.17,68.17,Кілограм,UAH/kg,ok
2017-05-01,2017-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,68.57,68.57,Кілограм,UAH/kg,ok
2017-06-01,2017-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,64.77,64.77,Кілограм,UAH/kg,ok
2017-07-01,2017-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,65.71,65.71,Кілограм,UAH/kg,ok
2017-08-01,2017-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,67.17,67.17,Кілограм,UAH/kg,ok
2017-09-01,2017-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,68.91,68.91,Кілограм,UAH/kg,ok
2017-10-01,2017-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,72.02,72.02,Кілограм,UAH/kg,ok
2017-11-01,2017-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,77.13,77.13,Кілограм,UAH/kg,ok
2017-12-01,2017-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,82.12,82.12,Кілограм,UAH/kg,ok
2018-01-01,2018-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,84.0,84.0,Кілограм,UAH/kg,ok
2018-02-01,2018-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.87,85.87,Кілограм,UAH/kg,ok
2018-03-01,2018-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,87.19,87.19,Кілограм,UAH/kg,ok
2018-04-01,2018-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.2,86.2,Кілограм,UAH/kg,ok
2018-05-01,2018-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,84.98,84.98,Кілограм,UAH/kg,ok
2018-06-01,2018-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,83.49,83.49,Кілограм,UAH/kg,ok
2018-07-01,2018-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,82.5,82.5,Кілограм,UAH/kg,ok
2018-08-01,2018-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,84.01,84.01,Кілограм,UAH/kg,ok
2018-09-01,2018-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,84.68,84.68,Кілограм,UAH/kg,ok
2018-10-01,2018-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,83.95,83.95,Кілограм,UAH/kg,ok
2018-11-01,2018-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,88.69,88.69,Кілограм,UAH/kg,ok
2018-12-01,2018-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,95.41,95.41,Кілограм,UAH/kg,ok
2019-01-01,2019-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.57,93.57,Кілограм,UAH/kg,ok
2019-02-01,2019-M02,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,98.08,98.08,Кілограм,UAH/kg,ok
2019-03-01,2019-M03,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,99.52,99.52,Кілограм,UAH/kg,ok
2019-04-01,2019-M04,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,99.95,99.95,Кілограм,UAH/kg,ok
2019-05-01,2019-M05,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,94.11,94.11,Кілограм,UAH/kg,ok
2019-06-01,2019-M06,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.51,93.51,Кілограм,UAH/kg,ok
2019-07-01,2019-M07,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.25,93.25,Кілограм,UAH/kg,ok
2019-08-01,2019-M08,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.13,90.13,Кілограм,UAH/kg,ok
2019-09-01,2019-M09,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,92.95,92.95,Кілограм,UAH/kg,ok
2019-10-01,2019-M10,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,97.48,97.48,Кілограм,UAH/kg,ok
2019-11-01,2019-M11,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,95.38,95.38,Кілограм,UAH/kg,ok
2019-12-01,2019-M12,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,95.81,95.81,Кілограм,UAH/kg,ok
2020-01-01,2020-M01,Івано-Франківська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,104.67,104.67,Кілограм,UAH/kg,ok
