date,period,territory,source,stage,product,Тип товарів і послуг,price_raw,price_uah_kg,unit_raw,unit_clean,quality_flag
2020-10-01,2020-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.09,24.09,1000 г,UAH/kg,ok
2020-11-01,2020-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.64,24.64,1000 г,UAH/kg,ok
2020-12-01,2020-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.83,24.83,1000 г,UAH/kg,ok
2021-01-01,2021-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.15,25.15,1000 г,UAH/kg,ok
2021-02-01,2021-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.57,24.57,1000 г,UAH/kg,ok
2021-03-01,2021-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.56,24.56,1000 г,UAH/kg,ok
2021-04-01,2021-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.04,25.04,1000 г,UAH/kg,ok
2021-05-01,2021-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",24.78,24.78,1000 г,UAH/kg,ok
2021-06-01,2021-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.03,25.03,1000 г,UAH/kg,ok
2021-07-01,2021-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",25.47,25.47,1000 г,UAH/kg,ok
2021-08-01,2021-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",26.14,26.14,1000 г,UAH/kg,ok
2021-09-01,2021-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",27.02,27.02,1000 г,UAH/kg,ok
2021-10-01,2021-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",28.3,28.3,1000 г,UAH/kg,ok
2021-11-01,2021-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",28.01,28.01,1000 г,UAH/kg,ok
2021-12-01,2021-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",28.23,28.23,1000 г,UAH/kg,ok
2022-01-01,2022-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",27.96,27.96,1000 г,UAH/kg,ok
2022-02-01,2022-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",28.63,28.63,1000 г,UAH/kg,ok
2022-03-01,2022-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",29.95,29.95,1000 г,UAH/kg,ok
2022-04-01,2022-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",30.66,30.66,1000 г,UAH/kg,ok
2022-05-01,2022-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",31.3,31.3,1000 г,UAH/kg,ok
2022-06-01,2022-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",31.11,31.11,1000 г,UAH/kg,ok
2022-07-01,2022-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",31.65,31.65,1000 г,UAH/kg,ok
2022-08-01,2022-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.43,32.43,1000 г,UAH/kg,ok
2022-09-01,2022-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.05,33.05,1000 г,UAH/kg,ok
2022-10-01,2022-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.44,33.44,1000 г,UAH/kg,ok
2022-11-01,2022-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",34.16,34.16,1000 г,UAH/kg,ok
2022-12-01,2022-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.04,33.04,1000 г,UAH/kg,ok
2023-01-01,2023-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.04,35.04,1000 г,UAH/kg,ok
2023-02-01,2023-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.55,35.55,1000 г,UAH/kg,ok
2023-03-01,2023-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.02,36.02,1000 г,UAH/kg,ok
2023-04-01,2023-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.28,36.28,1000 г,UAH/kg,ok
2023-05-01,2023-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.33,33.33,1000 г,UAH/kg,ok
2023-06-01,2023-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.68,33.68,1000 г,UAH/kg,ok
2023-07-01,2023-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.81,32.81,1000 г,UAH/kg,ok
2023-08-01,2023-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.3,33.3,1000 г,UAH/kg,ok
2023-09-01,2023-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",32.59,32.59,1000 г,UAH/kg,ok
2023-10-01,2023-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",34.09,34.09,1000 г,UAH/kg,ok
2023-11-01,2023-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",33.99,33.99,1000 г,UAH/kg,ok
2023-12-01,2023-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.0,35.0,1000 г,UAH/kg,ok
2024-01-01,2024-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.93,35.93,1000 г,UAH/kg,ok
2024-02-01,2024-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.03,36.03,1000 г,UAH/kg,ok
2024-03-01,2024-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.81,35.81,1000 г,UAH/kg,ok
2024-04-01,2024-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",35.88,35.88,1000 г,UAH/kg,ok
2024-05-01,2024-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.27,36.27,1000 г,UAH/kg,ok
2024-06-01,2024-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.13,36.13,1000 г,UAH/kg,ok
2024-07-01,2024-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",36.09,36.09,1000 г,UAH/kg,ok
2024-08-01,2024-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.45,37.45,1000 г,UAH/kg,ok
2024-09-01,2024-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",37.83,37.83,1000 г,UAH/kg,ok
2024-10-01,2024-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",38.01,38.01,1000 г,UAH/kg,ok
2024-11-01,2024-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",39.72,39.72,1000 г,UAH/kg,ok
2024-12-01,2024-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",42.85,42.85,1000 г,UAH/kg,ok
2025-01-01,2025-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.25,44.25,1000 г,UAH/kg,ok
2025-02-01,2025-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.58,44.58,1000 г,UAH/kg,ok
2025-03-01,2025-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.35,45.35,1000 г,UAH/kg,ok
2025-04-01,2025-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.14,45.14,1000 г,UAH/kg,ok
2025-05-01,2025-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.84,44.84,1000 г,UAH/kg,ok
2025-06-01,2025-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",43.53,43.53,1000 г,UAH/kg,ok
2025-07-01,2025-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.2,44.2,1000 г,UAH/kg,ok
2025-08-01,2025-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.32,44.32,1000 г,UAH/kg,ok
2025-09-01,2025-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.61,44.61,1000 г,UAH/kg,ok
2025-10-01,2025-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",44.99,44.99,1000 г,UAH/kg,ok
2025-11-01,2025-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.66,45.66,1000 г,UAH/kg,ok
2025-12-01,2025-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.77,45.77,1000 г,UAH/kg,ok
2026-01-01,2026-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",45.77,45.77,1000 г,UAH/kg,ok
2026-02-01,2026-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",47.14,47.14,1000 г,UAH/kg,ok
2026-03-01,2026-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,drinking_milk,"Молоко пастеризоване жирністю до 2,6% включно",46.98,46.98,1000 г,UAH/kg,ok
2017-01-01,2017-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,77.47,77.47,Кілограм,UAH/kg,ok
2017-02-01,2017-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,79.6,79.6,Кілограм,UAH/kg,ok
2017-03-01,2017-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,80.7,80.7,Кілограм,UAH/kg,ok
2017-04-01,2017-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,81.04,81.04,Кілограм,UAH/kg,ok
2017-05-01,2017-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,80.98,80.98,Кілограм,UAH/kg,ok
2017-06-01,2017-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,81.01,81.01,Кілограм,UAH/kg,ok
2017-07-01,2017-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,81.58,81.58,Кілограм,UAH/kg,ok
2017-08-01,2017-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,82.05,82.05,Кілограм,UAH/kg,ok
2017-09-01,2017-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,82.61,82.61,Кілограм,UAH/kg,ok
2017-10-01,2017-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,83.5,83.5,Кілограм,UAH/kg,ok
2017-11-01,2017-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.71,85.71,Кілограм,UAH/kg,ok
2017-12-01,2017-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,89.76,89.76,Кілограм,UAH/kg,ok
2018-01-01,2018-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.59,90.59,Кілограм,UAH/kg,ok
2018-02-01,2018-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.58,93.58,Кілограм,UAH/kg,ok
2018-03-01,2018-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.67,93.67,Кілограм,UAH/kg,ok
2018-04-01,2018-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.6,93.6,Кілограм,UAH/kg,ok
2018-05-01,2018-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,93.2,93.2,Кілограм,UAH/kg,ok
2018-06-01,2018-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.73,91.73,Кілограм,UAH/kg,ok
2018-07-01,2018-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.29,90.29,Кілограм,UAH/kg,ok
2018-08-01,2018-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.41,90.41,Кілограм,UAH/kg,ok
2018-09-01,2018-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.56,90.56,Кілограм,UAH/kg,ok
2018-10-01,2018-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.52,91.52,Кілограм,UAH/kg,ok
2018-11-01,2018-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,94.43,94.43,Кілограм,UAH/kg,ok
2018-12-01,2018-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,95.84,95.84,Кілограм,UAH/kg,ok
2019-01-01,2019-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.12,85.12,Кілограм,UAH/kg,ok
2019-02-01,2019-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.77,85.77,Кілограм,UAH/kg,ok
2019-03-01,2019-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.22,86.22,Кілограм,UAH/kg,ok
2019-04-01,2019-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.47,86.47,Кілограм,UAH/kg,ok
2019-05-01,2019-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.55,86.55,Кілограм,UAH/kg,ok
2019-06-01,2019-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.84,85.84,Кілограм,UAH/kg,ok
2019-07-01,2019-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.64,85.64,Кілограм,UAH/kg,ok
2019-08-01,2019-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.96,85.96,Кілограм,UAH/kg,ok
2019-09-01,2019-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.4,86.4,Кілограм,UAH/kg,ok
2019-10-01,2019-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,88.78,88.78,Кілограм,UAH/kg,ok
2019-11-01,2019-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,89.54,89.54,Кілограм,UAH/kg,ok
2019-12-01,2019-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.27,91.27,Кілограм,UAH/kg,ok
2020-01-01,2020-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,83.65,83.65,Кілограм,UAH/kg,ok
2020-02-01,2020-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.16,86.16,Кілограм,UAH/kg,ok
2020-03-01,2020-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.15,86.15,Кілограм,UAH/kg,ok
2020-04-01,2020-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.25,86.25,Кілограм,UAH/kg,ok
2020-05-01,2020-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.84,85.84,Кілограм,UAH/kg,ok
2020-06-01,2020-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.6,85.6,Кілограм,UAH/kg,ok
2020-07-01,2020-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.86,85.86,Кілограм,UAH/kg,ok
2020-08-01,2020-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,88.04,88.04,Кілограм,UAH/kg,ok
2020-09-01,2020-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,88.49,88.49,Кілограм,UAH/kg,ok
2020-10-01,2020-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,89.36,89.36,Кілограм,UAH/kg,ok
2020-11-01,2020-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.41,90.41,Кілограм,UAH/kg,ok
2020-12-01,2020-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,89.97,89.97,Кілограм,UAH/kg,ok
2021-01-01,2021-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,85.77,85.77,Кілограм,UAH/kg,ok
2021-02-01,2021-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,82.64,82.64,Кілограм,UAH/kg,ok
2021-03-01,2021-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,86.04,86.04,Кілограм,UAH/kg,ok
2021-04-01,2021-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,90.28,90.28,Кілограм,UAH/kg,ok
2021-05-01,2021-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.59,91.59,Кілограм,UAH/kg,ok
2021-06-01,2021-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,92.38,92.38,Кілограм,UAH/kg,ok
2021-07-01,2021-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.55,91.55,Кілограм,UAH/kg,ok
2021-08-01,2021-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,91.36,91.36,Кілограм,UAH/kg,ok
2021-09-01,2021-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,94.16,94.16,Кілограм,UAH/kg,ok
2021-10-01,2021-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,95.21,95.21,Кілограм,UAH/kg,ok
2021-11-01,2021-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,97.14,97.14,Кілограм,UAH/kg,ok
2021-12-01,2021-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,97.86,97.86,Кілограм,UAH/kg,ok
2022-01-01,2022-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,96.56,96.56,Кілограм,UAH/kg,ok
2022-02-01,2022-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,102.42,102.42,Кілограм,UAH/kg,ok
2022-03-01,2022-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,107.19,107.19,Кілограм,UAH/kg,ok
2022-04-01,2022-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,115.19,115.19,Кілограм,UAH/kg,ok
2022-05-01,2022-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,114.05,114.05,Кілограм,UAH/kg,ok
2022-06-01,2022-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,111.39,111.39,Кілограм,UAH/kg,ok
2022-07-01,2022-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,112.32,112.32,Кілограм,UAH/kg,ok
2022-08-01,2022-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,113.93,113.93,Кілограм,UAH/kg,ok
2022-09-01,2022-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,117.35,117.35,Кілограм,UAH/kg,ok
2022-10-01,2022-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,122.1,122.1,Кілограм,UAH/kg,ok
2022-11-01,2022-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,135.09,135.09,Кілограм,UAH/kg,ok
2022-12-01,2022-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,138.94,138.94,Кілограм,UAH/kg,ok
2023-01-01,2023-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,138.55,138.55,Кілограм,UAH/kg,ok
2023-02-01,2023-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,138.25,138.25,Кілограм,UAH/kg,ok
2023-03-01,2023-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,141.43,141.43,Кілограм,UAH/kg,ok
2023-04-01,2023-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,142.48,142.48,Кілограм,UAH/kg,ok
2023-05-01,2023-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,138.23,138.23,Кілограм,UAH/kg,ok
2023-06-01,2023-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,141.3,141.3,Кілограм,UAH/kg,ok
2023-07-01,2023-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,156.0,156.0,Кілограм,UAH/kg,ok
2023-08-01,2023-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,151.79,151.79,Кілограм,UAH/kg,ok
2023-09-01,2023-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,149.63,149.63,Кілограм,UAH/kg,ok
2023-10-01,2023-M10,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,152.71,152.71,Кілограм,UAH/kg,ok
2023-11-01,2023-M11,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,163.0,163.0,Кілограм,UAH/kg,ok
2023-12-01,2023-M12,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,173.24,173.24,Кілограм,UAH/kg,ok
2024-01-01,2024-M01,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,180.21,180.21,Кілограм,UAH/kg,ok
2024-02-01,2024-M02,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,183.17,183.17,Кілограм,UAH/kg,ok
2024-03-01,2024-M03,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,184.92,184.92,Кілограм,UAH/kg,ok
2024-04-01,2024-M04,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,184.42,184.42,Кілограм,UAH/kg,ok
2024-05-01,2024-M05,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,178.8,178.8,Кілограм,UAH/kg,ok
2024-06-01,2024-M06,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,185.15,185.15,Кілограм,UAH/kg,ok
2024-07-01,2024-M07,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,187.63,187.63,Кілограм,UAH/kg,ok
2024-08-01,2024-M08,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,188.41,188.41,Кілограм,UAH/kg,ok
2024-09-01,2024-M09,Закарпатська,SSSU consumer prices raw workbook,official_consumer,soft_cheese,Сири м’які жирні,189.69,189.69,Кілограм,UAH/kg,ok
