date,product,price_uah_kg,package_price_uah,discount_incidence,discount_pct,n_sku,n_rows,ok_uah_kg_share
2025-11-04,cottage_cheese,309.9666666666666,62.9,0.23121387283236994,22.376167659134428,96,519,0.04816955684007707
2025-11-04,cream,312.4375,58.49,0.2870201096892139,22.383691989682223,123,547,0.08592321755027423
2025-11-04,drinking_milk,78.93684210526315,59.99,0.26707650273224043,21.280964304719184,254,1464,0.02663934426229508
2025-11-04,hard_cheese,742.8571428571428,441.5,0.0,,64,64,0.328125
2025-11-04,kefir,77.8176282051282,54.99,0.21374045801526717,20.86018260064468,113,655,0.030534351145038167
2025-11-04,other_dairy,159.95,60.99,0.2229179711959925,22.064953155245835,296,1597,0.030682529743268627
2025-11-04,soft_cheese,611.6215277777777,66.99,0.20532319391634982,21.666748544899455,450,1052,0.15399239543726237
2025-11-04,sour_cream,234.1222222222222,57.99,0.20838627700127066,19.39989931558438,139,787,0.03811944091486658
2025-11-04,yogurt,133.7586206896552,52.49,0.3073747936158503,22.061301298685578,661,3634,0.043753439735828285
2025-11-11,butter,688.8888888888889,69.9,0.2255266418835192,21.80738488199159,120,807,0.0037174721189591076
2025-11-11,condensed_milk,257.8684210526316,64.49,0.22624434389140272,17.94251200055035,34,221,0.004524886877828055
2025-11-11,cottage_cheese,,60.49,0.2601626016260163,23.55309533043643,71,492,0.0
2025-11-11,cream,356.3238095238095,58.18,0.29979879275653926,22.461043876620124,72,497,0.004024144869215292
2025-11-11,drinking_milk,93.32222222222221,60.49,0.25017869907076484,21.41717547007996,203,1399,0.0007147962830593281
2025-11-11,hard_cheese,,1179.0,0.0,,1,1,0.0
2025-11-11,kefir,94.42222222222223,54.99,0.22626582278481014,21.103663062154478,92,632,0.0015822784810126582
2025-11-11,other_dairy,79.98666666666666,59.99,0.25544554455445545,22.033762539048446,224,1515,0.0006600660066006601
2025-11-11,soft_cheese,413.2666666666667,49.99,0.30446927374301674,21.11102113068289,110,716,0.004189944134078212
2025-11-11,sour_cream,,54.99,0.26764314247669774,21.01567483546451,107,751,0.0
2025-11-11,yogurt,126.86502463054191,54.49,0.2576494137832428,22.345767978788867,507,3497,0.001143837575064341
2025-11-18,butter,,75.99,0.17472118959107807,27.073253167847028,115,807,0.0
2025-11-18,condensed_milk,,60.99,0.21658986175115208,23.97451038376918,31,217,0.0
2025-11-18,cottage_cheese,239.9714285714286,60.24,0.2163265306122449,27.49381058407829,71,490,0.0020408163265306124
2025-11-18,cream,318.4161764705882,54.99,0.31376518218623484,25.198118957622192,72,494,0.008097165991902834
2025-11-18,drinking_milk,69.15833333333333,60.99,0.2328080229226361,25.039492552820676,203,1396,0.0014326647564469914
2025-11-18,kefir,,55.99,0.1990521327014218,23.058214946937447,91,633,0.0
2025-11-18,other_dairy,121.6333333333333,59.99,0.2601194426011944,24.004801208998277,219,1507,0.0006635700066357001
2025-11-18,soft_cheese,484.55555555555554,51.49,0.2813852813852814,22.835965493833832,105,693,0.005772005772005772
2025-11-18,sour_cream,216.6333333333333,57.99,0.2151394422310757,23.283163829298665,109,753,0.0013280212483399733
2025-11-18,yogurt,229.9,54.9,0.26891236083357123,24.4037262380881,504,3503,0.0008564087924636027
2025-11-25,butter,577.7777777777778,72.49,0.16165413533834586,24.3970635341457,115,798,0.0012531328320802004
2025-11-25,condensed_milk,198.8888888888889,65.99,0.12903225806451613,23.464285714285715,32,217,0.004608294930875576
2025-11-25,cottage_cheese,400.08985507246376,57.99,0.2240325865580448,25.836250091458833,72,491,0.004073319755600814
2025-11-25,cream,697.5,54.99,0.24236252545824846,21.568665577908526,70,491,0.006109979633401222
2025-11-25,drinking_milk,44.43333333333334,61.99,0.19599427753934193,23.408324097176504,200,1398,0.000715307582260372
2025-11-25,hard_cheese,,499.0,0.0,,1,1,0.0
2025-11-25,kefir,91.15686274509804,56.49,0.19152276295133439,24.15659818409006,92,637,0.0015698587127158557
2025-11-25,other_dairy,259.9,60.49,0.22709163346613545,22.677200163659517,218,1506,0.0006640106241699867
2025-11-25,soft_cheese,513.6111111111111,50.9,0.2719424460431655,23.202439740972693,109,695,0.008633093525179856
2025-11-25,sour_cream,147.11190476190478,54.99,0.20505992010652463,23.157109888181157,107,751,0.002663115845539281
2025-11-25,yogurt,134.695652173913,54.9,0.2517964932451854,23.278115749305137,496,3479,0.0008623167576889911
2025-12-02,butter,814.1666666666667,76.49,0.20348837209302326,22.308001725753286,115,344,0.005813953488372093
2025-12-02,condensed_milk,,59.99,0.11827956989247312,19.0,31,93,0.0
2025-12-02,cottage_cheese,277.7627705627706,56.99,0.2995391705069124,24.835592942569495,75,217,0.009216589861751152
2025-12-02,cream,616.0,59.9,0.3004694835680751,22.604039211252964,70,213,0.014084507042253521
2025-12-02,drinking_milk,198.86666666666667,58.99,0.22129783693843594,22.513206491796844,202,601,0.0066555740432612314
2025-12-02,hard_cheese,707.0175438596492,201.5,0.0,,2,2,1.0
2025-12-02,kefir,,58.24,0.25,24.60336361562376,91,272,0.0
2025-12-02,other_dairy,259.9,59.99,0.29520865533230295,22.63857500502607,215,647,0.00463678516228748
2025-12-02,soft_cheese,692.2307692307692,49.49,0.29180327868852457,20.9325374186503,106,305,0.009836065573770493
2025-12-02,sour_cream,167.5405405405405,55.49,0.23529411764705882,22.68666318201922,107,323,0.0030959752321981426
2025-12-02,yogurt,159.9642857142857,54.9,0.272,23.21662306561556,500,1500,0.0033333333333333335
2025-12-09,butter,661.1111111111111,71.49,0.2676470588235294,20.247612204368245,115,340,0.0029411764705882353
2025-12-09,condensed_milk,220.6551724137931,64.49,0.25806451612903225,18.018271332796072,32,93,0.010752688172043012
2025-12-09,cottage_cheese,277.54393939393935,64.49,0.22065727699530516,23.28859325426483,73,213,0.009389671361502348
2025-12-09,cream,208.0,54.695,0.3443396226415094,20.440168503273675,70,212,0.014150943396226415
2025-12-09,drinking_milk,72.40229885057471,62.49,0.25542570951585974,20.9755020865565,201,599,0.001669449081803005
2025-12-09,hard_cheese,844.9666666666667,189.0,0.0,,3,3,0.6666666666666666
2025-12-09,kefir,57.45977011494253,54.99,0.27340823970037453,20.129953650818567,90,267,0.003745318352059925
2025-12-09,other_dairy,149.5597222222222,59.99,0.25840978593272174,20.89942580632957,220,654,0.0030581039755351682
2025-12-09,soft_cheese,651.4285714285714,54.24,0.3431372549019608,19.806223189294506,108,306,0.016339869281045753
