date,product,retailer,price_uah_kg,package_price_uah,discount_incidence,discount_pct,n_sku,n_rows,ok_uah_kg_share
2025-10-21,butter,silpo,,72.9,0.2222222222222222,17.955504745065205,116,117,0.0
2025-10-21,condensed_milk,silpo,,67.24,0.13333333333333333,14.06060606060606,30,30,0.0
2025-10-21,cottage_cheese,silpo,,56.99,0.2916666666666667,22.667543753120405,72,72,0.0
2025-10-21,cream,silpo,,60.99,0.2638888888888889,19.637057171670495,69,72,0.0
2025-10-21,drinking_milk,silpo,,59.49,0.27638190954773867,20.63367291251975,197,199,0.0
2025-10-21,kefir,silpo,,51.24,0.3023255813953488,20.33256430273038,86,86,0.0
2025-10-21,other_dairy,silpo,,54.99,0.30454545454545456,21.349900832802337,218,220,0.0
2025-10-21,soft_cheese,silpo,,49.945,0.36,22.272137205725656,100,100,0.0
2025-10-21,sour_cream,silpo,,54.99,0.3211009174311927,18.48819351752921,107,109,0.0
2025-10-21,yogurt,silpo,,54.695,0.2619047619047619,21.899501067446003,497,504,0.0
2025-10-22,butter,silpo,,69.99,0.22413793103448276,20.21652379559053,115,116,0.0
2025-10-22,condensed_milk,silpo,,64.49,0.26666666666666666,16.779378026087382,30,30,0.0
2025-10-22,cottage_cheese,silpo,,53.99,0.28169014084507044,22.17326664722971,71,71,0.0
2025-10-22,cream,silpo,,51.74,0.2916666666666667,19.83403653859147,69,72,0.0
2025-10-22,drinking_milk,silpo,,59.99,0.25,20.085133107185342,198,200,0.0
2025-10-22,kefir,silpo,,52.9,0.3103448275862069,20.894613091723905,87,87,0.0
2025-10-22,other_dairy,silpo,,60.24,0.2681818181818182,22.227482718880864,218,220,0.0
2025-10-22,soft_cheese,silpo,,50.99,0.39805825242718446,20.287453097030102,103,103,0.0
2025-10-22,sour_cream,silpo,,54.99,0.3302752293577982,20.791441809758485,107,109,0.0
2025-10-22,yogurt,silpo,,52.49,0.28487229862475444,21.831442558358866,502,509,0.0
2025-10-23,butter,silpo,,69.9,0.2564102564102564,19.08508054466322,116,117,0.0
2025-10-23,condensed_milk,silpo,,69.99,0.3333333333333333,17.061220516049296,30,30,0.0
2025-10-23,cottage_cheese,silpo,,61.99,0.2676056338028169,23.785400591853385,71,71,0.0
2025-10-23,cream,silpo,,53.49,0.3333333333333333,21.025880818377033,69,72,0.0
2025-10-23,drinking_milk,silpo,,58.49,0.25870646766169153,20.0488020344691,199,201,0.0
2025-10-23,kefir,silpo,,49.945,0.29545454545454547,19.65301550553057,88,88,0.0
2025-10-23,other_dairy,silpo,,58.99,0.271889400921659,22.423965295736572,215,217,0.0
2025-10-23,soft_cheese,silpo,,47.49,0.3465346534653465,20.780409700511274,101,101,0.0
2025-10-23,sour_cream,silpo,,54.49,0.24074074074074073,22.668584647076486,106,108,0.0
2025-10-23,yogurt,silpo,,54.99,0.2729083665338645,21.536180688441746,496,502,0.0
2025-10-24,butter,silpo,,69.99,0.22413793103448276,20.979140417871346,115,116,0.0
2025-10-24,condensed_milk,silpo,,63.239999999999995,0.23333333333333334,21.034632034632036,30,30,0.0
2025-10-24,cottage_cheese,silpo,,64.99,0.2898550724637681,21.47494718432535,69,69,0.0
2025-10-24,cream,silpo,,52.44,0.3055555555555556,21.875218011334887,69,72,0.0
2025-10-24,drinking_milk,silpo,,59.99,0.2647058823529412,19.831287783707484,202,204,0.0
2025-10-24,kefir,silpo,,52.74,0.25,24.945842350034496,92,92,0.0
2025-10-24,other_dairy,silpo,,58.995000000000005,0.25462962962962965,20.898034519228485,214,216,0.0
2025-10-24,soft_cheese,silpo,,47.24,0.39215686274509803,22.29668055758463,102,102,0.0
2025-10-24,sour_cream,silpo,,54.445,0.24561403508771928,19.866989263326737,111,114,0.0
2025-10-24,yogurt,silpo,,53.99,0.29880478087649404,21.996090815516347,496,502,0.0
2025-10-25,butter,silpo,,74.99,0.2689075630252101,19.751920384335254,118,119,0.0
2025-10-25,condensed_milk,silpo,,64.49,0.2,21.031194820482636,30,30,0.0
2025-10-25,cottage_cheese,silpo,,61.99,0.23943661971830985,20.980748052266968,71,71,0.0
2025-10-25,cream,silpo,,57.99,0.3835616438356164,21.31214918233488,70,73,0.0
2025-10-25,drinking_milk,silpo,,59.945,0.2669902912621359,20.936328331271444,204,206,0.0
2025-10-25,kefir,silpo,,59.9,0.27472527472527475,26.825639907457965,91,91,0.0
2025-10-25,other_dairy,silpo,,56.945,0.25925925925925924,21.618323138630096,214,216,0.0
2025-10-25,soft_cheese,silpo,,49.695,0.30392156862745096,22.02160255151985,102,102,0.0
2025-10-25,sour_cream,silpo,,54.445,0.23684210526315788,22.190440345864133,111,114,0.0
2025-10-25,yogurt,silpo,,52.9,0.2978303747534517,22.22137791528415,500,507,0.0
2025-10-26,butter,silpo,,70.24,0.23275862068965517,19.748475412421893,115,116,0.0
2025-10-26,condensed_milk,silpo,,62.239999999999995,0.3,24.361391694725025,30,30,0.0
2025-10-26,cottage_cheese,silpo,,56.99,0.22535211267605634,20.187340890372127,71,71,0.0
2025-10-26,cream,silpo,,60.24,0.3611111111111111,22.94690018162689,69,72,0.0
2025-10-26,drinking_milk,silpo,,59.49,0.2512315270935961,20.629380357229014,201,203,0.0
2025-10-26,kefir,silpo,,56.24,0.18888888888888888,22.553396343280866,90,90,0.0
2025-10-26,other_dairy,silpo,,59.49,0.28703703703703703,21.230845626525976,214,216,0.0
2025-10-26,soft_cheese,silpo,,52.99,0.39,21.622610776754772,100,100,0.0
2025-10-26,sour_cream,silpo,,53.99,0.24770642201834864,21.730512465361162,107,109,0.0
2025-10-26,yogurt,silpo,,54.9,0.29458917835671344,21.856368363599934,493,499,0.0
2025-10-27,butter,silpo,,66.57499999999999,0.25862068965517243,22.538007046926037,115,116,0.0
2025-10-27,condensed_milk,silpo,,61.99,0.3,22.582491582491585,30,30,0.0
2025-10-27,cottage_cheese,silpo,,64.99,0.14084507042253522,21.8,71,71,0.0
2025-10-27,cream,silpo,,55.99,0.3472222222222222,23.00304865551686,69,72,0.0
2025-10-27,drinking_milk,silpo,,57.99,0.28078817733990147,22.35760235473447,201,203,0.0
2025-10-27,kefir,silpo,,53.74,0.28888888888888886,25.032095889574705,90,90,0.0
2025-10-27,other_dairy,silpo,,62.99,0.271889400921659,21.50638477355014,215,217,0.0
2025-10-27,soft_cheese,silpo,,53.695,0.35,20.61532679200331,100,100,0.0
2025-10-27,sour_cream,silpo,,55.99,0.27522935779816515,21.151495475493228,107,109,0.0
2025-10-27,yogurt,silpo,,53.99,0.288,21.754964990471265,494,500,0.0
2025-10-28,butter,silpo,,67.66,0.21367521367521367,20.827654457400445,116,117,0.0
2025-10-28,condensed_milk,silpo,,64.99,0.16666666666666666,22.04848484848485,30,30,0.0
2025-10-28,cottage_cheese,silpo,,61.99,0.18309859154929578,25.32342229897242,71,71,0.0
2025-10-28,cream,silpo,,46.64,0.3611111111111111,22.739200236513746,69,72,0.0
2025-10-28,drinking_milk,silpo,,59.99,0.20689655172413793,21.12746239724647,201,203,0.0
2025-10-28,kefir,silpo,,59.644999999999996,0.25,25.160143062254974,92,92,0.0
2025-10-28,other_dairy,silpo,,56.99,0.29357798165137616,22.092236495659282,216,218,0.0
2025-10-28,soft_cheese,silpo,,49.55,0.40404040404040403,19.849572340290262,99,99,0.0
2025-10-28,sour_cream,silpo,,59.99,0.27522935779816515,21.6218943423623,107,109,0.0
2025-10-28,yogurt,silpo,,52.49,0.2857142857142857,22.448832429784016,491,497,0.0
2025-10-29,butter,silpo,,65.24,0.2631578947368421,22.836828905741207,113,114,0.0
2025-10-29,condensed_milk,silpo,,59.99,0.3,20.804713804713806,30,30,0.0
2025-10-29,cottage_cheese,silpo,,61.99,0.19718309859154928,24.02288929497896,71,71,0.0
2025-10-29,cream,silpo,,51.49,0.30985915492957744,25.403601018198696,68,71,0.0
2025-10-29,drinking_milk,silpo,,60.99,0.22549019607843138,21.746285130676593,202,204,0.0
2025-10-29,kefir,silpo,,53.24,0.25555555555555554,26.48974450217933,90,90,0.0
2025-10-29,other_dairy,silpo,,59.99,0.2824074074074074,19.70290509167802,214,216,0.0
2025-10-29,soft_cheese,silpo,,47.99,0.40404040404040403,22.766288949288715,99,99,0.0
2025-10-29,sour_cream,silpo,,53.49,0.24770642201834864,20.429981641201227,107,109,0.0
2025-10-29,yogurt,silpo,,53.49,0.30181086519114686,22.369063659228658,491,497,0.0
2025-10-30,butter,silpo,,79.9,0.20869565217391303,19.965113585195223,114,115,0.0
2025-10-30,condensed_milk,silpo,,53.99,0.16129032258064516,20.318627561149192,31,31,0.0
2025-10-30,cottage_cheese,silpo,,64.99,0.18571428571428572,22.157544997211875,70,70,0.0
2025-10-30,cream,silpo,,55.49,0.2676056338028169,19.752493003950423,68,71,0.0
2025-10-30,drinking_milk,silpo,,59.99,0.22167487684729065,21.34760886533719,201,203,0.0
2025-10-30,kefir,silpo,,54.24,0.2111111111111111,22.715611115694855,90,90,0.0
2025-10-30,other_dairy,silpo,,60.99,0.2558139534883721,22.21396728969861,213,215,0.0
2025-10-30,soft_cheese,silpo,,47.49,0.40594059405940597,23.0383512371928,101,101,0.0
2025-10-30,sour_cream,silpo,,50.99,0.22935779816513763,21.186078526135997,107,109,0.0
2025-10-30,yogurt,silpo,,51.99,0.2787878787878788,22.613848279177315,489,495,0.0
2025-10-31,butter,silpo,,79.99,0.22608695652173913,19.440158554796344,114,115,0.0
2025-10-31,condensed_milk,silpo,,59.99,0.12903225806451613,20.0,31,31,0.0
2025-10-31,cottage_cheese,silpo,,49.69,0.2535211267605634,26.90733217370454,71,71,0.0
2025-10-31,cream,silpo,,56.99,0.30985915492957744,22.12764608360601,68,71,0.0
2025-10-31,drinking_milk,silpo,,61.945,0.2722772277227723,21.315710477446547,200,202,0.0
2025-10-31,kefir,silpo,,50.49,0.2777777777777778,22.525233822220276,90,90,0.0
2025-10-31,other_dairy,silpo,,64.99,0.21495327102803738,20.856076488642525,212,214,0.0
2025-10-31,soft_cheese,silpo,,56.245000000000005,0.3333333333333333,21.84476210835696,102,102,0.0
2025-10-31,sour_cream,silpo,,49.74,0.24074074074074073,20.290850832238675,106,108,0.0
2025-10-31,yogurt,silpo,,50.99,0.30861723446893785,22.217644248434883,492,499,0.0
2025-11-01,butter,silpo,,77.9,0.26956521739130435,21.160762196518252,114,115,0.0
