date,product,territory,price_median_uah_kg,n_lots
2024-11-01,hard_cheese,Рівненська,228.0,2
2024-11-01,hard_cheese,Сумська,262.5,2
2024-11-01,hard_cheese,Тернопільська,275.0,2
2024-11-01,hard_cheese,Харківська,282.0,3
2024-11-01,hard_cheese,Хмельницька,255.5,2
2024-11-01,hard_cheese,Черкаська,270.5,2
2024-11-01,hard_cheese,Чернівецька,266.0,6
2024-11-01,hard_cheese,Чернігівська,263.0,3
2024-11-01,kefir,Вінницька,44.0,1
2024-11-01,kefir,Дніпропетровська,48.0,3
2024-11-01,kefir,Закарпатська,75.0,1
2024-11-01,kefir,Запорізька,60.0,1
2024-11-01,kefir,Київська,49.0,3
2024-11-01,kefir,Миколаївська,52.0,1
2024-11-01,kefir,Одеська,38.5,2
2024-11-01,kefir,Полтавська,43.0,1
2024-11-01,kefir,Рівненська,41.5,2
2024-11-01,kefir,Хмельницька,46.0,2
2024-11-01,kefir,Черкаська,54.0,1
2024-11-01,kefir,Чернівецька,40.0,1
2024-11-01,other_dairy,Житомирська,227.0,1
2024-11-01,skim_milk_powder,Дніпропетровська,170.0,1
2024-11-01,skim_milk_powder,Запорізька,180.0,1
2024-11-01,skim_milk_powder,Львівська,153.0,1
2024-11-01,skim_milk_powder,Одеська,150.0,1
2024-11-01,skim_milk_powder,Чернівецька,165.0,1
2024-11-01,skim_milk_powder,Чернігівська,160.0,1
2024-12-01,butter,Івано-Франківська,345.0,26
2024-12-01,butter,Волинська,387.0,27
2024-12-01,butter,Вінницька,360.0,37
2024-12-01,butter,Дніпропетровська,320.0,27
2024-12-01,butter,Донецька,350.0,1
2024-12-01,butter,Житомирська,385.0,28
2024-12-01,butter,Закарпатська,385.0,25
2024-12-01,butter,Запорізька,241.5,10
2024-12-01,butter,Київська,398.0,77
2024-12-01,butter,Кіровоградська,380.0,23
2024-12-01,butter,Львівська,365.0,27
2024-12-01,butter,Миколаївська,307.0,16
2024-12-01,butter,Одеська,435.0,19
2024-12-01,butter,Полтавська,390.0,41
2024-12-01,butter,Рівненська,360.0,13
2024-12-01,butter,Сумська,409.5,24
2024-12-01,butter,Тернопільська,411.5,18
2024-12-01,butter,Харківська,332.5,10
2024-12-01,butter,Хмельницька,374.5,64
2024-12-01,butter,Черкаська,434.5,24
2024-12-01,butter,Чернівецька,349.0,23
2024-12-01,butter,Чернігівська,387.5,26
2024-12-01,condensed_milk,Волинська,170.0,1
2024-12-01,condensed_milk,Вінницька,105.0,1
2024-12-01,condensed_milk,Дніпропетровська,109.0,2
2024-12-01,condensed_milk,Житомирська,90.0,3
2024-12-01,condensed_milk,Закарпатська,144.0,1
2024-12-01,condensed_milk,Київська,129.0,4
2024-12-01,condensed_milk,Миколаївська,81.5,4
2024-12-01,condensed_milk,Полтавська,86.5,2
2024-12-01,condensed_milk,Рівненська,118.5,2
2024-12-01,condensed_milk,Сумська,65.0,1
2024-12-01,condensed_milk,Тернопільська,129.5,2
2024-12-01,condensed_milk,Харківська,85.0,2
2024-12-01,condensed_milk,Хмельницька,135.0,3
2024-12-01,cottage_cheese,Івано-Франківська,129.0,13
2024-12-01,cottage_cheese,Волинська,100.0,3
2024-12-01,cottage_cheese,Вінницька,133.0,6
2024-12-01,cottage_cheese,Дніпропетровська,90.0,11
2024-12-01,cottage_cheese,Житомирська,182.0,53
2024-12-01,cottage_cheese,Закарпатська,141.0,2
2024-12-01,cottage_cheese,Запорізька,92.0,3
2024-12-01,cottage_cheese,Київська,132.0,34
2024-12-01,cottage_cheese,Кіровоградська,96.0,3
2024-12-01,cottage_cheese,Львівська,121.0,3
2024-12-01,cottage_cheese,Миколаївська,99.0,3
2024-12-01,cottage_cheese,Одеська,270.0,1
2024-12-01,cottage_cheese,Полтавська,132.0,9
2024-12-01,cottage_cheese,Рівненська,132.0,5
2024-12-01,cottage_cheese,Сумська,162.0,3
2024-12-01,cottage_cheese,Тернопільська,129.5,4
2024-12-01,cottage_cheese,Харківська,499.0,8
2024-12-01,cottage_cheese,Хмельницька,159.5,4
2024-12-01,cottage_cheese,Черкаська,99.0,1
2024-12-01,cottage_cheese,Чернівецька,73.5,6
2024-12-01,cottage_cheese,Чернігівська,110.0,3
2024-12-01,cream,Київська,281.0,1
2024-12-01,drinking_milk,Івано-Франківська,35.0,47
2024-12-01,drinking_milk,Волинська,40.0,28
2024-12-01,drinking_milk,Вінницька,42.0,74
2024-12-01,drinking_milk,Дніпропетровська,37.0,33
2024-12-01,drinking_milk,Донецька,27.0,1
2024-12-01,drinking_milk,Житомирська,38.0,71
2024-12-01,drinking_milk,Закарпатська,41.0,31
2024-12-01,drinking_milk,Запорізька,37.0,5
2024-12-01,drinking_milk,Київська,34.0,110
2024-12-01,drinking_milk,Кіровоградська,36.0,28
2024-12-01,drinking_milk,Львівська,39.0,41
2024-12-01,drinking_milk,Миколаївська,43.0,15
2024-12-01,drinking_milk,Одеська,51.0,20
2024-12-01,drinking_milk,Полтавська,37.0,59
2024-12-01,drinking_milk,Рівненська,37.0,29
2024-12-01,drinking_milk,Сумська,37.0,23
2024-12-01,drinking_milk,Тернопільська,42.5,26
2024-12-01,drinking_milk,Харківська,47.5,20
2024-12-01,drinking_milk,Хмельницька,40.0,72
2024-12-01,drinking_milk,Черкаська,44.5,34
2024-12-01,drinking_milk,Чернівецька,36.0,27
2024-12-01,drinking_milk,Чернігівська,37.5,20
2024-12-01,hard_cheese,Івано-Франківська,290.0,8
2024-12-01,hard_cheese,Волинська,257.5,2
2024-12-01,hard_cheese,Вінницька,290.0,3
2024-12-01,hard_cheese,Дніпропетровська,255.0,4
2024-12-01,hard_cheese,Донецька,289.0,1
2024-12-01,hard_cheese,Житомирська,419.0,34
2024-12-01,hard_cheese,Закарпатська,240.0,1
2024-12-01,hard_cheese,Запорізька,206.0,7
2024-12-01,hard_cheese,Київська,255.0,19
2024-12-01,hard_cheese,Кіровоградська,249.0,2
2024-12-01,hard_cheese,Львівська,198.0,1
2024-12-01,hard_cheese,Миколаївська,220.0,5
2024-12-01,hard_cheese,Одеська,282.0,5
2024-12-01,hard_cheese,Полтавська,279.0,9
2024-12-01,hard_cheese,Сумська,303.0,3
2024-12-01,hard_cheese,Тернопільська,270.0,5
2024-12-01,hard_cheese,Харківська,295.0,4
2024-12-01,hard_cheese,Хмельницька,280.5,4
2024-12-01,hard_cheese,Черкаська,294.5,4
2024-12-01,hard_cheese,Чернівецька,265.0,3
2024-12-01,hard_cheese,Чернігівська,228.0,1
2024-12-01,kefir,Дніпропетровська,35.0,1
2024-12-01,kefir,Житомирська,53.0,1
2024-12-01,kefir,Закарпатська,62.0,1
2024-12-01,kefir,Запорізька,48.0,2
2024-12-01,kefir,Київська,32.0,5
2024-12-01,kefir,Кіровоградська,39.0,1
2024-12-01,kefir,Миколаївська,38.0,1
2024-12-01,kefir,Одеська,38.0,1
2024-12-01,kefir,Сумська,44.0,2
2024-12-01,kefir,Тернопільська,40.0,1
2024-12-01,kefir,Харківська,134.5,8
2024-12-01,kefir,Черкаська,41.0,1
2024-12-01,kefir,Чернівецька,39.0,3
2024-12-01,kefir,Чернігівська,34.0,1
2024-12-01,other_dairy,Житомирська,229.0,1
2024-12-01,other_dairy,Київська,305.0,1
2024-12-01,other_dairy,Сумська,237.0,2
2024-12-01,skim_milk_powder,Дніпропетровська,120.0,1
2024-12-01,skim_milk_powder,Запорізька,162.5,2
2024-12-01,skim_milk_powder,Київська,153.0,2
2024-12-01,skim_milk_powder,Чернігівська,198.0,1
2025-01-01,butter,Івано-Франківська,397.5,26
2025-01-01,butter,Волинська,420.0,47
2025-01-01,butter,Вінницька,397.0,69
2025-01-01,butter,Дніпропетровська,369.0,56
2025-01-01,butter,Донецька,420.0,5
2025-01-01,butter,Житомирська,418.0,65
2025-01-01,butter,Закарпатська,315.0,40
2025-01-01,butter,Запорізька,219.0,7
2025-01-01,butter,Київська,380.0,116
2025-01-01,butter,Кіровоградська,380.0,39
2025-01-01,butter,Луганська,351.0,2
2025-01-01,butter,Львівська,387.0,91
2025-01-01,butter,Миколаївська,470.0,33
2025-01-01,butter,Одеська,427.0,44
2025-01-01,butter,Полтавська,377.5,50
2025-01-01,butter,Рівненська,350.0,33
2025-01-01,butter,Сумська,418.0,31
2025-01-01,butter,Тернопільська,397.0,47
2025-01-01,butter,Харківська,325.0,20
2025-01-01,butter,Херсонська,259.0,5
2025-01-01,butter,Хмельницька,374.0,65
2025-01-01,butter,Черкаська,447.5,48
2025-01-01,butter,Чернівецька,380.0,47
2025-01-01,butter,Чернігівська,401.0,40
2025-01-01,condensed_milk,Івано-Франківська,116.0,1
2025-01-01,condensed_milk,Дніпропетровська,129.0,1
2025-01-01,condensed_milk,Запорізька,88.0,1
2025-01-01,condensed_milk,Київська,141.0,3
2025-01-01,condensed_milk,Львівська,117.0,1
2025-01-01,condensed_milk,Полтавська,98.0,1
2025-01-01,condensed_milk,Рівненська,101.0,1
2025-01-01,condensed_milk,Хмельницька,138.0,4
2025-01-01,condensed_milk,Чернівецька,700.0,1
2025-01-01,condensed_milk,Чернігівська,106.0,2
2025-01-01,cottage_cheese,Івано-Франківська,144.0,9
2025-01-01,cottage_cheese,Волинська,125.0,3
2025-01-01,cottage_cheese,Вінницька,119.0,6
2025-01-01,cottage_cheese,Дніпропетровська,70.0,7
2025-01-01,cottage_cheese,Житомирська,158.0,11
2025-01-01,cottage_cheese,Закарпатська,105.0,3
2025-01-01,cottage_cheese,Запорізька,78.0,3
2025-01-01,cottage_cheese,Київська,146.0,10
2025-01-01,cottage_cheese,Кіровоградська,106.0,4
2025-01-01,cottage_cheese,Львівська,126.5,10
2025-01-01,cottage_cheese,Миколаївська,79.0,7
2025-01-01,cottage_cheese,Одеська,109.5,4
2025-01-01,cottage_cheese,Полтавська,137.0,25
2025-01-01,cottage_cheese,Рівненська,90.0,4
2025-01-01,cottage_cheese,Сумська,161.0,4
2025-01-01,cottage_cheese,Тернопільська,145.0,10
2025-01-01,cottage_cheese,Харківська,398.0,8
2025-01-01,cottage_cheese,Хмельницька,119.0,3
2025-01-01,cottage_cheese,Черкаська,141.5,6
2025-01-01,cottage_cheese,Чернівецька,120.0,6
2025-01-01,cottage_cheese,Чернігівська,122.5,4
2025-01-01,cream,Вінницька,165.0,1
2025-01-01,cream,Дніпропетровська,198.0,1
2025-01-01,cream,Київська,195.0,1
2025-01-01,drinking_milk,Івано-Франківська,40.0,23
2025-01-01,drinking_milk,Волинська,42.0,43
2025-01-01,drinking_milk,Вінницька,41.0,64
2025-01-01,drinking_milk,Дніпропетровська,37.0,30
2025-01-01,drinking_milk,Донецька,48.0,1
2025-01-01,drinking_milk,Житомирська,40.0,41
2025-01-01,drinking_milk,Закарпатська,38.0,34
2025-01-01,drinking_milk,Запорізька,31.0,7
2025-01-01,drinking_milk,Київська,34.5,88
2025-01-01,drinking_milk,Кіровоградська,38.0,41
2025-01-01,drinking_milk,Луганська,34.0,2
2025-01-01,drinking_milk,Львівська,43.0,95
2025-01-01,drinking_milk,Миколаївська,46.0,33
2025-01-01,drinking_milk,Одеська,49.0,51
2025-01-01,drinking_milk,Полтавська,33.0,48
2025-01-01,drinking_milk,Рівненська,37.0,39
2025-01-01,drinking_milk,Сумська,40.0,20
2025-01-01,drinking_milk,Тернопільська,43.0,45
2025-01-01,drinking_milk,Харківська,41.0,15
2025-01-01,drinking_milk,Херсонська,38.0,1
2025-01-01,drinking_milk,Хмельницька,40.0,59
2025-01-01,drinking_milk,Черкаська,42.5,40
2025-01-01,drinking_milk,Чернівецька,35.0,55
2025-01-01,drinking_milk,Чернігівська,37.0,28
2025-01-01,hard_cheese,Івано-Франківська,330.0,7
2025-01-01,hard_cheese,Волинська,239.0,5
2025-01-01,hard_cheese,Вінницька,290.0,20
2025-01-01,hard_cheese,Дніпропетровська,199.0,10
2025-01-01,hard_cheese,Донецька,375.0,1
2025-01-01,hard_cheese,Житомирська,419.0,24
2025-01-01,hard_cheese,Закарпатська,210.0,7
2025-01-01,hard_cheese,Запорізька,199.0,3
2025-01-01,hard_cheese,Київська,263.0,15
2025-01-01,hard_cheese,Кіровоградська,263.0,5
2025-01-01,hard_cheese,Львівська,294.0,6
2025-01-01,hard_cheese,Миколаївська,358.0,4
2025-01-01,hard_cheese,Одеська,267.0,9
2025-01-01,hard_cheese,Полтавська,278.0,27
2025-01-01,hard_cheese,Рівненська,267.0,1
2025-01-01,hard_cheese,Сумська,294.0,6
2025-01-01,hard_cheese,Тернопільська,340.0,4
2025-01-01,hard_cheese,Харківська,248.5,6
2025-01-01,hard_cheese,Хмельницька,280.5,6
2025-01-01,hard_cheese,Черкаська,316.0,3
2025-01-01,hard_cheese,Чернівецька,275.0,7
2025-01-01,hard_cheese,Чернігівська,256.0,12
2025-01-01,kefir,Івано-Франківська,68.0,1
2025-01-01,kefir,Волинська,55.0,1
2025-01-01,kefir,Вінницька,56.0,6
2025-01-01,kefir,Дніпропетровська,35.0,6
2025-01-01,kefir,Житомирська,48.0,5
2025-01-01,kefir,Закарпатська,51.0,3
2025-01-01,kefir,Запорізька,32.0,1
2025-01-01,kefir,Київська,43.0,5
2025-01-01,kefir,Львівська,79.0,1
2025-01-01,kefir,Миколаївська,48.0,2
2025-01-01,kefir,Одеська,43.5,2
2025-01-01,kefir,Полтавська,43.0,5
2025-01-01,kefir,Рівненська,44.5,2
2025-01-01,kefir,Сумська,40.0,3
2025-01-01,kefir,Тернопільська,51.0,2
2025-01-01,kefir,Харківська,161.0,10
2025-01-01,kefir,Черкаська,46.0,1
2025-01-01,kefir,Чернівецька,53.0,4
2025-01-01,kefir,Чернігівська,40.0,2
2025-01-01,other_dairy,Донецька,310.0,1
2025-01-01,other_dairy,Закарпатська,220.0,1
2025-01-01,other_dairy,Київська,242.0,1
2025-01-01,other_dairy,Кіровоградська,192.0,1
2025-01-01,other_dairy,Хмельницька,210.0,2
2025-01-01,other_dairy,Чернівецька,277.0,2
2025-01-01,skim_milk_powder,Дніпропетровська,132.0,1
2025-01-01,skim_milk_powder,Житомирська,143.0,1
2025-01-01,skim_milk_powder,Хмельницька,180.0,1
2025-01-01,skim_milk_powder,Чернігівська,162.5,2
2025-02-01,butter,Івано-Франківська,384.0,9
2025-02-01,butter,Волинська,420.0,7
2025-02-01,butter,Вінницька,378.0,15
2025-02-01,butter,Дніпропетровська,365.0,21
2025-02-01,butter,Донецька,465.0,1
2025-02-01,butter,Житомирська,375.0,7
2025-02-01,butter,Закарпатська,298.0,17
2025-02-01,butter,Запорізька,299.0,3
2025-02-01,butter,Київська,360.0,37
2025-02-01,butter,Кіровоградська,378.0,6
2025-02-01,butter,Львівська,390.0,31
2025-02-01,butter,Миколаївська,434.0,11
2025-02-01,butter,Одеська,393.5,24
2025-02-01,butter,Полтавська,305.0,13
2025-02-01,butter,Рівненська,381.5,6
2025-02-01,butter,Сумська,372.0,9
2025-02-01,butter,Тернопільська,387.0,7
2025-02-01,butter,Харківська,356.5,18
2025-02-01,butter,Херсонська,235.0,1
2025-02-01,butter,Хмельницька,354.0,13
2025-02-01,butter,Черкаська,453.0,14
2025-02-01,butter,Чернівецька,285.0,9
2025-02-01,butter,Чернігівська,359.0,10
2025-02-01,condensed_milk,Запорізька,138.0,1
2025-02-01,condensed_milk,Львівська,138.5,2
2025-02-01,condensed_milk,Миколаївська,87.0,1
2025-02-01,condensed_milk,Полтавська,138.0,1
2025-02-01,condensed_milk,Харківська,86.0,1
2025-02-01,cottage_cheese,Івано-Франківська,150.0,3
2025-02-01,cottage_cheese,Вінницька,129.0,1
2025-02-01,cottage_cheese,Дніпропетровська,110.0,9
2025-02-01,cottage_cheese,Житомирська,118.0,3
2025-02-01,cottage_cheese,Запорізька,150.0,1
2025-02-01,cottage_cheese,Київська,159.0,6
2025-02-01,cottage_cheese,Кіровоградська,112.0,2
2025-02-01,cottage_cheese,Львівська,126.0,3
2025-02-01,cottage_cheese,Миколаївська,238.0,3
2025-02-01,cottage_cheese,Одеська,109.0,3
2025-02-01,cottage_cheese,Полтавська,83.0,4
2025-02-01,cottage_cheese,Рівненська,116.0,1
2025-02-01,cottage_cheese,Сумська,165.5,4
2025-02-01,cottage_cheese,Тернопільська,104.0,4
2025-02-01,cottage_cheese,Харківська,111.5,2
2025-02-01,cottage_cheese,Черкаська,157.0,3
2025-02-01,cottage_cheese,Чернівецька,95.0,2
2025-02-01,cottage_cheese,Чернігівська,115.0,2
2025-02-01,cream,Київська,362.0,1
2025-02-01,cream,Львівська,326.0,3
2025-02-01,drinking_milk,Івано-Франківська,38.5,6
2025-02-01,drinking_milk,Волинська,42.5,4
2025-02-01,drinking_milk,Вінницька,41.0,11
2025-02-01,drinking_milk,Дніпропетровська,48.0,23
2025-02-01,drinking_milk,Житомирська,39.0,12
2025-02-01,drinking_milk,Закарпатська,40.0,7
2025-02-01,drinking_milk,Запорізька,44.0,3
2025-02-01,drinking_milk,Київська,39.0,26
2025-02-01,drinking_milk,Кіровоградська,41.0,7
2025-02-01,drinking_milk,Львівська,42.5,20
2025-02-01,drinking_milk,Миколаївська,48.5,8
2025-02-01,drinking_milk,Одеська,49.5,24
2025-02-01,drinking_milk,Полтавська,32.0,6
2025-02-01,drinking_milk,Рівненська,36.0,5
2025-02-01,drinking_milk,Сумська,38.5,6
2025-02-01,drinking_milk,Тернопільська,45.0,9
2025-02-01,drinking_milk,Харківська,40.0,11
2025-02-01,drinking_milk,Херсонська,42.0,1
2025-02-01,drinking_milk,Хмельницька,39.0,8
2025-02-01,drinking_milk,Черкаська,41.0,9
2025-02-01,drinking_milk,Чернівецька,43.0,5
2025-02-01,drinking_milk,Чернігівська,40.5,8
2025-02-01,hard_cheese,Івано-Франківська,263.5,2
2025-02-01,hard_cheese,Вінницька,293.0,1
2025-02-01,hard_cheese,Дніпропетровська,182.0,5
2025-02-01,hard_cheese,Житомирська,419.0,5
2025-02-01,hard_cheese,Закарпатська,274.5,2
2025-02-01,hard_cheese,Запорізька,276.0,1
2025-02-01,hard_cheese,Київська,273.0,13
2025-02-01,hard_cheese,Кіровоградська,365.0,1
2025-02-01,hard_cheese,Львівська,359.5,4
2025-02-01,hard_cheese,Миколаївська,368.0,5
2025-02-01,hard_cheese,Одеська,393.0,6
2025-02-01,hard_cheese,Полтавська,257.0,10
2025-02-01,hard_cheese,Рівненська,240.0,4
2025-02-01,hard_cheese,Сумська,282.0,5
2025-02-01,hard_cheese,Тернопільська,310.0,3
2025-02-01,hard_cheese,Харківська,270.0,3
2025-02-01,hard_cheese,Хмельницька,375.0,1
2025-02-01,hard_cheese,Черкаська,310.0,1
2025-02-01,hard_cheese,Чернівецька,235.0,3
2025-02-01,hard_cheese,Чернігівська,263.0,3
2025-02-01,kefir,Івано-Франківська,41.0,1
2025-02-01,kefir,Вінницька,44.0,1
2025-02-01,kefir,Дніпропетровська,43.5,2
2025-02-01,kefir,Житомирська,54.0,3
2025-02-01,kefir,Київська,39.0,3
2025-02-01,kefir,Львівська,37.0,1
2025-02-01,kefir,Миколаївська,48.5,2
2025-02-01,kefir,Сумська,45.0,1
2025-02-01,kefir,Тернопільська,44.5,2
2025-02-01,kefir,Харківська,43.5,2
2025-02-01,kefir,Черкаська,58.0,1
2025-02-01,kefir,Чернівецька,40.5,2
2025-02-01,other_dairy,Житомирська,226.0,1
2025-02-01,other_dairy,Кіровоградська,188.0,1
2025-02-01,skim_milk_powder,Одеська,165.0,1
2025-02-01,skim_milk_powder,Харківська,175.0,2
2025-02-01,skim_milk_powder,Чернігівська,166.5,2
2025-03-01,butter,Івано-Франківська,356.0,5
2025-03-01,butter,Волинська,367.5,4
2025-03-01,butter,Вінницька,345.0,5
2025-03-01,butter,Дніпропетровська,349.0,12
2025-03-01,butter,Житомирська,318.0,11
2025-03-01,butter,Закарпатська,370.0,2
2025-03-01,butter,Запорізька,280.0,3
2025-03-01,butter,Київська,324.0,15
2025-03-01,butter,Кіровоградська,330.0,6
2025-03-01,butter,Львівська,420.0,13
2025-03-01,butter,Миколаївська,310.0,6
2025-03-01,butter,Одеська,380.0,9
2025-03-01,butter,Полтавська,376.0,9
2025-03-01,butter,Рівненська,288.0,1
2025-03-01,butter,Сумська,423.5,4
2025-03-01,butter,Тернопільська,330.5,4
2025-03-01,butter,Харківська,365.0,7
2025-03-01,butter,Хмельницька,412.5,2
2025-03-01,butter,Черкаська,353.0,8
2025-03-01,butter,Чернівецька,397.0,3
2025-03-01,butter,Чернігівська,315.0,3
2025-03-01,condensed_milk,Дніпропетровська,83.0,1
2025-03-01,condensed_milk,Житомирська,72.0,1
2025-03-01,condensed_milk,Київська,89.0,4
2025-03-01,condensed_milk,Кіровоградська,132.0,1
2025-03-01,condensed_milk,Рівненська,119.0,1
2025-03-01,condensed_milk,Черкаська,145.0,1
2025-03-01,cottage_cheese,Івано-Франківська,117.0,3
2025-03-01,cottage_cheese,Волинська,86.0,1
2025-03-01,cottage_cheese,Вінницька,112.0,3
2025-03-01,cottage_cheese,Дніпропетровська,186.0,4
2025-03-01,cottage_cheese,Київська,125.5,8
2025-03-01,cottage_cheese,Кіровоградська,80.0,1
2025-03-01,cottage_cheese,Львівська,183.5,4
2025-03-01,cottage_cheese,Миколаївська,155.0,4
2025-03-01,cottage_cheese,Одеська,210.0,3
2025-03-01,cottage_cheese,Полтавська,85.0,6
2025-03-01,cottage_cheese,Сумська,146.5,4
2025-03-01,cottage_cheese,Тернопільська,159.0,1
2025-03-01,cottage_cheese,Харківська,95.0,4
2025-03-01,cottage_cheese,Черкаська,102.0,3
2025-03-01,cottage_cheese,Чернігівська,125.0,3
2025-03-01,cream,Закарпатська,173.0,1
2025-03-01,drinking_milk,Івано-Франківська,41.0,3
2025-03-01,drinking_milk,Волинська,48.5,2
2025-03-01,drinking_milk,Вінницька,38.0,3
2025-03-01,drinking_milk,Дніпропетровська,35.0,15
2025-03-01,drinking_milk,Житомирська,33.0,4
2025-03-01,drinking_milk,Закарпатська,44.0,1
2025-03-01,drinking_milk,Запорізька,42.5,2
2025-03-01,drinking_milk,Київська,35.0,18
2025-03-01,drinking_milk,Кіровоградська,32.5,4
2025-03-01,drinking_milk,Львівська,45.0,6
2025-03-01,drinking_milk,Миколаївська,46.0,9
2025-03-01,drinking_milk,Одеська,50.0,14
2025-03-01,drinking_milk,Полтавська,34.0,7
2025-03-01,drinking_milk,Рівненська,38.0,3
2025-03-01,drinking_milk,Сумська,38.0,5
2025-03-01,drinking_milk,Тернопільська,34.0,3
2025-03-01,drinking_milk,Харківська,43.0,12
2025-03-01,drinking_milk,Хмельницька,31.5,2
2025-03-01,drinking_milk,Черкаська,33.0,3
2025-03-01,drinking_milk,Чернівецька,32.5,2
2025-03-01,drinking_milk,Чернігівська,33.0,5
2025-03-01,hard_cheese,Вінницька,312.5,4
2025-03-01,hard_cheese,Дніпропетровська,209.0,6
2025-03-01,hard_cheese,Житомирська,360.0,3
2025-03-01,hard_cheese,Закарпатська,247.0,3
2025-03-01,hard_cheese,Запорізька,226.5,2
2025-03-01,hard_cheese,Київська,251.0,14
2025-03-01,hard_cheese,Кіровоградська,271.0,1
2025-03-01,hard_cheese,Львівська,468.0,3
2025-03-01,hard_cheese,Миколаївська,339.0,4
2025-03-01,hard_cheese,Одеська,271.0,3
2025-03-01,hard_cheese,Полтавська,375.0,51
2025-03-01,hard_cheese,Рівненська,240.0,1
2025-03-01,hard_cheese,Сумська,303.5,2
2025-03-01,hard_cheese,Тернопільська,312.0,2
2025-03-01,hard_cheese,Харківська,522.0,2
2025-03-01,hard_cheese,Хмельницька,309.0,1
2025-03-01,hard_cheese,Черкаська,260.0,5
2025-03-01,hard_cheese,Чернівецька,245.0,2
2025-03-01,hard_cheese,Чернігівська,240.5,2
2025-03-01,kefir,Івано-Франківська,37.0,1
2025-03-01,kefir,Вінницька,42.0,1
2025-03-01,kefir,Дніпропетровська,53.0,2
2025-03-01,kefir,Запорізька,35.0,1
2025-03-01,kefir,Одеська,48.0,1
2025-03-01,kefir,Полтавська,43.0,1
2025-03-01,kefir,Тернопільська,60.0,1
2025-03-01,kefir,Черкаська,49.5,2
2025-03-01,kefir,Чернівецька,80.0,1
2025-03-01,kefir,Чернігівська,49.0,1
2025-03-01,other_dairy,Сумська,228.0,1
2025-03-01,other_dairy,Хмельницька,222.0,1
2025-03-01,skim_milk_powder,Вінницька,160.0,1
2025-03-01,skim_milk_powder,Київська,126.0,1
2025-03-01,skim_milk_powder,Кіровоградська,145.0,1
2025-04-01,butter,Волинська,390.0,1
2025-04-01,butter,Вінницька,391.0,2
2025-04-01,butter,Дніпропетровська,402.0,9
2025-04-01,butter,Житомирська,328.5,6
2025-04-01,butter,Закарпатська,295.0,1
2025-04-01,butter,Запорізька,275.0,2
2025-04-01,butter,Київська,333.0,7
2025-04-01,butter,Кіровоградська,400.0,1
2025-04-01,butter,Львівська,430.0,13
2025-04-01,butter,Миколаївська,462.0,3
2025-04-01,butter,Одеська,477.5,6
2025-04-01,butter,Полтавська,354.5,6
2025-04-01,butter,Рівненська,345.0,3
2025-04-01,butter,Тернопільська,375.5,4
2025-04-01,butter,Харківська,363.0,5
2025-04-01,butter,Хмельницька,320.0,3
2025-04-01,butter,Черкаська,360.0,3
2025-04-01,butter,Чернівецька,397.0,1
2025-04-01,butter,Чернігівська,279.0,2
2025-04-01,condensed_milk,Вінницька,104.0,1
2025-04-01,condensed_milk,Київська,108.0,1
2025-04-01,condensed_milk,Одеська,105.0,1
2025-04-01,condensed_milk,Полтавська,111.0,1
2025-04-01,cottage_cheese,Івано-Франківська,113.0,1
2025-04-01,cottage_cheese,Волинська,90.0,1
2025-04-01,cottage_cheese,Дніпропетровська,63.0,2
2025-04-01,cottage_cheese,Донецька,69.0,1
2025-04-01,cottage_cheese,Житомирська,190.0,1
2025-04-01,cottage_cheese,Закарпатська,105.0,1
2025-04-01,cottage_cheese,Запорізька,84.0,1
2025-04-01,cottage_cheese,Київська,119.5,8
2025-04-01,cottage_cheese,Кіровоградська,110.0,1
2025-04-01,cottage_cheese,Миколаївська,77.0,1
2025-04-01,cottage_cheese,Одеська,194.0,4
2025-04-01,cottage_cheese,Полтавська,150.5,6
2025-04-01,cottage_cheese,Рівненська,175.0,1
2025-04-01,cottage_cheese,Тернопільська,95.0,1
2025-04-01,cottage_cheese,Харківська,89.0,3
2025-04-01,cottage_cheese,Хмельницька,150.0,1
2025-04-01,cream,Київська,300.0,1
2025-04-01,drinking_milk,Івано-Франківська,39.0,1
2025-04-01,drinking_milk,Волинська,41.0,5
2025-04-01,drinking_milk,Вінницька,38.0,1
2025-04-01,drinking_milk,Дніпропетровська,32.5,10
2025-04-01,drinking_milk,Донецька,33.0,1
2025-04-01,drinking_milk,Житомирська,38.0,7
2025-04-01,drinking_milk,Закарпатська,36.0,2
2025-04-01,drinking_milk,Запорізька,38.0,3
2025-04-01,drinking_milk,Київська,28.0,8
2025-04-01,drinking_milk,Кіровоградська,40.0,1
2025-04-01,drinking_milk,Львівська,43.0,6
2025-04-01,drinking_milk,Миколаївська,43.0,3
2025-04-01,drinking_milk,Одеська,60.0,6
2025-04-01,drinking_milk,Полтавська,40.5,2
2025-04-01,drinking_milk,Тернопільська,41.0,4
2025-04-01,drinking_milk,Харківська,35.0,3
2025-04-01,drinking_milk,Хмельницька,34.0,1
2025-04-01,drinking_milk,Чернівецька,42.0,1
2025-04-01,drinking_milk,Чернігівська,32.5,2
2025-04-01,hard_cheese,Івано-Франківська,260.0,1
2025-04-01,hard_cheese,Вінницька,358.0,1
2025-04-01,hard_cheese,Дніпропетровська,260.0,4
2025-04-01,hard_cheese,Житомирська,246.0,1
2025-04-01,hard_cheese,Київська,268.5,4
2025-04-01,hard_cheese,Кіровоградська,240.0,1
2025-04-01,hard_cheese,Львівська,240.0,1
