product,date,price_median_uah_kg,price_weighted_uah_kg,n_lots,n_regions,expected_value_sum,contract_current_sum
butter,2023-08-02,195.5,215.91771269177127,2.0,2.0,87000.0,79903.15
butter,2023-08-07,216.0,216.0,1.0,1.0,247680.0,186408.0
butter,2023-08-09,135.0,135.0,1.0,1.0,8120.0,7549.92
butter,2023-08-15,150.0,150.0,1.0,1.0,28000.0,15000.0
butter,2023-08-18,200.5,230.31574608408903,2.0,2.0,365200.0,290722.0
butter,2023-08-22,183.5,185.79310344827587,2.0,2.0,36600.0,33390.0
butter,2023-08-24,144.5,145.77250177179306,2.0,2.0,57297.1,51754.5
butter,2023-08-25,220.0,220.0,1.0,1.0,84000.0,60725.52
butter,2023-08-29,165.0,184.9080118694362,4.0,4.0,42800.0,31390.0
butter,2023-08-31,270.0,259.7940860739729,3.0,2.0,302953.5,285411.0
butter,2023-09-04,237.0,237.0,1.0,1.0,259200.0,226731.6
butter,2023-09-05,229.0,229.0,1.0,1.0,265125.0,172080.0
butter,2023-09-06,243.0,216.80732177263968,3.0,2.0,142654.0,116566.2
butter,2023-09-10,305.0,305.0,1.0,1.0,22300.0,21350.0
butter,2023-09-11,138.0,138.0,1.0,1.0,100750.0,89700.0
butter,2023-09-12,258.5,317.45296167247386,2.0,2.0,242000.0,238400.0
butter,2023-09-13,242.0,242.0,1.0,1.0,83750.0,60525.0
butter,2023-09-14,247.0,229.20499679692506,6.0,3.0,319928.5,268556.7
butter,2023-09-18,251.0,251.0,1.0,1.0,119000.0,89829.3
butter,2023-09-19,230.0,230.0,1.0,1.0,50000.0,45900.0
butter,2023-09-20,185.0,164.49802371541503,2.0,2.0,173415.0,86152.8
butter,2023-09-21,169.0,202.30308529945552,3.0,3.0,211073.46000000002,139841.2
butter,2023-09-22,215.0,217.6892103887049,2.0,1.0,1095790.0,646482.0
butter,2023-09-26,240.0,240.0,1.0,1.0,209000.0,115598.88
butter,2023-09-28,162.0,224.19354838709677,3.0,3.0,45500.0,26718.67
butter,2023-09-29,250.0,243.70398481973436,3.0,3.0,154163.0,133727.0
butter,2023-10-01,240.0,240.0,1.0,0.0,975000.0,719980.8
butter,2023-10-02,160.0,160.0,1.0,1.0,36000.0,32000.0
butter,2023-10-03,225.0,225.0,1.0,1.0,2300.0,2249.0
butter,2023-10-04,220.5,220.5,2.0,1.0,93600.0,88132.0
butter,2023-10-05,278.0,281.0265486725664,2.0,1.0,266000.0,238815.0
butter,2023-10-06,228.0,237.93894461404273,3.0,3.0,310730.0,261108.81999999998
butter,2023-10-09,165.0,152.65217391304347,3.0,3.0,181811.0,144320.0
butter,2023-10-10,205.0,216.64804469273744,5.0,5.0,241816.0,156260.0
butter,2023-10-12,285.0,285.0,1.0,1.0,11932.0,11388.0
butter,2023-10-13,260.0,237.53155680224404,3.0,3.0,414518.2,341810.0
butter,2023-10-15,160.0,160.0,1.0,1.0,117000.0,83148.0
butter,2023-10-16,245.0,245.0,1.0,1.0,62500.0,60895.44
butter,2023-10-17,210.0,218.84075173095945,5.0,5.0,239040.0,221204.0
butter,2023-10-19,224.0,228.4901531728665,2.0,2.0,118000.0,93248.58
butter,2023-10-20,357.0,357.0,1.0,1.0,10000.0,9630.0
butter,2023-10-23,179.0,179.0,1.0,1.0,37500.0,26850.0
butter,2023-10-24,242.0,234.7948084054388,3.0,3.0,213273.0,166090.7
butter,2023-10-25,230.0,225.82771535580525,4.0,3.0,182150.0,129103.5
butter,2023-10-26,206.0,214.8987341772152,2.0,2.0,36500.0,34330.0
butter,2023-10-27,246.0,246.0,1.0,1.0,67861.2,65062.8
butter,2023-10-31,195.0,195.0,1.0,1.0,168000.0,117000.0
butter,2023-11-02,211.0,245.7255717255717,4.0,3.0,420500.0,330216.0
butter,2023-11-03,125.0,125.0,1.0,1.0,4500.0,3120.5
butter,2023-11-05,222.0,222.0,1.0,1.0,35000.0,27720.0
butter,2023-11-06,304.0,317.7609035203653,2.0,2.0,140300.0,120364.0
butter,2023-11-07,163.0,163.0,1.0,1.0,16800.0,16300.0
