date,period,territory,indicator,flow,milk_product_raw,product,unit_raw,value,value_uah_kg_or_tonne
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-01-01,2025-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18882.9,18.882900000000003
2025-01-01,2025-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18882.9,18.882900000000003
2025-02-01,2025-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-02-01,2025-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18382.3,18.3823
2025-02-01,2025-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18382.3,18.3823
2025-03-01,2025-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-03-01,2025-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17927.2,17.9272
2025-03-01,2025-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17927.2,17.9272
2025-04-01,2025-M04,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-04-01,2025-M04,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17571.6,17.5716
2025-04-01,2025-M04,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17571.6,17.5716
2025-05-01,2025-M05,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-05-01,2025-M05,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17296.5,17.2965
2025-05-01,2025-M05,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-06-01,2025-M06,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-06-01,2025-M06,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17051.2,17.0512
2025-06-01,2025-M06,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-07-01,2025-M07,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-07-01,2025-M07,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16889.6,16.889599999999998
2025-07-01,2025-M07,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16893.4,16.8934
2025-08-01,2025-M08,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16940.4,16.9404
2025-09-01,2025-M09,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17015.6,17.0156
2025-10-01,2025-M10,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17041.8,17.0418
2025-11-01,2025-M11,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,11789.6,11.7896
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16944.1,16.9441
2025-12-01,2025-M12,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16970.5,16.9705
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15727.4,15.7274
2026-01-01,2026-M01,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,11817.9,11.8179
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14624.0,14.624
2026-02-01,2026-M02,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14642.3,14.642299999999999
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,11533.5,11.5335
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14488.8,14.4888
2026-03-01,2026-M03,Дніпропетровська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14507.8,14.5078
2025-01-01,2025-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Донецька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
