date,period,territory,indicator,flow,milk_product_raw,product,unit_raw,value,value_uah_kg_or_tonne
2025-08-01,2025-M08,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-03-01,2026-M03,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-03-01,2026-M03,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-03-01,2026-M03,Луганська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-01-01,2025-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18404.3,18.4043
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-02-01,2025-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17718.6,17.7186
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-03-01,2025-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17233.0,17.233
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-04-01,2025-M04,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17011.0,17.011
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-05-01,2025-M05,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16867.4,16.8674
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-06-01,2025-M06,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16776.6,16.7766
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-07-01,2025-M07,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16731.5,16.7315
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-08-01,2025-M08,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16751.7,16.7517
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-09-01,2025-M09,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16777.5,16.7775
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-10-01,2025-M10,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16794.0,16.794
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-11-01,2025-M11,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16769.4,16.7694
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2025-12-01,2025-M12,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-01-01,2026-M01,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14910.4,14.9104
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-02-01,2026-M02,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14323.0,14.323
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,,
2026-03-01,2026-M03,Львівська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14054.5,14.0545
