date,period,territory,source,stage,product,Розріз,price_raw,price_uah_kg,unit_raw,unit_clean,quality_flag
2013-01-01,2013-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,42963.51,42.96351,Гривні за тону,UAH/kg,ok
2013-02-01,2013-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,43275.15,43.275150000000004,Гривні за тону,UAH/kg,ok
2013-03-01,2013-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,43306.95,43.30695,Гривні за тону,UAH/kg,ok
2013-04-01,2013-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,43687.59,43.68758999999999,Гривні за тону,UAH/kg,ok
2013-05-01,2013-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,43688.25,43.68825,Гривні за тону,UAH/kg,ok
2013-06-01,2013-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,43783.81,43.783809999999995,Гривні за тону,UAH/kg,ok
2013-07-01,2013-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,44239.15,44.23915,Гривні за тону,UAH/kg,ok
2013-08-01,2013-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,44819.99,44.81999,Гривні за тону,UAH/kg,ok
2013-09-01,2013-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,46333.27,46.33327,Гривні за тону,UAH/kg,ok
2013-10-01,2013-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,47283.61,47.28361,Гривні за тону,UAH/kg,ok
2013-11-01,2013-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,48246.92,48.246919999999996,Гривні за тону,UAH/kg,ok
2013-12-01,2013-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49202.8,49.2028,Гривні за тону,UAH/kg,ok
2014-01-01,2014-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,50180.68,50.18068,Гривні за тону,UAH/kg,ok
2014-02-01,2014-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,50999.8,50.9998,Гривні за тону,UAH/kg,ok
2014-03-01,2014-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,51047.08,51.04708,Гривні за тону,UAH/kg,ok
2014-04-01,2014-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,50682.82,50.68282,Гривні за тону,UAH/kg,ok
2014-05-01,2014-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49479.99,49.47999,Гривні за тону,UAH/kg,ok
2014-06-01,2014-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49060.18,49.06018,Гривні за тону,UAH/kg,ok
2014-07-01,2014-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49065.55,49.06555,Гривні за тону,UAH/kg,ok
2014-08-01,2014-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49008.99,49.00899,Гривні за тону,UAH/kg,ok
2014-09-01,2014-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49274.25,49.27425,Гривні за тону,UAH/kg,ok
2014-10-01,2014-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,49704.96,49.70496,Гривні за тону,UAH/kg,ok
2014-11-01,2014-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,50253.51,50.25351,Гривні за тону,UAH/kg,ok
2014-12-01,2014-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,50960.04,50.96004,Гривні за тону,UAH/kg,ok
2015-01-01,2015-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,51777.6,51.7776,Гривні за тону,UAH/kg,ok
2015-02-01,2015-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,51796.15,51.796150000000004,Гривні за тону,UAH/kg,ok
2015-03-01,2015-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,55918.47,55.91847,Гривні за тону,UAH/kg,ok
2015-04-01,2015-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,55856.39,55.85639,Гривні за тону,UAH/kg,ok
2015-05-01,2015-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,55580.56,55.58056,Гривні за тону,UAH/kg,ok
2015-06-01,2015-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,55223.93,55.22393,Гривні за тону,UAH/kg,ok
2015-07-01,2015-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,55576.67,55.57667,Гривні за тону,UAH/kg,ok
2015-08-01,2015-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,56316.63,56.316629999999996,Гривні за тону,UAH/kg,ok
2015-09-01,2015-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,57186.96,57.18696,Гривні за тону,UAH/kg,ok
2015-10-01,2015-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,60489.52,60.48952,Гривні за тону,UAH/kg,ok
2015-11-01,2015-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,63560.02,63.560019999999994,Гривні за тону,UAH/kg,ok
2015-12-01,2015-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,65530.33,65.53033,Гривні за тону,UAH/kg,ok
2016-01-01,2016-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,66819.59,66.81958999999999,Гривні за тону,UAH/kg,ok
2016-02-01,2016-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,68953.98,68.95398,Гривні за тону,UAH/kg,ok
2016-03-01,2016-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,71021.33,71.02133,Гривні за тону,UAH/kg,ok
2016-04-01,2016-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,69553.05,69.55305,Гривні за тону,UAH/kg,ok
2016-05-01,2016-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,68076.01,68.07601,Гривні за тону,UAH/kg,ok
2016-06-01,2016-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,67155.05,67.15505,Гривні за тону,UAH/kg,ok
2016-07-01,2016-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,67600.63,67.60063000000001,Гривні за тону,UAH/kg,ok
2016-08-01,2016-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,70784.26,70.78425999999999,Гривні за тону,UAH/kg,ok
2016-09-01,2016-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,75206.0,75.206,Гривні за тону,UAH/kg,ok
2016-10-01,2016-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,79896.64,79.89664,Гривні за тону,UAH/kg,ok
2016-11-01,2016-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,82352.25,82.35225,Гривні за тону,UAH/kg,ok
2016-12-01,2016-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,88646.18,88.64617999999999,Гривні за тону,UAH/kg,ok
2017-01-01,2017-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,93562.74,93.56274,Гривні за тону,UAH/kg,ok
2017-02-01,2017-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,93972.33,93.97233,Гривні за тону,UAH/kg,ok
2017-03-01,2017-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,94721.7,94.7217,Гривні за тону,UAH/kg,ok
2017-04-01,2017-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,92850.0,92.85,Гривні за тону,UAH/kg,ok
2017-05-01,2017-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,90492.09,90.49208999999999,Гривні за тону,UAH/kg,ok
2017-06-01,2017-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,91659.5,91.6595,Гривні за тону,UAH/kg,ok
2017-07-01,2017-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,95329.17,95.32917,Гривні за тону,UAH/kg,ok
2017-08-01,2017-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,96570.95,96.57095,Гривні за тону,UAH/kg,ok
2017-09-01,2017-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,100727.23,100.72722999999999,Гривні за тону,UAH/kg,ok
2017-10-01,2017-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,103302.18,103.30217999999999,Гривні за тону,UAH/kg,ok
2017-11-01,2017-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,107736.6,107.73660000000001,Гривні за тону,UAH/kg,ok
2017-12-01,2017-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,108252.83,108.25283,Гривні за тону,UAH/kg,ok
2018-01-01,2018-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,112654.05,112.65405,Гривні за тону,UAH/kg,ok
2018-02-01,2018-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,113596.63,113.59663,Гривні за тону,UAH/kg,ok
2018-03-01,2018-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,111620.58,111.62058,Гривні за тону,UAH/kg,ok
2018-04-01,2018-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,110709.64,110.70964,Гривні за тону,UAH/kg,ok
2018-05-01,2018-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,108967.61,108.96761000000001,Гривні за тону,UAH/kg,ok
2018-06-01,2018-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,109900.35,109.90035,Гривні за тону,UAH/kg,ok
2018-07-01,2018-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,109509.54,109.50953999999999,Гривні за тону,UAH/kg,ok
2018-08-01,2018-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,109963.71,109.96371,Гривні за тону,UAH/kg,ok
2018-09-01,2018-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,113400.43,113.40043,Гривні за тону,UAH/kg,ok
2018-10-01,2018-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,115701.16,115.70116,Гривні за тону,UAH/kg,ok
2018-11-01,2018-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,117685.29,117.68529,Гривні за тону,UAH/kg,ok
2018-12-01,2018-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,118452.28,118.45228,Гривні за тону,UAH/kg,ok
2019-01-01,2019-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,119088.71,119.08871,Гривні за тону,UAH/kg,ok
2019-02-01,2019-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,119387.29,119.38729,Гривні за тону,UAH/kg,ok
2019-03-01,2019-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,119507.06,119.50706,Гривні за тону,UAH/kg,ok
2019-04-01,2019-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,118672.67,118.67267,Гривні за тону,UAH/kg,ok
2019-05-01,2019-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,118735.22,118.73522,Гривні за тону,UAH/kg,ok
2019-06-01,2019-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,118077.68,118.07767999999999,Гривні за тону,UAH/kg,ok
2019-07-01,2019-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,118045.37,118.04536999999999,Гривні за тону,UAH/kg,ok
2019-08-01,2019-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,119910.96,119.91096,Гривні за тону,UAH/kg,ok
2019-09-01,2019-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,122497.93,122.49793,Гривні за тону,UAH/kg,ok
2019-10-01,2019-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,122973.07,122.97307,Гривні за тону,UAH/kg,ok
2019-11-01,2019-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,125250.4,125.2504,Гривні за тону,UAH/kg,ok
2019-12-01,2019-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,126495.54,126.49553999999999,Гривні за тону,UAH/kg,ok
2020-01-01,2020-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,124894.75,124.89475,Гривні за тону,UAH/kg,ok
2020-02-01,2020-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,126143.94,126.14394,Гривні за тону,UAH/kg,ok
2020-03-01,2020-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,125923.13,125.92313,Гривні за тону,UAH/kg,ok
2020-04-01,2020-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,126127.44,126.12744,Гривні за тону,UAH/kg,ok
2020-05-01,2020-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,124256.01,124.25600999999999,Гривні за тону,UAH/kg,ok
2020-06-01,2020-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,124000.85,124.00085,Гривні за тону,UAH/kg,ok
2020-07-01,2020-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,123366.54,123.36654,Гривні за тону,UAH/kg,ok
2020-08-01,2020-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,124173.12,124.17312,Гривні за тону,UAH/kg,ok
2020-09-01,2020-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,126114.88,126.11488,Гривні за тону,UAH/kg,ok
2020-10-01,2020-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,128490.51,128.49051,Гривні за тону,UAH/kg,ok
2020-11-01,2020-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,131020.45,131.02045,Гривні за тону,UAH/kg,ok
2020-12-01,2020-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,133194.76,133.19476,Гривні за тону,UAH/kg,ok
2021-01-01,2021-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,126716.26,126.71625999999999,Гривні за тону,UAH/kg,ok
2021-02-01,2021-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,128235.87,128.23587,Гривні за тону,UAH/kg,ok
2021-03-01,2021-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,131022.17,131.02217,Гривні за тону,UAH/kg,ok
2021-04-01,2021-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,133050.9,133.05089999999998,Гривні за тону,UAH/kg,ok
2021-05-01,2021-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,133834.61,133.83461,Гривні за тону,UAH/kg,ok
2021-06-01,2021-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,134634.63,134.63463000000002,Гривні за тону,UAH/kg,ok
2021-07-01,2021-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,134587.36,134.58736,Гривні за тону,UAH/kg,ok
2021-08-01,2021-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,135827.97,135.82797,Гривні за тону,UAH/kg,ok
2021-09-01,2021-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,139654.24,139.65424,Гривні за тону,UAH/kg,ok
2021-10-01,2021-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,142510.13,142.51013,Гривні за тону,UAH/kg,ok
2021-11-01,2021-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,144057.67,144.05767,Гривні за тону,UAH/kg,ok
2021-12-01,2021-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,145643.32,145.64332000000002,Гривні за тону,UAH/kg,ok
2022-01-01,2022-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,151807.85,151.80785,Гривні за тону,UAH/kg,ok
2022-02-01,2022-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,155266.94,155.26694,Гривні за тону,UAH/kg,ok
2022-03-01,2022-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,157848.02,157.84802,Гривні за тону,UAH/kg,ok
2022-04-01,2022-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,162795.78,162.79578,Гривні за тону,UAH/kg,ok
2022-05-01,2022-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,163914.95,163.91495,Гривні за тону,UAH/kg,ok
2022-06-01,2022-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,163286.13,163.28613,Гривні за тону,UAH/kg,ok
2022-07-01,2022-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,163239.95,163.23995000000002,Гривні за тону,UAH/kg,ok
2022-08-01,2022-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,167023.64,167.02364,Гривні за тону,UAH/kg,ok
2022-09-01,2022-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,171619.21,171.61920999999998,Гривні за тону,UAH/kg,ok
2022-10-01,2022-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,180258.8,180.25879999999998,Гривні за тону,UAH/kg,ok
2022-11-01,2022-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,183324.13,183.32413,Гривні за тону,UAH/kg,ok
2022-12-01,2022-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,184426.67,184.42667,Гривні за тону,UAH/kg,ok
2023-01-01,2023-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,192212.26,192.21226000000001,Гривні за тону,UAH/kg,ok
2023-02-01,2023-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,193258.01,193.25801,Гривні за тону,UAH/kg,ok
2023-03-01,2023-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,193033.11,193.03311,Гривні за тону,UAH/kg,ok
2023-04-01,2023-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,192341.59,192.34159,Гривні за тону,UAH/kg,ok
2023-05-01,2023-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,190345.0,190.345,Гривні за тону,UAH/kg,ok
2023-06-01,2023-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,188447.46,188.44745999999998,Гривні за тону,UAH/kg,ok
2023-07-01,2023-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,187291.94,187.29194,Гривні за тону,UAH/kg,ok
2023-08-01,2023-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,188437.39,188.43739000000002,Гривні за тону,UAH/kg,ok
2023-09-01,2023-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,197767.02,197.76702,Гривні за тону,UAH/kg,ok
2023-10-01,2023-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,208530.48,208.53048,Гривні за тону,UAH/kg,ok
2023-11-01,2023-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,217944.85,217.94485,Гривні за тону,UAH/kg,ok
2023-12-01,2023-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,224828.34,224.82834,Гривні за тону,UAH/kg,ok
2024-01-01,2024-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,230705.43,230.70543,Гривні за тону,UAH/kg,ok
2024-02-01,2024-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,235731.78,235.73178,Гривні за тону,UAH/kg,ok
2024-03-01,2024-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,234767.93,234.76793,Гривні за тону,UAH/kg,ok
2024-04-01,2024-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,234545.25,234.54525,Гривні за тону,UAH/kg,ok
2024-05-01,2024-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,232033.79,232.03379,Гривні за тону,UAH/kg,ok
2024-06-01,2024-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,233856.13,233.85613,Гривні за тону,UAH/kg,ok
2024-07-01,2024-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,237733.31,237.73331,Гривні за тону,UAH/kg,ok
2024-08-01,2024-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,250173.03,250.17303,Гривні за тону,UAH/kg,ok
2024-09-01,2024-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,265358.86,265.35886,Гривні за тону,UAH/kg,ok
2024-10-01,2024-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,279709.5,279.7095,Гривні за тону,UAH/kg,ok
2024-11-01,2024-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,295440.36,295.44036,Гривні за тону,UAH/kg,ok
2024-12-01,2024-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,299513.54,299.51354,Гривні за тону,UAH/kg,ok
2025-01-01,2025-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,309975.96,309.97596000000004,Гривні за тону,UAH/kg,ok
2025-02-01,2025-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,302829.94,302.82994,Гривні за тону,UAH/kg,ok
2025-03-01,2025-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,298419.03,298.41903,Гривні за тону,UAH/kg,ok
2025-04-01,2025-M04,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,294878.54,294.87854,Гривні за тону,UAH/kg,ok
2025-05-01,2025-M05,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,295626.11,295.62611,Гривні за тону,UAH/kg,ok
2025-06-01,2025-M06,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,296207.9,296.2079,Гривні за тону,UAH/kg,ok
2025-07-01,2025-M07,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,307410.06,307.41006,Гривні за тону,UAH/kg,ok
2025-08-01,2025-M08,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,314905.52,314.90552,Гривні за тону,UAH/kg,ok
2025-09-01,2025-M09,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,316856.89,316.85689,Гривні за тону,UAH/kg,ok
2025-10-01,2025-M10,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,316717.62,316.71762,Гривні за тону,UAH/kg,ok
2025-11-01,2025-M11,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,308517.92,308.51792,Гривні за тону,UAH/kg,ok
2025-12-01,2025-M12,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,307238.34,307.23834000000005,Гривні за тону,UAH/kg,ok
2026-01-01,2026-M01,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,300940.69,300.94069,Гривні за тону,UAH/kg,ok
2026-02-01,2026-M02,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,294757.34,294.75734,Гривні за тону,UAH/kg,ok
2026-03-01,2026-M03,Україна,SSSU industrial producer prices raw workbook,processor,butter,Масло вершкове жирністю не більше 85%,289001.81,289.00181,Гривні за тону,UAH/kg,ok
2013-01-01,2013-M01,Україна,SSSU industrial producer prices raw workbook,processor,drinking_milk,"Молоко рідке оброблене (пастеризоване, стерилізоване, гомогенізоване, топлене, пептизоване)",5646.46,5.64646,Гривні за тону,UAH/kg,ok
