Index,product,product_label,link,x_col,y_col,week_min,week_max,overlap_weeks,continuity_share,x_raw_support_share,y_raw_support_share,mapping_type,interpolation_dominant_flag,admissibility_status
93,milk_powder,Milk powder,Producer -> Retail (Novus),producer_linear_weekly,novus_category_baseline_weekly,2025-11-03,2025-11-03,1,1.0,1.0,1.0,direct,0,unusable
