Index,product,product_label,link,x_col,y_col,week_min,week_max,overlap_weeks,continuity_share,x_raw_support_share,y_raw_support_share,mapping_type,interpolation_dominant_flag,admissibility_status
72,milk,Drinking milk / fermented milk,Procurement -> Retail combined,prozorro_weekly,retail_category_baseline_weekly,2025-10-20,2026-01-05,11,0.9090909090909091,1.0,1.0,direct,0,unusable
