product,product_label,link,model_family,data_variant,n_obs,sr_coef,lr_coef,ect_coef,cointegration_p,lag_order,asymmetry_pvalue,model_reliability
cheese,CHEESE,FarmGate -> Procurement,ECM,weekly_raw,36,-5.1493102651295,1.894097129074936,-1.4969793866922574,0.0006281500054102716,2,,reliable
cheese,CHEESE,FarmGate -> Procurement,ECM,weekly_smoothed,39,-0.19906166057529778,1.8803003151383018,-0.832162526208742,0.00022521459715745608,1,,reliable
