product,product_label,link,model_family,data_variant,n_obs,sr_coef,lr_coef,ect_coef,cointegration_p,lag_order,asymmetry_pvalue,model_reliability
butter,Butter,FarmGate -> Producer,ECM,weekly_raw,208,1.3160266756500547,1.4812452605612247,-0.046307185721509936,0.0005933919508350359,3,,reliable
butter,Butter,FarmGate -> Producer,ECM,weekly_smoothed,210,1.046106507212257,1.4814804195963363,-0.03918595268591528,0.0006816120902666117,1,,reliable
