product,product_label,link,model_family,data_variant,n_obs,sr_coef,lr_coef,ect_coef,cointegration_p,lag_order,asymmetry_pvalue,model_reliability
cheese,CHEESE,FarmGate -> Producer,ECM,weekly_raw,210,0.7254966872557939,0.7664526294251957,-0.06393913702216364,0.00022738759368725697,1,,reliable
cheese,CHEESE,FarmGate -> Producer,ECM,weekly_smoothed,210,0.609727256569523,0.7678847316817291,-0.06019624285889459,8.592158762550602e-06,1,,reliable
