dependent,term,coef,pvalue,n_obs,r2
speed_measure,const,0.40292925760551773,0.0006983199568376216,27,0.15053271141633817
speed_measure,perishable,-0.14954177033620403,0.3554942288017666,27,0.15053271141633817
speed_measure,retail_link,0.29912493844154064,0.04669896440836577,27,0.15053271141633817
asymmetry_measure,const,-0.04422879902833317,0.7370794759447368,27,0.029219431408834762
asymmetry_measure,perishable,-0.04284398380775751,0.8046812050538532,27,0.029219431408834762
asymmetry_measure,retail_link,0.14537585199025516,0.41298979708551264,27,0.029219431408834762
