product,product_label,stage,spread,farm_gate_source,reconstruction_variant,n_obs,mean_log_spread,median_log_spread,sd_log_spread,mean_price_ratio,date_min,date_max
hard_cheese,Hard cheese,retail_farmgate_observed,Retail observed / FarmGateUA,initial,linear,68,1.5324442475609907,1.1615168125157258,0.7174840965713604,4.6294785962739216,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,linear,68,1.609438967459213,1.2772663582084334,0.6753526472839199,5.000005275128347,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,linear,68,1.409490819019793,1.1841225229816954,0.5018575181971132,4.093870352363032,2025-10-21,2025-12-29
hard_cheese,Hard cheese,producer_farmgate,ProducerUA / FarmGateUA,filled,linear,1460,1.188330742709791,1.1749649556619393,0.13433178933614906,3.281598800161321,2021-12-31,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_observed,Retail observed / FarmGateUA,filled,linear,68,1.5351627551042473,1.1612276732264113,0.718739812894045,4.642080990850325,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,linear,68,1.6121574750024694,1.284484582863146,0.6766137122398306,5.013616319666273,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,linear,68,1.4122093265630493,1.184344018094783,0.5028864873235727,4.10501471094515,2025-10-21,2025-12-29
hard_cheese,Hard cheese,procurement_producer,ProZorro / ProducerUA,not_applicable,linear,260,1.6522028346262154,1.647536759485438,0.17894985224548593,5.2184625853064475,2025-04-14,2025-12-29
hard_cheese,Hard cheese,retail_procurement_observed,Retail observed / ProZorro,not_applicable,linear,71,-1.196579767277526,-1.542291089640388,0.7710815753523867,0.30222612990550063,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,linear,71,-1.1228383454031725,-1.4313190177311084,0.7299086896062584,0.3253550129136325,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,linear,71,-1.332473844713653,-1.5388880596580696,0.5554017740147972,0.263823794246347,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,linear,71,-1.295056421574316,-1.484871031056385,0.5365978420078265,0.2738824110186924,2025-10-21,2026-01-08
hard_cheese,Hard cheese,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,linear,51,-1.6476078133776786,-1.6345215288446449,0.14545569771369954,0.19250987778967105,2025-10-21,2025-12-13
hard_cheese,Hard cheese,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,linear,51,-1.5373918426004582,-1.533696790788083,0.14469776697565775,0.21494097087943898,2025-10-21,2025-12-13
hard_cheese,Hard cheese,novus_procurement_observed,Novus observed / ProZorro,not_applicable,linear,57,-0.1974071601347385,-0.06635086202411244,0.7499722690870027,0.8208563452827502,2025-11-04,2026-01-08
hard_cheese,Hard cheese,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,linear,71,-1.332473844713653,-1.5388880596580696,0.5554017740147972,0.263823794246347,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,linear,71,-1.295056421574316,-1.484871031056385,0.5365978420078265,0.2738824110186924,2025-10-21,2026-01-08
hard_cheese,Hard cheese,producer_farmgate,ProducerUA / FarmGateUA,initial,pchip,1460,1.174014782781997,1.1799132342310166,0.13140383562528823,3.2349542406958824,2021-12-31,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_observed,Retail observed / FarmGateUA,initial,pchip,68,1.5322470934476957,1.1620362024110555,0.717356925852495,4.628565965493667,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,pchip,68,1.609241813345918,1.2758034681543233,0.6752087812634824,4.999019600689936,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,pchip,68,1.4092936649064978,1.1839694524519289,0.5017136994255871,4.093063308542384,2025-10-21,2025-12-29
hard_cheese,Hard cheese,producer_farmgate,ProducerUA / FarmGateUA,filled,pchip,1460,1.1880685621218556,1.1749763550214256,0.13570431407531147,3.2807385414350234,2021-12-31,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_observed,Retail observed / FarmGateUA,filled,pchip,68,1.5350909674331024,1.161371084168116,0.7185152322939987,4.641747758627852,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,pchip,68,1.6120856873313247,1.2853083765198197,0.6763842994027354,5.013256416745122,2025-10-21,2025-12-29
hard_cheese,Hard cheese,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,pchip,68,1.4121375388919049,1.183794581990848,0.502662523761445,4.104720032076319,2025-10-21,2025-12-29
hard_cheese,Hard cheese,procurement_producer,ProZorro / ProducerUA,not_applicable,pchip,260,1.6522001506597546,1.650681880405232,0.17980557977694958,5.2184485791466875,2025-04-14,2025-12-29
hard_cheese,Hard cheese,retail_procurement_observed,Retail observed / ProZorro,not_applicable,pchip,71,-1.196579767277526,-1.542291089640388,0.7710815753523867,0.30222612990550063,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,pchip,71,-1.1228383454031725,-1.4313190177311084,0.7299086896062584,0.3253550129136325,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,pchip,71,-1.332473844713653,-1.5388880596580696,0.5554017740147972,0.263823794246347,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,pchip,71,-1.295056421574316,-1.484871031056385,0.5365978420078265,0.2738824110186924,2025-10-21,2026-01-08
hard_cheese,Hard cheese,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,pchip,51,-1.6476078133776786,-1.6345215288446449,0.14545569771369954,0.19250987778967105,2025-10-21,2025-12-13
hard_cheese,Hard cheese,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,pchip,51,-1.5373918426004582,-1.533696790788083,0.14469776697565775,0.21494097087943898,2025-10-21,2025-12-13
hard_cheese,Hard cheese,novus_procurement_observed,Novus observed / ProZorro,not_applicable,pchip,57,-0.1974071601347385,-0.06635086202411244,0.7499722690870027,0.8208563452827502,2025-11-04,2026-01-08
hard_cheese,Hard cheese,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,pchip,71,-1.332473844713653,-1.5388880596580696,0.5554017740147972,0.263823794246347,2025-10-21,2026-01-08
hard_cheese,Hard cheese,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,pchip,71,-1.295056421574316,-1.484871031056385,0.5365978420078265,0.2738824110186924,2025-10-21,2026-01-08
milk,Milk / fermented milk,producer_farmgate,ProducerUA / FarmGateUA,initial,linear,1460,-0.6931312113141227,-0.6859521136687872,0.126217413043261,0.5000079846866659,2021-12-31,2025-12-29
milk,Milk / fermented milk,retail_farmgate_observed,Retail observed / FarmGateUA,initial,linear,69,1.17966141053502,1.1917838749071308,0.14882890350279565,3.253272492593745,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,linear,69,1.2501450246848795,1.2946557383768589,0.16013316331859848,3.4908491800558674,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,linear,69,0.6675260091603694,0.6825121090316828,0.12497929734297693,1.949408531059747,2025-10-21,2025-12-29
milk,Milk / fermented milk,producer_farmgate,ProducerUA / FarmGateUA,filled,linear,1460,-0.6790351645011642,-0.6830883566975042,0.12878191458973035,0.5071060303067829,2021-12-31,2025-12-29
milk,Milk / fermented milk,retail_farmgate_observed,Retail observed / FarmGateUA,filled,linear,69,1.182308749709429,1.1941861478599658,0.14801350014992884,3.261896418500197,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,linear,69,1.2527923638592886,1.2951657201850724,0.1588439459945566,3.50010288528589,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,linear,69,0.6701733483347784,0.6856658786270184,0.12391992221770347,1.9545761137849993,2025-10-21,2025-12-29
milk,Milk / fermented milk,procurement_producer,ProZorro / ProducerUA,not_applicable,linear,260,1.5970233560787093,1.591133242421308,0.14981573903077505,4.9383109317277825,2025-04-14,2025-12-29
milk,Milk / fermented milk,retail_procurement_observed,Retail observed / ProZorro,not_applicable,linear,72,0.30392124945543036,0.3131379106969818,0.17890258346811824,1.3551623321158068,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,linear,72,0.3714680463490458,0.3915817005419071,0.18494709072724272,1.449861516992383,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,linear,72,-0.20891930143047918,-0.1943804112604708,0.15761022035522904,0.8114607167203229,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,linear,72,-0.15238568632529453,-0.1304082600202887,0.16447953700920026,0.8586570445883867,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_matched_procurement_observed,Retail matched observed / ProZorro,not_applicable,linear,72,0.32765072597359457,0.32306877073733076,0.14179949965948072,1.3877041986020064,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_matched_procurement_baseline,Retail matched baseline / ProZorro,not_applicable,linear,72,0.42211155050416416,0.43271089449883626,0.1384475451140967,1.5251786496416484,2025-10-21,2026-01-08
milk,Milk / fermented milk,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,linear,51,0.3078689368845272,0.30960052015936057,0.07075994939342621,1.3605226629125506,2025-10-21,2025-12-13
milk,Milk / fermented milk,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,linear,51,0.40809695427823794,0.40298717591258404,0.0665010549285408,1.5039529687762536,2025-10-21,2025-12-13
milk,Milk / fermented milk,novus_procurement_observed,Novus observed / ProZorro,not_applicable,linear,56,0.27347691558588855,0.3619492654486183,0.310645330872961,1.3145270137758598,2025-11-04,2026-01-08
milk,Milk / fermented milk,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,linear,72,0.30392124945543036,0.3131379106969818,0.17890258346811824,1.3551623321158068,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,linear,72,0.3714680463490458,0.3915817005419071,0.18494709072724272,1.449861516992383,2025-10-21,2026-01-08
milk,Milk / fermented milk,producer_farmgate,ProducerUA / FarmGateUA,initial,pchip,1460,-0.6934670017494342,-0.6844582317993415,0.12830733316508217,0.499840114973928,2021-12-31,2025-12-29
milk,Milk / fermented milk,retail_farmgate_observed,Retail observed / FarmGateUA,initial,pchip,69,1.17944807066214,1.1917838749071308,0.14865757414295602,3.252578513883028,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,pchip,69,1.2499316848119995,1.2946557383768589,0.16002063833888538,3.4901045221709848,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,pchip,69,0.6673126692874891,0.6817802196068143,0.12482371221337672,1.9489926888509783,2025-10-21,2025-12-29
milk,Milk / fermented milk,producer_farmgate,ProducerUA / FarmGateUA,filled,pchip,1460,-0.6794132224095755,-0.684783433784799,0.13086898324299107,0.506914351096826,2021-12-31,2025-12-29
milk,Milk / fermented milk,retail_farmgate_observed,Retail observed / FarmGateUA,filled,pchip,69,1.1822174527251283,1.194326000152826,0.14767899921886798,3.2615986307878537,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,pchip,69,1.2527010668749878,1.2943901112573375,0.1585776817233793,3.4997833510342,2025-10-21,2025-12-29
milk,Milk / fermented milk,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,pchip,69,0.6700820513504779,0.6868914107817297,0.12361657312055438,1.9543976750258092,2025-10-21,2025-12-29
milk,Milk / fermented milk,procurement_producer,ProZorro / ProducerUA,not_applicable,pchip,260,1.5973975493563042,1.5955397567991438,0.1511096958553404,4.940159160256888,2025-04-14,2025-12-29
milk,Milk / fermented milk,retail_procurement_observed,Retail observed / ProZorro,not_applicable,pchip,72,0.30392124945543036,0.3131379106969818,0.17890258346811824,1.3551623321158068,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,pchip,72,0.3714680463490458,0.3915817005419071,0.18494709072724272,1.449861516992383,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,pchip,72,-0.20891930143047918,-0.1943804112604708,0.15761022035522904,0.8114607167203229,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,pchip,72,-0.15238568632529453,-0.1304082600202887,0.16447953700920026,0.8586570445883867,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_matched_procurement_observed,Retail matched observed / ProZorro,not_applicable,pchip,72,0.32765072597359457,0.32306877073733076,0.14179949965948072,1.3877041986020064,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_matched_procurement_baseline,Retail matched baseline / ProZorro,not_applicable,pchip,72,0.42211155050416416,0.43271089449883626,0.1384475451140967,1.5251786496416484,2025-10-21,2026-01-08
milk,Milk / fermented milk,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,pchip,51,0.3078689368845272,0.30960052015936057,0.07075994939342621,1.3605226629125506,2025-10-21,2025-12-13
milk,Milk / fermented milk,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,pchip,51,0.40809695427823794,0.40298717591258404,0.0665010549285408,1.5039529687762536,2025-10-21,2025-12-13
milk,Milk / fermented milk,novus_procurement_observed,Novus observed / ProZorro,not_applicable,pchip,56,0.27347691558588855,0.3619492654486183,0.310645330872961,1.3145270137758598,2025-11-04,2026-01-08
milk,Milk / fermented milk,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,pchip,72,0.30392124945543036,0.3131379106969818,0.17890258346811824,1.3551623321158068,2025-10-21,2026-01-08
milk,Milk / fermented milk,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,pchip,72,0.3714680463490458,0.3915817005419071,0.18494709072724272,1.449861516992383,2025-10-21,2026-01-08
milk_powder,Milk powder,producer_farmgate,ProducerUA / FarmGateUA,initial,linear,1460,0.4796479106541905,0.4802697640200302,0.19758306315305255,1.6155054997719636,2021-12-31,2025-12-29
milk_powder,Milk powder,retail_farmgate_observed,Retail observed / FarmGateUA,initial,linear,51,1.5390894816782366,1.5799883181787369,0.2833199176554179,4.660345009070542,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,linear,51,1.5898252345258768,1.6836096174903576,0.29458032173856424,4.9028919972033504,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,linear,51,1.5390894816782366,1.5799883181787369,0.2833199176554179,4.660345009070542,2025-10-21,2025-12-13
milk_powder,Milk powder,producer_farmgate,ProducerUA / FarmGateUA,filled,linear,1460,0.49374395746714905,0.47663177790089883,0.20189182659585125,1.638438997012247,2021-12-31,2025-12-29
milk_powder,Milk powder,retail_farmgate_observed,Retail observed / FarmGateUA,filled,linear,51,1.5409230982729567,1.5788792372827802,0.28346331672334096,4.668898134195971,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,linear,51,1.591658851120597,1.6877477302012398,0.2939069997493487,4.911890268500201,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,linear,51,1.5409230982729567,1.5788792372827802,0.28346331672334096,4.668898134195971,2025-10-21,2025-12-13
milk_powder,Milk powder,procurement_producer,ProZorro / ProducerUA,not_applicable,linear,84,1.7685415052079745,1.79499409001967,0.10860174464001181,5.862296993556,2025-05-06,2025-11-21
milk_powder,Milk powder,producer_farmgate,ProducerUA / FarmGateUA,initial,pchip,1460,0.4794447754964918,0.48053713993900815,0.19846950466749297,1.61517736713627,2021-12-31,2025-12-29
milk_powder,Milk powder,retail_farmgate_observed,Retail observed / FarmGateUA,initial,pchip,51,1.5390030920240036,1.5799883181787369,0.2834180610645476,4.659942420866581,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,pchip,51,1.5897388448716436,1.6828151192463259,0.29468061045171345,4.902468456354006,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,pchip,51,1.5390030920240036,1.5799883181787369,0.2834180610645476,4.659942420866581,2025-10-21,2025-12-13
milk_powder,Milk powder,producer_farmgate,ProducerUA / FarmGateUA,filled,pchip,1460,0.4934985548363503,0.47566563386216876,0.20277380070544737,1.6380369691033478,2021-12-31,2025-12-29
milk_powder,Milk powder,retail_farmgate_observed,Retail observed / FarmGateUA,filled,pchip,51,1.541025763534127,1.5788792372827802,0.28359244708476145,4.669377492448595,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,pchip,51,1.5917615163817669,1.6873766428671462,0.29400666337934284,4.912394574884386,2025-10-21,2025-12-13
milk_powder,Milk powder,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,pchip,51,1.541025763534127,1.5788792372827802,0.28359244708476145,4.669377492448595,2025-10-21,2025-12-13
milk_powder,Milk powder,procurement_producer,ProZorro / ProducerUA,not_applicable,pchip,84,1.7681961804406494,1.7949889179391203,0.10876328961198767,5.8602729467075765,2025-05-06,2025-11-21
sour_cream,Sour cream,producer_farmgate,ProducerUA / FarmGateUA,initial,linear,1460,0.2803907834132134,0.2951857671236364,0.12300149462721881,1.3236469705634735,2021-12-31,2025-12-29
sour_cream,Sour cream,retail_farmgate_observed,Retail observed / FarmGateUA,initial,linear,66,1.2125938013032356,1.1779521848550418,0.12000690729488113,3.3621942159666376,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,linear,66,1.292267068840335,1.2825599510791115,0.08738575100120216,3.6410316755526506,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,linear,66,0.9655293335467714,0.9543076054409318,0.06778948572688893,2.6261774124240715,2025-10-21,2025-12-29
sour_cream,Sour cream,producer_farmgate,ProducerUA / FarmGateUA,filled,linear,1460,0.29448683022617195,0.2998608866162895,0.12424703067688975,1.3424372836579275,2021-12-31,2025-12-29
sour_cream,Sour cream,retail_farmgate_observed,Retail observed / FarmGateUA,filled,linear,66,1.2152106909905032,1.1794148697543538,0.1201394338937739,3.371004229726405,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,linear,66,1.2948839585276026,1.285445772108375,0.0873004483178015,3.650572331773233,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,linear,66,0.9681462232340392,0.9595664521113216,0.06653484748221951,2.633058829038607,2025-10-21,2025-12-29
sour_cream,Sour cream,procurement_producer,ProZorro / ProducerUA,not_applicable,linear,260,1.610975149806571,1.626470335943694,0.22169528180193954,5.007692097637568,2025-04-14,2025-12-29
sour_cream,Sour cream,retail_procurement_observed,Retail observed / ProZorro,not_applicable,linear,68,-0.746141227624367,-0.777063095452573,0.20498230739365295,0.4741928290721102,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,linear,68,-0.6688112914854176,-0.6951377584714273,0.19163901950951917,0.5123172118024926,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,linear,68,-0.9916518146832767,-0.9968923539556436,0.17999486329078232,0.3709634218308212,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,linear,68,-0.9426971927733276,-0.9566659555406203,0.1773548363686707,0.3895756563865614,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_matched_procurement_observed,Retail matched observed / ProZorro,not_applicable,linear,66,-0.8107629565801155,-0.818898728632969,0.20072884685490408,0.4445187882777271,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_matched_procurement_baseline,Retail matched baseline / ProZorro,not_applicable,linear,66,-0.6867871830874194,-0.700497722855955,0.18918844480976799,0.5031901326006183,2025-10-21,2026-01-08
sour_cream,Sour cream,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,linear,51,-0.7832858755653055,-0.8086848652714655,0.1707784986435336,0.45690221818525556,2025-10-21,2025-12-13
sour_cream,Sour cream,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,linear,51,-0.6777477091549119,-0.6969616558258105,0.16881642080045364,0.5077593271316242,2025-10-21,2025-12-13
sour_cream,Sour cream,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,linear,68,-0.746141227624367,-0.777063095452573,0.20498230739365295,0.4741928290721102,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,linear,68,-0.6688112914854176,-0.6951377584714273,0.19163901950951917,0.5123172118024926,2025-10-21,2026-01-08
sour_cream,Sour cream,producer_farmgate,ProducerUA / FarmGateUA,initial,pchip,1460,0.2800890109952576,0.2978433681549373,0.12486656561624862,1.323247590680594,2021-12-31,2025-12-29
sour_cream,Sour cream,retail_farmgate_observed,Retail observed / FarmGateUA,initial,pchip,66,1.2123967994310911,1.1779326811989141,0.11978152754711636,3.3615319226502325,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,pchip,66,1.2920700669681904,1.2816813192704795,0.08713155084983315,3.6403144561451315,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,pchip,66,0.9653323316746268,0.9540924925621697,0.06757073435689759,2.625660101514522,2025-10-21,2025-12-29
sour_cream,Sour cream,producer_farmgate,ProducerUA / FarmGateUA,filled,pchip,1460,0.2941427903351161,0.3011125749574932,0.12614328563061658,1.34197551111975,2021-12-31,2025-12-29
sour_cream,Sour cream,retail_farmgate_observed,Retail observed / FarmGateUA,filled,pchip,66,1.2151413179146209,1.1786559519650406,0.11983289236383043,3.3707703809056766,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,pchip,66,1.2948145854517203,1.2858803367486848,0.08701053145618057,3.6503190891260595,2025-10-21,2025-12-29
sour_cream,Sour cream,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,pchip,66,0.9680768501581569,0.9599511608630067,0.06627926221204353,2.632876171984472,2025-10-21,2025-12-29
sour_cream,Sour cream,procurement_producer,ProZorro / ProducerUA,not_applicable,pchip,260,1.611257918045097,1.6226493848241448,0.22167126554226946,5.009108314132183,2025-04-14,2025-12-29
sour_cream,Sour cream,retail_procurement_observed,Retail observed / ProZorro,not_applicable,pchip,68,-0.746141227624367,-0.777063095452573,0.20498230739365295,0.4741928290721102,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_procurement_baseline,Retail baseline / ProZorro,not_applicable,pchip,68,-0.6688112914854176,-0.6951377584714273,0.19163901950951917,0.5123172118024926,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_consumer_procurement_observed,Retail+Consumer observed / ProZorro,not_applicable,pchip,68,-0.9916518146832767,-0.9968923539556436,0.17999486329078232,0.3709634218308212,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_consumer_procurement_baseline,Retail+Consumer baseline / ProZorro,not_applicable,pchip,68,-0.9426971927733276,-0.9566659555406203,0.1773548363686707,0.3895756563865614,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_matched_procurement_observed,Retail matched observed / ProZorro,not_applicable,pchip,66,-0.8107629565801155,-0.818898728632969,0.20072884685490408,0.4445187882777271,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_matched_procurement_baseline,Retail matched baseline / ProZorro,not_applicable,pchip,66,-0.6867871830874194,-0.700497722855955,0.18918844480976799,0.5031901326006183,2025-10-21,2026-01-08
sour_cream,Sour cream,silpo_procurement_observed,Silpo observed / ProZorro,not_applicable,pchip,51,-0.7832858755653055,-0.8086848652714655,0.1707784986435336,0.45690221818525556,2025-10-21,2025-12-13
sour_cream,Sour cream,silpo_procurement_baseline,Silpo baseline / ProZorro,not_applicable,pchip,51,-0.6777477091549119,-0.6969616558258105,0.16881642080045364,0.5077593271316242,2025-10-21,2025-12-13
sour_cream,Sour cream,retail_optimal_procurement_observed,Retail optimal observed / ProZorro,not_applicable,pchip,68,-0.746141227624367,-0.777063095452573,0.20498230739365295,0.4741928290721102,2025-10-21,2026-01-08
sour_cream,Sour cream,retail_optimal_procurement_baseline,Retail optimal baseline / ProZorro,not_applicable,pchip,68,-0.6688112914854176,-0.6951377584714273,0.19163901950951917,0.5123172118024926,2025-10-21,2026-01-08
yogurt_dessert,Yogurt / dessert,retail_farmgate_observed,Retail observed / FarmGateUA,initial,linear,69,1.0363043703647714,1.1096414841233582,0.1726809750275911,2.818780572598671,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,linear,69,1.1386511815304765,1.254964773315907,0.22947044938533892,3.122553765269348,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,initial,linear,69,1.0363043703647714,1.1096414841233582,0.1726809750275911,2.818780572598671,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_farmgate_observed,Retail observed / FarmGateUA,filled,linear,69,1.0389517095391803,1.1087019971230654,0.17186909088800142,2.826252727132291,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_farmgate_baseline,Retail baseline / FarmGateUA,filled,linear,69,1.1412985207048851,1.2530645642837173,0.22843692141623395,3.1308311758987672,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_consumer_farmgate_observed,Retail+Consumer observed / FarmGateUA,filled,linear,69,1.0389517095391803,1.1087019971230654,0.17186909088800142,2.826252727132291,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_farmgate_observed,Retail observed / FarmGateUA,initial,pchip,69,1.0360910304918913,1.1096891403939533,0.17290584785046326,2.818179278451925,2025-10-21,2025-12-29
yogurt_dessert,Yogurt / dessert,retail_farmgate_baseline,Retail baseline / FarmGateUA,initial,pchip,69,1.1384378416575962,1.2558784823164184,0.22969486378342416,3.1218876711007524,2025-10-21,2025-12-29
