link,link_direction,price_variant,horizon_days,models,products,variants,mean_coef,median_coef,mean_abs_coef,sig_share,core_share,median_n_obs
ProZorro -> ProducerUA,reverse,processor_price,21,10,5,2,0.6601616875758014,-0.0008144280207463862,0.678129153373006,0.0,0.0,237.0
ProZorro -> Retail,forward,retail_baseline,21,14,7,2,-0.054487433115577175,-0.07566193060744131,0.09304795121562646,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Retail,forward,retail_observed,21,14,7,2,-0.08922270742507947,-0.08495186425082878,0.1165118871638269,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Retail matched,forward,retail_matched_baseline,21,12,6,2,0.04271598579108551,0.05023894722828107,0.13553272382833487,0.16666666666666666,0.16666666666666666,38.0
ProZorro -> Retail matched,forward,retail_matched_observed,21,12,6,2,0.024072142708528314,0.05274213561858923,0.17111183002239905,0.16666666666666666,0.16666666666666666,38.0
ProZorro -> Retail optimal,forward,retail_optimal_baseline,21,14,7,2,-0.05708590647829727,-0.07566193060744131,0.09564642457834656,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Retail optimal,forward,retail_optimal_observed,21,14,7,2,-0.08851610052463658,-0.08495186425082878,0.11580528026338402,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,21,14,7,2,-0.04780515744973935,-0.05279553502451645,0.08636567554978862,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Retail+Consumer,forward,retail_consumer_observed,21,14,7,2,-0.07573963772403285,-0.08495186425082878,0.10302881746278028,0.14285714285714285,0.14285714285714285,45.0
ProZorro -> Silpo,forward,silpo_baseline,21,14,7,2,-0.04954558491720574,-0.05932546997478995,0.08686027505122747,0.8571428571428571,0.0,28.0
ProZorro -> Silpo,forward,silpo_observed,21,14,7,2,-0.06202351891810492,-0.08814654544359012,0.07760537967197416,0.2857142857142857,0.0,28.0
ProducerUA -> FarmGateUA,reverse,processor_price,21,20,5,2,0.4335641508946959,0.4095717124151942,0.4335641508946958,1.0,1.0,1439.0
ProducerUA -> ProZorro,forward,procurement_price,21,8,4,2,2.930202745594871,1.4421082919644208,2.930202745594871,0.375,0.375,247.0
Retail -> FarmGateUA,reverse,retail_observed,21,36,9,2,0.00037027633332536194,-0.0017569874472759721,0.009969995982966572,0.25,0.25,49.0
Retail -> ProZorro,reverse,retail_baseline,21,14,7,2,-0.10837032247313405,-0.08904753990983663,0.3767973652228858,0.5714285714285714,0.5714285714285714,55.0
Retail -> ProZorro,reverse,retail_observed,21,14,7,2,0.003393670434834406,-0.13577886100171638,0.2955260463929533,0.42857142857142855,0.42857142857142855,55.0
Retail matched -> ProZorro,reverse,retail_matched_baseline,21,12,6,2,-0.00510309095812934,-0.037722729047920844,0.3267802690363841,0.6666666666666666,0.6666666666666666,51.0
Retail matched -> ProZorro,reverse,retail_matched_observed,21,12,6,2,-0.04097418708283182,-0.08613889845650238,0.29588518889341914,0.6666666666666666,0.6666666666666666,51.0
Retail optimal -> FarmGateUA,reverse,retail_optimal_observed,21,36,9,2,-0.0005494437019203972,-0.00038994272262061564,0.010889716018212332,0.2222222222222222,0.2222222222222222,49.0
Retail optimal -> ProZorro,reverse,retail_optimal_baseline,21,14,7,2,-0.10509614389691534,-0.08904753990983663,0.38007154379910457,0.5714285714285714,0.5714285714285714,55.0
Retail optimal -> ProZorro,reverse,retail_optimal_observed,21,14,7,2,0.006677265695399536,-0.13577886100171638,0.2988096416535185,0.42857142857142855,0.42857142857142855,55.0
Retail+Consumer -> FarmGateUA,reverse,retail_consumer_observed,21,36,9,2,-0.003294439571170752,-0.004918644762306244,0.012152980866416398,0.25,0.25,49.0
Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,21,14,7,2,-0.24703297791951231,-0.10676269100391858,0.5220083778217015,0.5714285714285714,0.5714285714285714,55.0
Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,21,14,7,2,-0.07967704117354066,-0.15464320251662103,0.38516394852245867,0.42857142857142855,0.42857142857142855,55.0
Silpo -> ProZorro,reverse,silpo_baseline,21,14,7,2,-0.2003724112440872,-0.04251428984136149,0.46107087060425966,0.2857142857142857,0.2857142857142857,47.0
Silpo -> ProZorro,reverse,silpo_observed,21,14,7,2,-0.23356256776772577,-0.3204365450608789,0.5220138709368728,0.14285714285714285,0.14285714285714285,47.0
