model,product,product_label,link,link_direction,price_variant,farm_gate_source,reconstruction_variant,horizon_days,n_obs,coef,pvalue,stderr,r2,core_signal,ljungbox_p,arch_p,jb_p,coef_positive_shock,p_positive_shock,coef_negative_shock_abs,p_negative_shock_abs,asymmetry_pvalue,asymmetry_gap
LP_linear,condensed_milk,Condensed milk,Retail optimal -> FarmGateUA,reverse,retail_optimal_observed,filled,linear,21,46,-0.013973961346338697,0.3890997933288869,0.016225189473379913,0.5723862271799252,0,0.001973195042801498,0.8748073075404784,0.7049842417319023,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail optimal -> FarmGateUA,reverse,retail_optimal_observed,filled,linear,21,46,,,,0.5728638963314875,0,0.0022095982865740094,0.8515929677178604,0.7316335905035021,-0.008261670596788447,0.7940170348390465,0.022580923625753736,0.37755623186910237,0.27583375929101606,-0.030842594222542184
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,0,56,-0.08127281326028984,0.20840587142442346,0.06460678440723634,0.1673104594284489,0,0.45371373588004316,0.5992970111573956,0.4959184313590459,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,0,56,,,,0.20318077948223578,1,0.4706928960487313,0.7537433568865946,0.5374201052213865,-0.29645183119244534,0.007991814223454253,-0.0036859624939122263,0.9512071701137242,0.011732803123701757,-0.2927658686985331
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,1,53,-0.04118673836386712,0.572590078580884,0.0729949312901314,0.17564448991666193,0,0.079064282188579,0.7385380075213859,0.8733958493440168,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,1,53,,,,0.2832064646686123,1,0.14737559492121002,0.7512352462542639,0.6680373813929479,-0.5263789964739373,0.0020055383875440787,-0.1349540374714705,0.013263599213648282,0.019138450762629076,-0.39142495900246677
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,3,49,0.015543769678569685,0.8507992224354801,0.08263620957264091,0.14910031698207682,0,3.808313907749202e-09,0.10240927410969061,0.7649304542239386,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,3,49,,,,0.1783839245250497,1,1.161702953442302e-09,0.08219338713807553,0.9089224060459828,-0.2836377333816003,0.3836822598299682,-0.11836296037261904,0.03844653172541517,0.5973369726641209,-0.16527477300898127
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,7,48,-0.07457792505765173,0.23770122129915094,0.06316137453817736,0.09210395160696494,0,0.004020179360141392,0.11883942975808215,0.5896777659067798,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,7,48,,,,0.13798940518306146,1,0.036870408071410135,0.045412007461151996,0.9143084147086512,0.26750794387737953,0.18765237786508937,0.2063034279954275,0.023162708741339848,0.7449151532934188,0.061204515881952026
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,14,45,-0.10527512949844797,0.2105570404946332,0.08408320317301356,0.3053754756109598,0,0.008309140635835901,0.11474041252310853,0.5750720707220627,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,14,45,,,,0.32920146966539265,0,0.0019823310820158585,0.16804599482880597,0.7647981404456681,-0.40659455620064616,0.11102230559808775,-0.003830879030598505,0.9427272097189574,0.15123445397627164,-0.4027636771700477
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,21,41,-0.08495186425082878,0.24470807765255287,0.0730266596910974,0.22518169574181324,0,0.44369438782977766,0.31173285532037476,0.030195977369353755,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_observed,not_applicable,linear,21,41,,,,0.26344204069852994,1,0.583963130385398,0.4172260902634286,0.19570502549543722,-0.501219201529538,0.004673616686566828,-0.07099442056178523,0.18195828724504481,0.022191547143442996,-0.4302247809677528
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,0,56,-0.08127281326028984,0.20840587142442346,0.06460678440723634,0.1673104594284489,0,0.45371373588004316,0.5992970111573956,0.4959184313590459,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,0,56,,,,0.20318077948223578,1,0.4706928960487313,0.7537433568865946,0.5374201052213865,-0.29645183119244534,0.007991814223454253,-0.0036859624939122263,0.9512071701137242,0.011732803123701757,-0.2927658686985331
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,1,53,-0.04118673836386712,0.572590078580884,0.0729949312901314,0.17564448991666193,0,0.079064282188579,0.7385380075213859,0.8733958493440168,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,1,53,,,,0.2832064646686123,1,0.14737559492121002,0.7512352462542639,0.6680373813929479,-0.5263789964739373,0.0020055383875440787,-0.1349540374714705,0.013263599213648282,0.019138450762629076,-0.39142495900246677
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,3,49,0.015543769678569685,0.8507992224354801,0.08263620957264091,0.14910031698207682,0,3.808313907749202e-09,0.10240927410969061,0.7649304542239386,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,3,49,,,,0.1783839245250497,1,1.161702953442302e-09,0.08219338713807553,0.9089224060459828,-0.2836377333816003,0.3836822598299682,-0.11836296037261904,0.03844653172541517,0.5973369726641209,-0.16527477300898127
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,7,48,-0.07457792505765173,0.23770122129915094,0.06316137453817736,0.09210395160696494,0,0.004020179360141392,0.11883942975808215,0.5896777659067798,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,7,48,,,,0.13798940518306146,1,0.036870408071410135,0.045412007461151996,0.9143084147086512,0.26750794387737953,0.18765237786508937,0.2063034279954275,0.023162708741339848,0.7449151532934188,0.061204515881952026
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,14,45,-0.10527512949844797,0.2105570404946332,0.08408320317301356,0.3053754756109598,0,0.008309140635835901,0.11474041252310853,0.5750720707220627,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,14,45,,,,0.32920146966539265,0,0.0019823310820158585,0.16804599482880597,0.7647981404456681,-0.40659455620064616,0.11102230559808775,-0.003830879030598505,0.9427272097189574,0.15123445397627164,-0.4027636771700477
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,21,41,-0.08495186425082878,0.24470807765255287,0.0730266596910974,0.22518169574181324,0,0.44369438782977766,0.31173285532037476,0.030195977369353755,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_observed,not_applicable,linear,21,41,,,,0.26344204069852994,1,0.583963130385398,0.4172260902634286,0.19570502549543722,-0.501219201529538,0.004673616686566828,-0.07099442056178523,0.18195828724504481,0.022191547143442996,-0.4302247809677528
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,0,56,-0.09044538562067346,0.0194150008736287,0.038693786768457375,0.1873573505711682,1,0.016902889796166998,0.6722618841883206,0.7501003696239523,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,0,56,,,,0.22282966146006733,1,0.016918343810892175,0.7648257576218322,0.8574878385079727,-0.2804942410412171,0.011105098837907468,0.015972931710163306,0.5877543395865288,0.004145585099304267,-0.2964671727513804
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,1,53,0.036650810819106476,0.5499290620194948,0.06130267410348268,0.11755798853592503,0,0.018848430813711133,0.41655818615896567,0.583313269734977,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,1,53,,,,0.1806252931398068,1,0.026364752219040975,0.44019492943248195,0.652205857956529,-0.2909920540212196,0.07443759998225186,-0.15470793065034544,0.006602735190501071,0.4172951129998981,-0.13628412337087414
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,3,49,0.04779700545311591,0.47085598649497773,0.06628465801791754,0.14322890111921927,0,6.480188044431226e-06,0.04137204647421528,0.881640211013942,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,3,49,,,,0.173854818848721,1,3.983715857841069e-07,0.10725013391627662,0.9750823411384744,-0.22731150973318592,0.44105456283674915,-0.1418795128794943,0.02890191978078689,0.7439828631676815,-0.08543199685369163
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,7,48,-0.062289579963020626,0.2230426477579005,0.05112083763315342,0.11861981600536298,0,0.10763368356631843,0.22756627007194422,0.19838584096774528,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,7,48,,,,0.15587678597861987,1,0.2775969632248551,0.026400337811806965,0.4046505147018983,0.1968667388624434,0.19139708569112834,0.16089282727906654,0.049779102349895285,0.8179515091725226,0.03597391158337687
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,14,45,-0.05566702325121383,0.41103152169135193,0.06771487155596388,0.20498624713129043,0,0.0018088704004457724,0.1432517382374078,0.6705200454371691,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,14,45,,,,0.20670001421621398,0,0.0010246531836479694,0.17174115721374414,0.7504872997317324,-0.12382053181277836,0.6436655973756191,0.03130225148108398,0.45454171689600775,0.5500140170044681,-0.15512278329386234
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,21,41,-0.07822963494400847,0.11015688511910383,0.04897039362987448,0.11709641996773534,0,0.2899929986895254,0.012666272354572149,7.933122345109263e-14,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail,forward,retail_baseline,not_applicable,linear,21,41,,,,0.13356753684414813,1,0.4257974157835204,0.014392358113620518,7.610291591621264e-11,-0.31154236208189423,0.04376511049759267,-0.008290555133225276,0.8501759579342006,0.04537989142747008,-0.30325180694866893
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,0,56,-0.09044538562067346,0.0194150008736287,0.038693786768457375,0.1873573505711682,1,0.016902889796166998,0.6722618841883206,0.7501003696239523,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,0,56,,,,0.22282966146006733,1,0.016918343810892175,0.7648257576218322,0.8574878385079727,-0.2804942410412171,0.011105098837907468,0.015972931710163306,0.5877543395865288,0.004145585099304267,-0.2964671727513804
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,1,53,0.036650810819106476,0.5499290620194948,0.06130267410348268,0.11755798853592503,0,0.018848430813711133,0.41655818615896567,0.583313269734977,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,1,53,,,,0.1806252931398068,1,0.026364752219040975,0.44019492943248195,0.652205857956529,-0.2909920540212196,0.07443759998225186,-0.15470793065034544,0.006602735190501071,0.4172951129998981,-0.13628412337087414
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,3,49,0.04779700545311591,0.47085598649497773,0.06628465801791754,0.14322890111921927,0,6.480188044431226e-06,0.04137204647421528,0.881640211013942,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,3,49,,,,0.173854818848721,1,3.983715857841069e-07,0.10725013391627662,0.9750823411384744,-0.22731150973318592,0.44105456283674915,-0.1418795128794943,0.02890191978078689,0.7439828631676815,-0.08543199685369163
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,7,48,-0.062289579963020626,0.2230426477579005,0.05112083763315342,0.11861981600536298,0,0.10763368356631843,0.22756627007194422,0.19838584096774528,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,7,48,,,,0.15587678597861987,1,0.2775969632248551,0.026400337811806965,0.4046505147018983,0.1968667388624434,0.19139708569112834,0.16089282727906654,0.049779102349895285,0.8179515091725226,0.03597391158337687
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,14,45,-0.05566702325121383,0.41103152169135193,0.06771487155596388,0.20498624713129043,0,0.0018088704004457724,0.1432517382374078,0.6705200454371691,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,14,45,,,,0.20670001421621398,0,0.0010246531836479694,0.17174115721374414,0.7504872997317324,-0.12382053181277836,0.6436655973756191,0.03130225148108398,0.45454171689600775,0.5500140170044681,-0.15512278329386234
LP_linear,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,21,41,-0.07822963494400847,0.11015688511910383,0.04897039362987448,0.11709641996773534,0,0.2899929986895254,0.012666272354572149,7.933122345109263e-14,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,ProZorro -> Retail+Consumer,forward,retail_consumer_baseline,not_applicable,linear,21,41,,,,0.13356753684414813,1,0.4257974157835204,0.014392358113620518,7.610291591621264e-11,-0.31154236208189423,0.04376511049759267,-0.008290555133225276,0.8501759579342006,0.04537989142747008,-0.30325180694866893
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,0,56,-0.36390063429731667,0.12655075659956413,0.23817885679419926,0.049614437252553545,0,0.2093074414508889,0.8980599788892358,8.811039534867549e-60,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,0,56,,,,0.05950396843697647,1,0.28914890208157235,0.6649524446629416,5.768749807967481e-62,-0.6137197213278978,0.047496614692178085,-0.033898456533582824,0.945822940593197,0.28007303538902906,-0.579821264794315
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,1,56,-0.37034114158152376,0.1985650832890159,0.2880574134340862,0.046171614001239814,0,1.6764680783679055e-07,0.9335602129799947,9.133539616341432e-05,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,1,56,,,,0.06291074527691654,0,7.268412912392967e-07,0.8892519525523683,2.69618429394821e-06,-0.8076337493626676,0.13537451842197043,-0.32598116056954085,0.6591103966752896,0.40707884418264995,-0.4816525887931268
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,3,56,-0.2672174918954475,0.3980513783385483,0.3161938657880099,0.16743352922713917,0,7.045688814203014e-11,0.17355179388759961,0.5784207091480338,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,3,56,,,,0.17903145917775176,0,2.9783003592889964e-11,0.25134256444608705,0.6727792355003794,-0.7175735183392753,0.2286426277185466,-0.4499063275813246,0.6520803770332166,0.712497336413425,-0.2676671907579507
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,7,56,-0.7946410997451178,0.0197438883586576,0.34087510043857744,0.3134537962798841,1,9.019006941089889e-05,0.7446798560902854,0.7354017099825432,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,7,56,,,,0.32212005242584085,1,0.00019754676658510117,0.5678892902850021,0.6813602711087012,-1.144619126004875,0.04171176688819122,0.23735405530129972,0.7505246285030941,0.0560192221052548,-1.3819731813061749
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,14,54,0.17837076563910753,0.4827843462954404,0.2541504679409105,0.16670196870750642,0,0.0003002742913277269,0.4093542431613944,0.883598533644019,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,14,54,,,,0.1766371597181129,0,0.0006981847479620171,0.31023799473483715,0.7230116680142589,0.6009341078489859,0.39520930006441246,0.4785439577946969,0.6673041303126384,0.8557228760256937,0.12239015005428905
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,21,50,-0.1615886187186485,0.5996899318452379,0.30787788688757306,0.24859841402928862,0,3.199521971605806e-06,0.34457937211448614,0.7990878393790055,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_observed,not_applicable,linear,21,50,,,,0.25128238832940564,0,3.1065148158479366e-06,0.2791834307943575,0.769848635685556,0.05174433389694641,0.9476910221856614,0.48275630151999505,0.570246227768066,0.4623794739827879,-0.4310119676230486
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,0,56,-0.36390063429731667,0.12655075659956413,0.23817885679419926,0.049614437252553545,0,0.2093074414508889,0.8980599788892358,8.811039534867549e-60,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,0,56,,,,0.05950396843697647,1,0.28914890208157235,0.6649524446629416,5.768749807967481e-62,-0.6137197213278978,0.047496614692178085,-0.033898456533582824,0.945822940593197,0.28007303538902906,-0.579821264794315
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,1,56,-0.37034114158152376,0.1985650832890159,0.2880574134340862,0.046171614001239814,0,1.6764680783679055e-07,0.9335602129799947,9.133539616341432e-05,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,1,56,,,,0.06291074527691654,0,7.268412912392967e-07,0.8892519525523683,2.69618429394821e-06,-0.8076337493626676,0.13537451842197043,-0.32598116056954085,0.6591103966752896,0.40707884418264995,-0.4816525887931268
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,3,56,-0.2672174918954475,0.3980513783385483,0.3161938657880099,0.16743352922713917,0,7.045688814203014e-11,0.17355179388759961,0.5784207091480338,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,3,56,,,,0.17903145917775176,0,2.9783003592889964e-11,0.25134256444608705,0.6727792355003794,-0.7175735183392753,0.2286426277185466,-0.4499063275813246,0.6520803770332166,0.712497336413425,-0.2676671907579507
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,7,56,-0.7946410997451178,0.0197438883586576,0.34087510043857744,0.3134537962798841,1,9.019006941089889e-05,0.7446798560902854,0.7354017099825432,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,7,56,,,,0.32212005242584085,1,0.00019754676658510117,0.5678892902850021,0.6813602711087012,-1.144619126004875,0.04171176688819122,0.23735405530129972,0.7505246285030941,0.0560192221052548,-1.3819731813061749
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,14,54,0.17837076563910753,0.4827843462954404,0.2541504679409105,0.16670196870750642,0,0.0003002742913277269,0.4093542431613944,0.883598533644019,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,14,54,,,,0.1766371597181129,0,0.0006981847479620171,0.31023799473483715,0.7230116680142589,0.6009341078489859,0.39520930006441246,0.4785439577946969,0.6673041303126384,0.8557228760256937,0.12239015005428905
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,21,50,-0.1615886187186485,0.5996899318452379,0.30787788688757306,0.24859841402928862,0,3.199521971605806e-06,0.34457937211448614,0.7990878393790055,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_observed,not_applicable,linear,21,50,,,,0.25128238832940564,0,3.1065148158479366e-06,0.2791834307943575,0.769848635685556,0.05174433389694641,0.9476910221856614,0.48275630151999505,0.570246227768066,0.4623794739827879,-0.4310119676230486
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,0,56,-0.5265371050380785,0.021150311023922303,0.22840380087652978,0.06651890080176948,1,0.18249720193880986,0.8900471264305987,1.8302322909593333e-55,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,0,56,,,,0.09487357153564235,1,0.1629130901112833,0.9843773861776195,4.646885416679613e-52,0.05416632426038992,0.8844402169926745,1.2804419534327696,0.03202512539066846,0.012128405447626764,-1.2262756291723798
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,1,56,-0.4664061327140262,0.19544374221102268,0.3602587569890852,0.05757094680738162,0,1.5841075447307037e-07,0.7368191957854987,0.00021063830266648668,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,1,56,,,,0.06368080274943921,0,1.5428061157879571e-07,0.7483291690361087,0.00030269129287396624,-0.10372456422186002,0.8944585544426222,0.9372616143838266,0.24892683721355868,0.14961618797355083,-1.0409861786056867
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,3,56,-0.15250707813899944,0.6790094745466674,0.3685391204621802,0.16296004703001032,0,3.9478080782033785e-11,0.17726613095488866,0.5625651243490863,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,3,56,,,,0.16553667133827377,0,5.830443443296952e-11,0.18336695282250032,0.5245071608644418,0.13889698940246484,0.8828612261555676,0.5308257314778405,0.6306449802433111,0.6168938777207734,-0.39192874207537565
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,7,56,-0.9705274349837428,0.012219228119898588,0.38732027150861165,0.3339612681910753,1,8.740295623315411e-06,0.5862671168085719,0.8126933770012574,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,7,56,,,,0.33832248777846563,1,1.0021119904158457e-05,0.596047122142219,0.7901801778425847,-0.6297009656317023,0.47239173589349226,1.4130092849982374,0.0015771663395889373,0.0023130965879992866,-2.0427102506299395
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,14,54,0.13713441404207669,0.6402795657562577,0.29345619425296116,0.1635002611829972,0,0.00036442371909653525,0.5023453250297415,0.8469964402890684,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,14,54,,,,0.2097569617312678,0,0.0011170900343551618,0.21266717115785075,0.43930464856440177,1.4484710042370919,0.11215106411789937,1.4437483716017465,0.2227106104719565,0.9944070984016194,0.004722632635345336
LP_linear,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,21,50,-0.10929590369225028,0.8004860590229412,0.4324815006573314,0.24730844582192602,0,4.275820600186016e-06,0.4836730576698366,0.7544833786922491,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail -> ProZorro,reverse,retail_baseline,not_applicable,linear,21,50,,,,0.2889295176855319,1,2.6000137660459306e-06,0.23903224340116713,0.791094816054132,1.1067420357320272,0.11260728739830383,1.516649547746679,0.053480734844633525,0.6396184479178805,-0.4099075120146518
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,0,56,-0.5265371050380785,0.021150311023922303,0.22840380087652978,0.06651890080176948,1,0.18249720193880986,0.8900471264305987,1.8302322909593333e-55,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,0,56,,,,0.09487357153564235,1,0.1629130901112833,0.9843773861776195,4.646885416679613e-52,0.05416632426038992,0.8844402169926745,1.2804419534327696,0.03202512539066846,0.012128405447626764,-1.2262756291723798
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,1,56,-0.4664061327140262,0.19544374221102268,0.3602587569890852,0.05757094680738162,0,1.5841075447307037e-07,0.7368191957854987,0.00021063830266648668,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,1,56,,,,0.06368080274943921,0,1.5428061157879571e-07,0.7483291690361087,0.00030269129287396624,-0.10372456422186002,0.8944585544426222,0.9372616143838266,0.24892683721355868,0.14961618797355083,-1.0409861786056867
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,3,56,-0.15250707813899944,0.6790094745466674,0.3685391204621802,0.16296004703001032,0,3.9478080782033785e-11,0.17726613095488866,0.5625651243490863,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,3,56,,,,0.16553667133827377,0,5.830443443296952e-11,0.18336695282250032,0.5245071608644418,0.13889698940246484,0.8828612261555676,0.5308257314778405,0.6306449802433111,0.6168938777207734,-0.39192874207537565
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,7,56,-0.9705274349837428,0.012219228119898588,0.38732027150861165,0.3339612681910753,1,8.740295623315411e-06,0.5862671168085719,0.8126933770012574,,,,,,
LP_asymmetric,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,7,56,,,,0.33832248777846563,1,1.0021119904158457e-05,0.596047122142219,0.7901801778425847,-0.6297009656317023,0.47239173589349226,1.4130092849982374,0.0015771663395889373,0.0023130965879992866,-2.0427102506299395
LP_linear,condensed_milk,Condensed milk,Retail+Consumer -> ProZorro,reverse,retail_consumer_baseline,not_applicable,linear,14,54,0.13713441404207669,0.6402795657562577,0.29345619425296116,0.1635002611829972,0,0.00036442371909653525,0.5023453250297415,0.8469964402890684,,,,,,
