product,product_literal,retailer,brand_norm,n_rows,n_dates,n_item_keys,matched_share,mean_discount_share,median_price
yogurt_dessert,yogurt,Silpo,ферма,423,48,9,0.0,0.2907801418439716,56.99
yogurt_dessert,yogurt,Silpo,на здоров я,386,48,9,0.24870466321243523,0.10103626943005181,41.19
yogurt_dessert,yogurt,Silpo,organic,384,48,8,0.5,0.20052083333333334,79.99
yogurt_dessert,yogurt,Silpo,міськмолзавод,383,48,8,0.0,0.013054830287206266,39.99
yogurt_dessert,yogurt,Silpo,молочне,380,48,6,0.0,0.29736842105263156,34.99
yogurt_dessert,dessert,Silpo,яготинський,340,48,10,0.0,0.29411764705882354,45.99
yogurt_dessert,yogurt,Silpo,lactel,337,48,8,0.0,0.09792284866468842,57.99
yogurt_dessert,dessert,Silpo,premialle,336,48,7,0.0,0.6964285714285714,36.24
yogurt_dessert,yogurt,Silpo,локо моко,336,48,7,0.0,0.30952380952380953,52.99
yogurt_dessert,yogurt,Silpo,злагода,335,48,7,0.0,0.20597014925373133,41.19
yogurt_dessert,yogurt,Silpo,ростишка,334,48,5,1.0,0.38323353293413176,45.99
yogurt_dessert,dessert,Silpo,марійка,318,48,11,0.44654088050314467,0.5911949685534591,45.89
yogurt_dessert,yogurt,Silpo,яготинське,290,48,8,0.0,0.3448275862068966,46.99
yogurt_dessert,yogurt,Silpo,milupa,288,48,6,0.0,0.5902777777777778,49.724999999999994
yogurt_dessert,yogurt,Silpo,premialle,288,48,6,0.3333333333333333,0.6319444444444444,39.99
yogurt_dessert,yogurt,Silpo,агуня,288,48,6,0.0,0.4826388888888889,49.945
yogurt_dessert,yogurt,Silpo,лактонія,288,48,6,0.0,0.3819444444444444,54.9
yogurt_dessert,dessert,Silpo,valio,287,48,6,0.0,0.30313588850174217,73.99
yogurt_dessert,dessert,Silpo,пудинг,287,48,6,0.0,0.3554006968641115,57.99
yogurt_dessert,yogurt,Silpo,feels,287,48,5,0.0,0.4564459930313589,48.99
yogurt_dessert,dessert,Silpo,фанні,285,48,6,0.0,0.21754385964912282,49.29
yogurt_dessert,dessert,Silpo,,240,48,5,0.0,0.2708333333333333,65.99
yogurt_dessert,dessert,Silpo,агуня,240,48,5,0.0,0.35,49.14
yogurt_dessert,dessert,Silpo,злагода,240,48,5,0.0,0.24166666666666667,37.09
yogurt_dessert,yogurt,Silpo,міmіmilk,240,48,4,0.0,0.425,58.99
yogurt_dessert,dessert,Silpo,молочне,239,48,5,0.0,0.42677824267782427,69.99
yogurt_dessert,dessert,Silpo,lekker,203,48,5,0.0,0.3251231527093596,51.49
yogurt_dessert,yogurt,Silpo,біфідойогурт,202,48,5,0.0,0.2079207920792079,75.49
yogurt_dessert,yogurt,Silpo,,194,48,6,0.0,0.4587628865979381,44.99
yogurt_dessert,yogurt,Silpo,гармонія,194,48,5,0.0,0.26288659793814434,39.38
yogurt_dessert,yogurt,Silpo,capretta,192,48,4,0.0,0.14583333333333334,74.99
yogurt_dessert,yogurt,Silpo,framo,192,48,3,0.0,0.026041666666666668,25.99
yogurt_dessert,yogurt,Silpo,закваска,192,48,4,0.25,0.23958333333333334,59.99
yogurt_dessert,dessert,Silpo,bakoma,191,48,4,0.0,0.5130890052356021,37.19
yogurt_dessert,yogurt,Silpo,деліссімо,191,48,4,0.0,0.46596858638743455,56.99
yogurt_dessert,dessert,Silpo,lactel,144,48,3,0.0,0.1597222222222222,45.19
yogurt_dessert,yogurt,Silpo,azienda,144,48,3,0.0,0.09027777777777778,179.0
yogurt_dessert,yogurt,Silpo,гормолзавод 1,144,48,3,0.0,0.0,55.49
yogurt_dessert,yogurt,Silpo,повна чаша,144,48,2,0.0,0.14583333333333334,45.69
yogurt_dessert,dessert,Silpo,latteria,143,48,3,0.0,0.20279720279720279,159.0
yogurt_dessert,dessert,Silpo,ферма,134,48,3,0.7089552238805971,0.5,55.9
yogurt_dessert,yogurt,Silpo,марійка,134,48,3,0.0,0.0,45.19
yogurt_dessert,yogurt,Silpo,muller,108,48,3,0.0,0.42592592592592593,39.38
yogurt_dessert,dessert,Silpo,premia,96,48,2,0.0,0.40625,49.99
yogurt_dessert,dessert,Silpo,zott,96,48,2,0.0,0.3229166666666667,54.49
yogurt_dessert,dessert,Silpo,крем десерт,96,48,2,0.0,0.14583333333333334,134.62
yogurt_dessert,dessert,Silpo,слов яночка,96,48,2,0.5,0.09375,47.49
yogurt_dessert,yogurt,Silpo,movenpick,96,48,2,0.0,0.3333333333333333,59.99
yogurt_dessert,yogurt,Silpo,біла лінія,96,48,2,0.0,0.5,58.57
yogurt_dessert,yogurt,Silpo,крем,96,48,2,0.0,0.5,75.49
yogurt_dessert,yogurt,Silpo,мілкін,96,48,2,0.0,0.28125,40.69
yogurt_dessert,yogurt,Silpo,кагма,91,47,2,0.0,0.02197802197802198,61.99
yogurt_dessert,yogurt,Silpo,emmi,76,26,3,0.0,0.13157894736842105,71.99
yogurt_dessert,yogurt,Silpo,mimimilk,58,48,2,0.0,0.46551724137931033,35.09
yogurt_dessert,dessert,Silpo,даніссімо,51,48,2,0.0,0.058823529411764705,24.53
yogurt_dessert,dessert,Silpo,лт,50,48,2,0.0,0.44,48.99
yogurt_dessert,dessert,Silpo,laska,48,48,1,0.0,0.0,92.49
yogurt_dessert,dessert,Silpo,milupa,48,48,1,0.0,0.375,44.99
yogurt_dessert,dessert,Silpo,monte,48,48,1,0.0,0.10416666666666667,62.44499999999999
yogurt_dessert,dessert,Silpo,банан,48,48,1,0.0,0.5,40.94
yogurt_dessert,dessert,Silpo,малина,48,48,1,0.0,0.0,28.49
yogurt_dessert,dessert,Silpo,мультифрукт,48,48,1,0.0,0.3541666666666667,55.99
yogurt_dessert,dessert,Silpo,натуральний,48,48,1,0.0,0.4375,56.24
yogurt_dessert,dessert,Silpo,персик і маракуя,48,48,1,0.0,0.0,15.14
yogurt_dessert,dessert,Silpo,повна чаша,48,48,1,0.0,0.6458333333333334,38.99
yogurt_dessert,dessert,Silpo,полуниця,48,48,1,0.0,0.0,15.14
yogurt_dessert,dessert,Silpo,ростишка,48,48,1,0.0,0.4791666666666667,48.49
yogurt_dessert,dessert,Silpo,яготинське,48,48,1,0.0,0.20833333333333334,54.99
yogurt_dessert,yogurt,Silpo,абрикос липовий цвіт,48,48,1,0.0,0.3958333333333333,47.09
yogurt_dessert,yogurt,Silpo,гмз,48,48,1,0.0,0.0,43.59
yogurt_dessert,yogurt,Silpo,натуральний,48,48,1,0.0,0.5833333333333334,47.99
yogurt_dessert,yogurt,Silpo,ніжний,48,48,1,0.0,0.3541666666666667,40.99
yogurt_dessert,yogurt,Silpo,премія,48,48,1,0.0,0.0,64.99
yogurt_dessert,yogurt,Silpo,пробіо йогурт,48,48,1,0.0,0.3333333333333333,69.99
yogurt_dessert,yogurt,Silpo,яготинське для дітей,48,48,1,0.0,0.0,15.14
yogurt_dessert,yogurt,Silpo,імуно йогурт,48,48,1,0.0,0.3125,66.49
yogurt_dessert,yogurt,Silpo,турецький,47,47,1,0.0,0.0851063829787234,65.99
yogurt_dessert,yogurt,Silpo,polmlek,31,31,1,0.0,0.1935483870967742,44.69
yogurt_dessert,dessert,Silpo,карамель,28,28,1,0.0,0.14285714285714285,289.0
yogurt_dessert,yogurt,Silpo,яблуко алое вера,18,18,1,0.0,0.0,54.99
yogurt_dessert,dessert,Silpo,danio,9,9,1,0.0,0.0,24.53
yogurt_dessert,yogurt,Silpo,лт,5,4,3,0.0,0.0,37.19
yogurt_dessert,dessert,Silpo,волошковеполе,4,4,1,0.0,0.0,24.19
yogurt_dessert,dessert,Silpo,rians,3,3,1,0.0,0.0,118.0
yogurt_dessert,yogurt,Silpo,агуша,1,1,1,0.0,1.0,99.0
