product,product_label,candidate,candidate_label,observed_col,baseline_col,discount_col,support_col,n_obs,coverage_share,best_corr_prozorro,best_lag_prozorro,best_corr_consumer,best_lag_consumer,discount_std,median_item_support,overlap_prozorro_n,overlap_consumer_n,coverage_share_scaled,best_corr_prozorro_scaled,best_corr_consumer_scaled,discount_std_scaled,median_item_support_scaled,selection_score,rank_note
butter,Butter,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,67,0.036792970895112576,-0.32677518443043335,18.0,,,0.08625263707089817,108.0,67,0,0.9305555555555556,0.5836342348525765,0.0,0.19710609604394155,0.16640986132511557,0.4989290259256011,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
condensed_milk,Condensed milk,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,64,0.03514552443712246,-0.3496720439876933,26.0,,,0.08089048991138348,34.0,64,0,0.888888888888889,0.6245289898552263,0.0,0.18485241976322347,0.05238828967642527,0.4803688490510207,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
cottage_cheese,Cottage cheese,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,67,0.036792970895112576,-0.32719814171384987,1.0,,,0.08337936317387713,59.5,67,0,0.9305555555555556,0.5843896543649619,0.0,0.19054003824050006,0.09167950693374423,0.4872894928402669,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
cream,Cream,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,70,0.03844041735310269,0.515146432541877,27.0,,,0.10626373598614743,56.0,70,0,0.9722222222222223,0.9200732133856975,0.0,0.24283582348974453,0.08628659476117104,0.604915202245526,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
hard_cheese,Hard cheese,retail_consumer,Retail plus ConsumerUA,retail_consumer_observed_model,retail_consumer_baseline_model,retail_discount_share,retail_n_item_keys,71,0.03898956617243273,-0.3288706454509931,5.0,-0.8128230332942753,14.0,0.09903115797154984,55.0,71,71,0.9861111111111113,0.58737681644282,0.9739840668653473,0.2263078045768994,0.0847457627118644,0.6534866331604511,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
milk,Milk / fermented milk,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,72,0.039538714991762765,0.26020100280807573,17.0,-0.16629467572001227,14.0,0.10778124675497022,275.0,72,72,1.0,0.4647299440637117,0.19926645520783673,0.24630366671755724,0.423728813559322,0.5574986402059431,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
milk_powder,Milk powder,retail_matched,Retail matched cross-shop,retail_matched_observed_model,retail_matched_baseline_model,retail_matched_discount_share,retail_matched_n_item_keys,51,0.02800658978583196,,,,,0.4375949744936837,1.0,0,0,0.7083333333333334,0.0,0.0,1.0,0.0015408320493066256,0.31273112480739595,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
sour_cream,Sour cream,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,68,0.037342119714442616,-0.3574170700522583,27.0,-0.7176074230008411,6.0,0.08440866721886899,57.0,68,68,0.9444444444444445,0.6383619324300563,0.8598897516897464,0.19289222257758665,0.08782742681047766,0.6362887120951425,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
yogurt_dessert,Yogurt / dessert,retail_merged,Retail merged full list,retail_observed_model,retail_baseline_model,retail_discount_share,retail_n_item_keys,72,0.039538714991762765,,,,,0.11527520243201086,649.0,0,0,1.0,0.0,0.0,0.26342899062172564,1.0,0.47634289906217253,"Highest composite score across coverage, procurement alignment, consumer alignment, item support, and discount variation."
